term,estimate,std.error,statistic,p.value,metadata_var,feature_name,fdr,conf.low,conf.high
factor(Age.4.12.months.Processed.Carbs)2,-0.2579510948618147,0.3023780717298533,-0.8530747397988239,0.39404690989626256,Age.4.12.months.Processed.Carbs,kpsF.1,0.39404690989626256,-0.8506121154523272,0.3347099257286978
factor(Age.1.5.years.Processed.Carbs)2,-0.0466134680134683,0.20318402183235781,-0.22941502778170195,0.8186446931174446,Age.1.5.years.Processed.Carbs,kpsF.1,0.8186446931174446,-0.44485415080488966,0.351627214777953
factor(Age.5.10.years.Processed.Carbs)2,0.11263434625433943,0.20413127820136476,0.551774070327584,0.5813615545049409,Age.5.10.years.Processed.Carbs,kpsF.1,0.5813615545049409,-0.2874629590203355,0.5127316515290143
factor(Age.10.18.years.Processed.Carbs)2,0.08519599736723031,0.21887745501173234,0.38924062490887246,0.6972718614055446,Age.10.18.years.Processed.Carbs,kpsF.1,0.6972718614055446,-0.343803814455765,0.5141958091902257
factor(Age.4.12.months.Processed.Fruit)2,-0.03297074354217252,0.3058032914687448,-0.10781683671165572,0.9141864166457581,Age.4.12.months.Processed.Fruit,kpsF.1,0.9141864166457581,-0.6323451948209123,0.5664037077365672
factor(Age.1.5.years.Processed.Fruit)2,0.16319231953026994,0.21560877150602722,0.7568909112109476,0.4494896927219316,Age.1.5.years.Processed.Fruit,kpsF.1,0.4494896927219316,-0.25940087262154343,0.5857855116820833
factor(Age.5.10.years.Processed.Fruit)2,0.045973103224946306,0.19350008149780784,0.2375869967034982,0.8123036642470225,Age.5.10.years.Processed.Fruit,kpsF.1,0.8123036642470225,-0.3332870565107571,0.42523326296064967
factor(Age.10.18.years.Processed.Fruit)2,0.2225595993919342,0.18717532134829717,1.1890435009741145,0.23501786939011704,Age.10.18.years.Processed.Fruit,kpsF.1,0.23501786939011704,-0.14430403045072826,0.5894232292345967
factor(Age.4.12.months.Processed.Veg)2,-0.053078144684100034,0.21087033884139442,-0.25170986576743076,0.8013737393173789,Age.4.12.months.Processed.Veg,kpsF.1,0.8013737393173789,-0.4663840088132331,0.360227719445033
factor(Age.1.5.years.Processed.Veg)2,-0.1945442443909417,0.20141821530258425,-0.9658721486469534,0.3345975917589049,Age.1.5.years.Processed.Veg,kpsF.1,0.3345975917589049,-0.5893239463840068,0.2002354576021234
factor(Age.5.10.years.Processed.Veg)2,0.0353268067677233,0.21116452505804675,0.16729517781460856,0.8672086970683226,Age.5.10.years.Processed.Veg,kpsF.1,0.8672086970683226,-0.3785556623460483,0.44920927588149495
factor(Age.10.18.years.Processed.Veg)2,0.06613615117521365,0.22770448918181466,0.290447287239937,0.7716003019239757,Age.10.18.years.Processed.Veg,kpsF.1,0.7716003019239757,-0.38016464762114305,0.5124369499715704
factor(Age.4.12.months.Fast.food)2,-1.9799779443254806,0.6955053946563216,-2.8468189600511593,0.004607049916144093,Age.4.12.months.Fast.food,kpsF.1,0.004607049916144093,-3.343168517851871,-0.6167873707990903
factor(Age.1.5.years.Fast.food)2,-0.11296221087645984,0.3001512758391001,-0.37635092691398275,0.7068233630934082,Age.1.5.years.Fast.food,kpsF.1,0.7068233630934082,-0.7012587115210961,0.4753342897681764
factor(Age.5.10.years.Fast.food)2,-0.044431884057970654,0.22448573867735405,-0.19792742434222574,0.8431861674264572,Age.5.10.years.Fast.food,kpsF.1,0.8431861674264572,-0.4844239318655846,0.39556016374964326
factor(Age.10.18.years.Fast.food)2,0.2574511790393017,0.2013900928309707,1.278370625983989,0.20174044891139184,Age.10.18.years.Fast.food,kpsF.1,0.20174044891139184,-0.13727340290940088,0.6521757609880043
factor(Age.4.12.months.Soft.Drink)2,0.42694866232827255,0.5797948617251404,0.7363788307090472,0.4618644589163595,Age.4.12.months.Soft.Drink,kpsF.1,0.4618644589163595,-0.7094492666530026,1.5633465913095477
factor(Age.1.5.years.Soft.Drink)2,0.03374217397279046,0.25293109178981366,0.1334046112481509,0.8939297787148681,Age.1.5.years.Soft.Drink,kpsF.1,0.8939297787148681,-0.4620027659352443,0.5294871138808253
factor(Age.5.10.years.Soft.Drink)2,0.04755050559768855,0.2051009126598284,0.23183956122396093,0.8167620538179851,Age.5.10.years.Soft.Drink,kpsF.1,0.8167620538179851,-0.35444728321557517,0.44954829441095223
factor(Age.10.18.years.Soft.Drink)2,0.21097828644971514,0.20674520953376363,1.020474848851384,0.3080205900171956,Age.10.18.years.Soft.Drink,kpsF.1,0.3080205900171956,-0.19424232423646157,0.6161988971358918
factor(Age.4.12.months.Packaged.Snacks)2,0.05150495285833693,0.37286254257625934,0.13813388843638788,0.8901928957489744,Age.4.12.months.Packaged.Snacks,kpsF.1,0.8901928957489744,-0.6793056305911314,0.7823155363078051
factor(Age.1.5.years.Packaged.Snacks)2,0.03289423529838045,0.20544481961173355,0.16011226450268579,0.8728604193600646,Age.1.5.years.Packaged.Snacks,kpsF.1,0.8728604193600646,-0.36977761114061736,0.4355660817373782
factor(Age.5.10.years.Packaged.Snacks)2,0.061735721925133866,0.2037723831023504,0.3029641258802247,0.762049280929291,Age.5.10.years.Packaged.Snacks,kpsF.1,0.762049280929291,-0.3376581489554729,0.4611295928057407
factor(Age.10.18.years.Packaged.Snacks)2,0.06362297926364789,0.2220160111713421,0.2865693286172343,0.7745665287508954,Age.10.18.years.Packaged.Snacks,kpsF.1,0.7745665287508954,-0.37152840263218256,0.4987743611594784
P80,-6.897098997577253e-7,1.6728739969409784e-6,-0.4122904062224236,0.6803141645173277,P80,katA.1,0.6803141645173277,-3.968542933762043e-6,2.5891231342465922e-6
CMC,-2.7413864424362864e-7,5.598784386689063e-7,-0.4896395812194247,0.6246169268542936,CMC,katA.1,0.6246169268542936,-1.3715003840346852e-6,8.232230955474278e-7
CRN,-5.458375597879646e-7,1.2038152067768706e-6,-0.45342304758668545,0.6504529683525799,CRN,katA.1,0.6504529683525799,-2.9053153650706308e-06,1.8136402454947016e-6
AlSiO,1.9415925679282654e-4,4.049826774021319e-4,0.47942607826663663,0.6318580711792053,AlSiO,katA.1,0.6318580711792053,-5.99606790915352e-4,9.87925304501005e-4
SO32,-1.2611203452669373e-4,1.0064856928150344e-4,-1.2529938123012128,0.2108296482464836,SO32,katA.1,0.2108296482464836,-3.2338323031844043e-4,7.115916126505299e-5
TiO2,6.87135155633315e-5,5.206669492477136e-5,1.319721093543816,0.18756924379610332,TiO2,katA.1,0.18756924379610332,-3.333720648922036e-5,1.7076423761588336e-4
Asp,-2.9842032601576837e-5,3.54781307404133e-5,-0.8411388080145846,0.4006970056746718,Asp,katA.1,0.4006970056746718,-9.937916885278691e-5,3.9695103649633234e-5
Suc,-2.3397875743808518e-5,5.5314544982774016e-5,-0.42299680402496403,0.6724906543180622,Suc,katA.1,0.6724906543180622,-1.3181438391004558e-4,8.501863242242856e-5
Sac,4.514868193020053e-5,7.645043304774462e-5,0.5905614936413034,0.5550975224111715,Sac,katA.1,0.5550975224111715,-1.0469416684337894e-4,1.9499153070377998e-4
TotalAd,-1.4567380479007196e-7,3.1088573211887523e-7,-0.468576681847753,0.6395890322582698,TotalAd,katA.1,0.6395890322582698,-7.550098397430674e-7,4.636622301629234e-7
TotalAs,-7.41225916705456e-6,1.771962945961148e-5,-0.4183077972341009,0.6759127479070757,TotalAs,katA.1,0.6759127479070757,-4.214273290789306e-5,2.7318214573783937e-5
TotalEM,-1.460789858602613e-7,3.1231153063326164e-7,-0.4677348465619017,0.6401905585112507,TotalEM,katA.1,0.6401905585112507,-7.582095859014541e-7,4.660516141809315e-7
P80.Annual.Intake,-0.018989918190813627,0.04937915069794703,-0.38457360895036913,0.7007272977613734,P80.Annual.Intake,katA.1,0.7007272977613734,-0.1157730535587898,0.07779321717716256
CMC.Annual.Intake,-0.007629778713430627,0.01653216795541593,-0.4615110815476028,0.6446454901874443,CMC.Annual.Intake,katA.1,0.6446454901874443,-0.040032827906045856,0.024773270479184598
CRN.Annual.Intake,-0.014454957965350224,0.035515823032269696,-0.40700050656904224,0.6841929019522329,CRN.Annual.Intake,katA.1,0.6841929019522329,-0.08406597110859883,0.055156055177898386
AlSiO.Annual.Intake,5.837968578451416,9.5298469080056325,0.6125983591139516,0.540438220466156,AlSiO.Annual.Intake,katA.1,0.540438220466156,-12.840531361239623,24.516468518142457
SO32.Annual.Intake,-3.041593689756972,2.6601496450381705,-1.1433919499342031,0.25345793818541584,SO32.Annual.Intake,katA.1,0.25345793818541584,-8.255486994031786,2.1722996145178417
TiO2.Annual.Intake,0.9838699848214217,0.8824934537496842,1.114875108297962,0.26547368897272133,TiO2.Annual.Intake,katA.1,0.26547368897272133,-0.7458171845279594,2.713557154170803
Asp.Annual.Intake,-0.6404442181842437,0.9218074492694148,-0.6947700614611353,0.4875427225314377,Asp.Annual.Intake,katA.1,0.4875427225314377,-2.4471868187522965,1.1662983823838093
Suc.Annual.Intake,-0.36428092934627004,1.4458631155958506,-0.2519470380127563,0.8011921331574715,Suc.Annual.Intake,katA.1,0.8011921331574715,-3.1981726359141374,2.469610777221597
Sac.Annual.Intake,1.6039299077554308,1.993606764604938,0.8045367502920129,0.42149382016447734,Sac.Annual.Intake,katA.1,0.42149382016447734,-2.3035393508702477,5.511399166381109
TotalAd.Annual.Intake,-0.003947745792598794,0.009185239519961606,-0.4297923624113936,0.6675436638706553,TotalAd.Annual.Intake,katA.1,0.6675436638706553,-0.021950815251723543,0.014055323666525954
TotalAs.Annual.Intake,-0.11289043343917034,0.46405586841500696,-0.24326905685892972,0.807903110575105,TotalAs.Annual.Intake,katA.1,0.807903110575105,-1.022439935532584,0.7966590686542432
TotalEM.Annual.Intake,-0.004020714459691279,0.009233102382559134,-0.43546733189986137,0.6634231573835802,TotalEM.Annual.Intake,katA.1,0.6634231573835802,-0.022117595129507183,0.014076166210124624
Protein.intake,-0.0015389605932248844,0.020297477658295513,-0.07582028758119688,0.9395955479013471,Protein.intake,katA.1,0.9395955479013471,-0.04132201680348409,0.03824409561703432
Total.Fat.intake,0.012427503528311649,0.04215807542019399,0.2947834644832671,0.768294342958477,Total.Fat.intake,katA.1,0.768294342958477,-0.07020232429526856,0.09505733135189186
Saturated.Fat.intake,0.05168175482589828,0.15049423935327436,0.3434135090352468,0.7314467195157062,Saturated.Fat.intake,katA.1,0.7314467195157062,-0.24328695430651948,0.346650463958316
Monounsaturated.Fat.intake,0.24720983776938799,0.09090381412878548,2.7194660657380143,0.006790006196217747,Monounsaturated.Fat.intake,katA.1,0.006790006196217747,0.06903836207696845,0.4253813134618075
Polyunsaturated.Fat.intake,0.6115424642804366,0.34846559579756436,1.754957940340551,0.07994248442216348,Polyunsaturated.Fat.intake,katA.1,0.07994248442216348,-0.07145010348278957,1.2945350320436626
Omega.3.Fatty.Acid.intake,0.03574400615764954,0.021904051823022425,1.631844484593509,0.10341336981671799,Omega.3.Fatty.Acid.intake,katA.1,0.10341336981671799,-0.007187935415474411,0.0786759477307735
Omega.6.Fatty.Acid.intake,0.1967862642419589,0.3375282122655671,0.583021676680252,0.560172716265311,Omega.6.Fatty.Acid.intake,katA.1,0.560172716265311,-0.46476903179855267,0.8583415602824704
Cholesterol.Intake,0.0018255736317982034,0.004082427349494186,0.4471784738617315,0.6549599337418317,Cholesterol.Intake,katA.1,0.6549599337418317,-0.0061759839732104,0.009827131236806806
Alcohol.Intake,-0.6093298645608711,0.40005377828598987,-1.5231198844603193,0.12842956266690894,Alcohol.Intake,katA.1,0.12842956266690894,-1.3934352700014112,0.17477554087966896
Fibre.Intake,-0.053579190940720604,0.12217019052025276,-0.4385619005140089,0.6611885474794019,Fibre.Intake,katA.1,0.6611885474794019,-0.293032764360416,0.18587438247897478
Vitamin.B1,2.2391832382759267,0.9289957508806753,2.4103266738875946,0.016335701585978378,Vitamin.B1,katA.1,0.016335701585978378,0.418351566549803,4.06001491000205
Vitamin.B2,1.780039520298107,0.7495404432023651,2.37484119294884,0.017972021779431798,Vitamin.B2,katA.1,0.017972021779431798,0.31094025162147143,3.2491387889747427
Vitamin.B3,0.3104173664343061,0.15585827452080425,1.9916643334382034,0.04700788018099234,Vitamin.B3,katA.1,0.04700788018099234,0.004935148373529763,0.6158995844950825
Vitamin.B6,0.4171981649427376,0.14102374655051433,2.9583540017021055,0.003254779739976048,Vitamin.B6,katA.1,0.003254779739976048,0.1407916217037295,0.6936047081817457
Vitamin.B12,0.19728425949785114,0.09371026747323637,2.1052576715160427,0.03581887378238068,Vitamin.B12,katA.1,0.03581887378238068,0.013612135250307855,0.3809563837453944
Vitamin.C,-0.014861240711872876,0.045596325059850236,-0.32593066858712516,0.7446273176665196,Vitamin.C,katA.1,0.7446273176665196,-0.10423003782917933,0.07450755640543358
Vitamin.E.Tocopherol.Acetate,0.5493718542104763,0.38185053820867665,1.4387091263185579,0.15092655373656794,Vitamin.E.Tocopherol.Acetate,katA.1,0.15092655373656794,-0.1990552006785299,1.2977989090994826
Beta.Carotene,4.879578461931498e-6,0.0013895272238836295,0.003511682519104177,0.997199637807177,Beta.Carotene,katA.1,0.997199637807177,-0.0027185937803499826,0.002728352937273845
Folic.Acid,0.024428479592792072,0.02435176657108214,1.00315020355858,0.3165707676664735,Folic.Acid,katA.1,0.3165707676664735,-0.02330098288652892,0.07215794207211307
Folate,0.009886218984723824,0.011957304422750009,0.8267932834355434,0.4087895168886536,Folate,katA.1,0.4087895168886536,-0.013550097683866192,0.03332253565331384
Iron,0.07778618949370825,0.07153172540261282,1.0874362257570676,0.27746623771868517,Iron,katA.1,0.27746623771868517,-0.06241599229541289,0.21798837128282939
Zinc,0.21113717285593792,0.1722953088843567,1.22543773375543,0.2210954421025959,Zinc,katA.1,0.2210954421025959,-0.12656163255740122,0.5488359782692771
Selenium,-0.002387668426682391,0.023650608079893682,-0.10095590010272262,0.9196336429792797,Selenium,katA.1,0.9196336429792797,-0.048742860263274006,0.04396752340990922
Magnesium,0.003249005022181965,0.008204131856295148,0.3960205758625097,0.6922771323987833,Magnesium,katA.1,0.6922771323987833,-0.012831093416156522,0.019329103460520452
Caffeine,-0.0011557320663688623,0.020261154619651955,-0.05704176726670256,0.9545485541822943,Caffeine,katA.1,0.9545485541822943,-0.04086759512088669,0.038556130988148966
Vitamin.D,-0.060582567385713625,0.12936428177401618,-0.46830984994408326,0.6401084226333452,Vitamin.D,katA.1,0.6401084226333452,-0.3141365596627853,0.19297142489135807
factor(Breastfeeding.Status)2,-4.302188038038038,8.461265497109707,-0.5084568070234443,0.611368586879153,Breastfeeding.Status,katA.1,0.611368586879153,-20.886268412373063,12.28189233629699
factor(Baby.Foof.Origin)2,1.079338782051217,10.706011302468426,0.100816144459175,0.9197390393020946,Baby.Foof.Origin,katA.1,0.9197390393020946,-19.904443370786897,22.06312093488933
