term,estimate,std.error,statistic,p.value,metadata_var,arg_gene,fdr
factor(age_10_18_years_10)2,0.2665276535712143,0.9520072203862394,0.27996389928963056,0.7796278525036264,age_10_18_years_10,Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics,0.7796278525036264
factor(age_1_5_years_11)2,1.0377880799384072,1.0213711788746305,1.0160733936920614,0.3101160858317232,age_1_5_years_11,Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics,0.3101160858317232
factor(age_5_10_years_11)2,-1.511110626721728,0.8984993773350037,-1.681815997695804,0.0932659650502205,age_5_10_years_11,Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics,0.0932659650502205
factor(age_10_18_years_11)2,-0.2911831107147748,0.9615476441732994,-0.30282754315842825,0.7621547059845966,age_10_18_years_11,Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics,0.7621547059845966
factor(age_1_5_years_12)2,0.581093545960042,0.8307175604345586,0.6995079599088586,0.48457921949625193,age_1_5_years_12,Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics,0.48457921949625193
factor(age_5_10_years_12)2,-0.27206143305289443,0.9081604566664028,-0.2995741898425683,0.764633846967687,age_5_10_years_12,Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics,0.764633846967687
factor(age_10_18_years_12)2,1.280462895792053,0.9854591659072973,1.2993566249020072,0.19445586449521976,age_10_18_years_12,Streptococcus_pneumoniae_23S_rRNA_with_mutation_conferring_resistance_to_macrolide_antibiotics,0.19445586449521976
factor(breast_fed)2,-0.7378828424896889,0.8528766289076964,-0.8651694951879695,0.3873862039470105,breast_fed,TolC,0.3873862039470105
factor(baby_food)2,-0.9103144293634652,0.9967799683842277,-0.9132551397868454,0.36157759563020586,baby_food,TolC,0.36157759563020586
factor(family_food)2,-1.5949582641519064,1.623727896006852,-0.9822817407241096,0.32646643215474747,family_food,TolC,0.32646643215474747
factor(age_4_12_months_3)2,1.216430806746638,0.7972509225549828,1.525781623241391,0.12773402628172514,age_4_12_months_3,TolC,0.12773402628172514
factor(age_1_5_years_3)2,0.06961350958894393,0.7874387922415202,0.08840497861526783,0.92959230024038,age_1_5_years_3,TolC,0.92959230024038
factor(age5_10_years_3)2,-0.017263864617734433,0.7739636591450031,-0.02230578194951144,0.9822134631515054,age5_10_years_3,TolC,0.9822134631515054
