feature	Pathway1	Pathway2	Pathway3	Pathway4	Pathway5	Pathway6	Pathway7	Pathway8	Pathway9	Pathway10	Pathway11	Pathway12	Pathway13	Pathway14	Pathway15	Pathway16	Pathway17	Pathway18	Pathway19	Pathway20	Pathway21	Pathway22	Pathway23	Pathway24	Pathway25	Pathway26	Pathway27	Pathway28	Pathway29	Pathway30	Pathway31	Pathway32	Pathway33	Pathway34	Pathway35	Pathway36	Pathway37	Pathway38	Pathway39	Pathway40	Pathway41	Pathway42	Pathway43	Pathway44	Pathway45	Pathway46	Pathway47	Pathway48	Pathway49	Pathway50	Pathway51	Pathway52	Pathway53	Pathway54	Pathway55	Pathway56	Pathway57	Pathway58	Pathway59	Pathway60	Pathway61	Pathway62	Pathway63	Pathway64	Pathway65	Pathway66	Pathway67	Pathway68	Pathway69	Pathway70	Pathway71	Pathway72	Pathway73	Pathway74	Pathway75	Pathway76	Pathway77	Pathway78	Pathway79	Pathway80	Pathway81	Pathway82	Pathway83	Pathway84	Pathway85	Pathway86	Pathway87	Pathway88	Pathway89	Pathway90	Pathway91	Pathway92	Pathway93	Pathway94	Pathway95	Pathway96	Pathway97	Pathway98	Pathway99	Pathway100	Pathway101	Pathway102	Pathway103	Pathway104	Pathway105	Pathway106	Pathway107	Pathway108	Pathway109	Pathway110	Pathway111	Pathway112	Pathway113	Pathway114	Pathway115	Pathway116	Pathway117	Pathway118	Pathway119	Pathway120	Pathway121	Pathway122	Pathway123	Pathway124	Pathway125	Pathway126	Pathway127	Pathway128	Pathway129	Pathway130	Pathway131	Pathway132	Pathway133	Pathway134	Pathway135	Pathway136	Pathway137	Pathway138	Pathway139	Pathway140	Pathway141	Pathway142	Pathway143	Pathway144	Pathway145	Pathway146	Pathway147	Pathway148	Pathway149	Pathway150	Pathway151	Pathway152	Pathway153	Pathway154	Pathway155	Pathway156	Pathway157	Pathway158	Pathway159	Pathway160	Pathway161	Pathway162	Pathway163	Pathway164	Pathway165	Pathway166
AUS1021	0.138271	0.797234	0.000235545	0.000291973	0.000356944	0.000260578	0.000406394	0.000425429	0.000361271	0.0003091	0.000210637	0.000474998	0.000448698	0.000230503	0.000210978	0.000243284	0.000209707	0.000343797	0.000257194	0.000293293	0.000324853	0.00020186	0.000197206	0.000289549	0.00022267	0.00036744	0.0002932	0.000266148	0.000359972	0.000277294	0.000200016	0.000524744	6.34e-05	0.000274364	1.93e-05	0.000271701	0.000261808	0.000583973	0.000257184	8.27e-06	6.26e-05	0.000149065	0.000228017	0.000255115	0.000223548	0.00019179	0.000294873	0.000316623	0.000373376	0.000465835	0.000216753	0.000141349	0.000115186	0.000386776	0.000382632	0.000307407	0.000237584	0.000343215	0.000149065	0.000481283	0.000342735	0.000234324	0.000159295	0.000281903	9.36e-05	0.000339741	0.000203574	0.000415148	0.000311921	0.000421223	0.000421596	0.000309017	0.000258659	0.000264656	0.000426604	0.000439083	0.00029157	0.000289718	0.000190992	0.000256898	0.000182205	0.000283335	0.000354657	3.62e-05	0.00023614	0.000439083	0.000296487	0.000241838	0.000265812	0.000331389	0.000331936	0.000321118	0.000228329	0.000197804	0.000160917	0.000421223	0.000341589	0.000210023	0.000142643	0.000269191	0.000211182	5.93e-05	0.000200008	0.000229706	0.000206813	0.000295736	0.000256512	0.000220671	0.00057448	0.000171722	0.000129441	0.000127344	0.000192608	0.00016369	0.000161036	0.000314767	0.000161036	0.00021628	0.000327168	0.00023407	0.000132307	0.000473412	0.000322937	0.000198732	0.000145783	0.000138837	0.000192428	0.000403976	0.000261808	0.000413542	0.000305965	0.000157064	0.000311921	0.000311921	0.000210978	0.000338198	0.000239908	9.37e-05	0.000537601	0.000273786	0.000265475	0.000238323	0.000152601	0.000381992	0.000159746	0.000415148	0.000527206	0.00022437	0.000658238	0.00021539	0.000283952	0.000355973	0.000355973	0.000212299	0.000376955	0.000194017	0.000173765	0.000206015	0.000409953	0.000370993	0.000210237	5.86e-05	0.000354186	0.000407085	0.000307187	0.000570641
AUS1022	0.0862951	0.833131	0.000307391	0.00033846	0.000403163	0.000407833	0.000483959	0.000485939	0.000408077	0.000422193	0.000296806	0.000533615	0.000532138	0.000295258	0.000270981	0.000288723	0.000279488	0.000398795	0.000349493	0.000153447	0.000405339	0.000295224	0.000265707	0.000340456	0.000240274	0.000559779	0.000385575	0.000347155	0.000425416	0.000240956	0.000177236	0.000598425	1.06e-05	0.000345998	3.49e-05	0.000367392	0.000326526	0.000723996	0.000179995	4.86e-06	9.56e-05	0.000194242	0.000306665	0.00037213	0.000267357	0.000235289	0.000414021	0.000377346	0.000499091	0.000544757	0.000193152	0.000160947	3.27e-05	0.000369972	0.000444278	0.00036164	0.000316775	0.000382775	0.000194242	0.000515055	0.00044344	0.000374262	0.000235632	0.000379768	0.000235522	0.000389142	0.000283367	0.000598036	0.000375564	0.000570304	0.000499567	0.000382718	0.000319301	0.0003396	0.000484905	0.000518607	0.00026066	0.000236713	0.000147321	0.000233684	0.00010281	0.000354997	0.000385077	0.000221951	0.000288499	0.000518607	0.000361599	0.000318168	0.000383608	0.000410642	0.000401374	0.000392942	0.000327576	0.000366062	0.000259235	0.000570304	0.00039051	0.000262758	0.000162967	0.000261027	0.000199504	4.84e-05	0.000245699	0.000246898	0.000214935	0.0003868	0.000370201	0.00029729	0.000796794	0.000270021	8.14e-05	4.63e-05	0.000219212	0.000116176	0.000141319	0.000360889	0.000141319	0.000161207	0.000305203	0.000213172	0.000263407	0.000576772	0.00034857	0.000232899	0.000124291	0.000359762	0.000205163	0.000478374	0.000317646	0.000587023	0.000379879	0.000186392	0.000375564	0.000375564	0.000270981	0.000406226	0.00029536	0.000243876	0.000607993	0.000492222	0.000212252	0.000294455	0.000204601	0.000462412	0.000345258	0.000598036	0.000567436	0.000254092	0.00096586	0.000186319	0.000350573	0.000464756	0.000464756	0.000201826	0.000550469	0.000235665	0.000205211	0.000231212	0.000578821	0.000375169	0.000261594	2.47e-05	0.000384859	0.000418702	0.000347359	0.000762198
AUS1023	0.207319	0.73275	0.000532768	0.000212263	0.000643751	5.95e-05	0.000608565	0.000619365	0.000646619	0.000314176	5.07e-05	0.000592295	0.000686814	0.000499325	0.00046321	0.000250112	8.36e-05	0.000605204	0.000138737	0.000644975	5.24e-05	0.000144654	0.000187813	0.00021177	0.000427371	0.000545858	0.00091036	5.9e-05	0.000224738	0.000440483	0.000455114	0.000629488	8.79e-05	2.09e-05	0.000305069	1.84e-05	0.000596538	0.000599516	0.000323737	5.96e-05	0.000152699	0.000512156	9.37e-05	0.000175637	0.000310748	0.000359796	0.000121188	0.000667632	0.000201331	0.000837885	0.000332022	0.000112277	0.000159976	0.000588653	0.000458292	0.000548308	0.000106436	0.000577136	0.000512156	0.000591795	0.00016265	0.000331077	4.38e-05	2.09e-05	0.000139221	0.000176835	6.44e-05	0.0005767	0.000645383	0.000398021	0.000836735	4.61e-05	9.84e-05	4.49e-05	0.000601153	0.000611407	0.000484592	0.000450914	0.000170563	0.00022891	6.48e-05	0.000583184	0.000656358	0.000137778	0.000527854	0.000611407	4.43e-05	0.000536628	0.000181406	0.000630991	0.000696576	0.000676198	4.61e-05	0.000575676	0.000116473	0.00027821	0.000654841	0.000190893	0.000152491	0.000464906	0.000263038	0.000277078	0.000475243	6.83e-05	0.000256095	0.000140935	0.000332282	0.000171764	0.000572847	0.000118785	0.000102088	0.000107144	0.000289034	0.000150988	0.000118738	0.00066606	0.000118738	0.000203557	0.000315545	0.000113045	0.00034983	0.00100598	0.000485232	0.000124394	0.00020964	0.000100583	0.000504556	0.000467702	0.000525152	8.15e-05	4.98e-05	0.000218505	0.000645383	0.000645383	0.00046321	0.000627654	0.000418082	5.97e-05	0.000690731	0.000198457	0.000272044	0.000229549	5.87e-05	0.000575653	6.25e-05	0.0005767	3.24e-05	5.98e-05	0.000273753	0.000197827	4.66e-05	0.000139182	0.000139182	0.000127139	0.000590606	0.000383017	0.00012833	0.000363305	0.000112882	0.000428898	3.65e-05	0.000271599	0.00040642	0.000574305	0.000226102	0.000650843
AUS1024	0.174744	0.761014	0.000510176	0.000324987	0.000685445	5.69e-05	0.000669669	0.000699303	0.000721324	0.000270331	4.5e-05	0.000628935	0.000730133	0.000590791	0.000540453	0.000352846	4.86e-05	0.000638447	0.000307777	0.000717237	0.000128666	6.59e-05	0.000125118	0.000211119	0.000537532	0.000648693	0.000738081	4.29e-05	0.000327893	0.000552561	0.000464548	0.000668701	0.000519462	7.8e-05	0.000189844	6.91e-05	0.000708083	0.000660958	0.000574032	0.000225962	4.78e-05	0.000606312	7.6e-05	0.000108769	0.000298877	0.000367305	0.000282627	0.000721807	0.000167927	0.000789639	0.000212767	0.000142652	0.000349544	0.000508315	0.000530544	0.000573354	0.000209747	0.000534192	0.000606312	0.000627213	3.53e-05	0.000290492	9.13e-05	7.64e-05	0.000197504	0.000277092	0.000102228	0.000421936	0.00068833	0.000425699	0.000953018	9.07e-05	0.000145065	7.09e-05	0.00066186	0.000738543	0.000434027	0.000405137	0.000286612	0.00036271	2.09e-05	0.000691585	0.000719159	0.00019651	0.000416078	0.000738543	0.000116935	0.00057492	8.59e-05	0.000616315	0.000755896	0.00073353	4.61e-05	0.000404301	9.04e-05	0.000104951	0.000437698	0.000389613	3.99e-05	0.000515698	0.000106039	4.71e-05	0.00036975	1.76e-05	0.000249418	0.000177234	0.000478357	0.000354439	0.000731405	0.000217364	0.000197116	0.000174015	0.000218992	0.000274167	0.000213146	0.000678891	0.000213146	0.000326298	0.000452352	2.79e-05	0.000236406	0.00110662	0.000511352	2.66e-05	0.000257844	7.92e-05	0.000521576	0.00022327	0.000396548	0.000136873	0.00012683	9.12e-05	0.00068833	0.00068833	0.000540453	0.000592963	0.000495869	7.14e-05	0.000637363	0.000537938	0.00038913	0.000453433	0.000152065	0.000391245	2.86e-05	0.000421936	3.24e-05	0.000152862	0.000309775	0.000285056	0.000124462	0.000117489	0.000117489	7.2e-05	0.000544021	0.000504725	0.000105524	0.000257433	9.16e-05	0.000521961	7.74e-05	0.000251983	0.000494401	0.000609691	0.000578433	0.00070021
AUS1027	0.206817	0.744528	0.000465799	0.000184122	0.00058941	2.52e-05	0.000550924	0.000557172	0.000589003	0.000201018	2.95e-05	0.000539517	0.000620313	0.000501796	0.000484362	0.00024807	9.45e-05	0.000547692	8.13e-05	0.000479554	2.8e-05	3.07e-05	9.46e-05	0.000125839	0.000239524	0.000477985	0.000715188	7.33e-05	0.000191015	0.000434436	0.00034689	0.000583597	3.25e-05	0	0.00013557	0	0.000543138	0.000455093	0.000277777	2.84e-05	0.000116251	0.000397293	8.77e-05	5.81e-05	0.000371043	0.000411653	0.000118753	0.000549923	0.000105138	0.000694366	0.000196804	3.55e-05	0.000112984	0.000423912	0.000367778	0.000525197	6.95e-05	0.000462841	0.000397293	0.000511509	7.42e-05	0.000198262	8.77e-06	0	6.66e-05	0.000151876	6.51e-05	0.000454013	0.000600815	0.000313618	0.000588365	2.4e-05	0.000125564	2.22e-05	0.000547446	0.000553139	0.000318268	0.000291862	0.000165807	0.000221205	6.18e-05	0.000541009	0.000632612	6.87e-05	0.000429009	0.000553139	2.2e-05	0.000393374	8.85e-05	0.000549923	0.000584477	0.000570222	2.56e-05	0.000409113	5.12e-05	0.000121444	0.000600663	0.000202632	0.000131823	0.000494063	0.000171761	0.000128184	0.000327609	5.2e-05	0.000255859	0.000123493	0.000330251	8.19e-05	0.000539651	3.82e-05	0.000100422	6.48e-05	0.000217917	0.000156131	0.000114871	0.000597407	0.000114871	0.000194257	0.000295363	3.04e-05	0.000326798	0.000815528	0.000410386	0.00012794	0.00018638	9.14e-05	0.000444545	0.000228046	0.000421218	0.000105148	2.53e-05	3.89e-05	0.000600815	0.000600815	0.000472119	0.000541866	0.00034985	5.48e-05	0.000551246	5.13e-05	0.000252836	8.58e-05	0.000187696	0.000581272	3.25e-05	0.000454013	2.63e-05	4.23e-05	0.000441899	6.77e-05	2.24e-05	6.9e-05	6.9e-05	7.59e-05	0.000581325	0.00031492	8.03e-05	0.000366857	5.18e-05	0.000310133	7.2e-06	0.000252438	0.000325388	0.000520618	0.000224748	0.000721473
AUS1028	0.180264	0.764189	0.000380363	0.000319342	0.000463357	0.000159423	0.000449392	0.00044357	0.000427651	0.000207052	0.000148888	0.000396072	0.000452802	0.000448341	0.000418056	0.000148701	0.00014944	0.000389085	0.000191963	0.000387367	0.000169514	0.00010192	0.000138326	0.000201144	0.000174135	0.000358996	0.000434893	0.000157762	0.000324438	0.000318735	0.00024916	0.000421026	2.34e-05	0.000109829	0.000102144	9.89e-05	0.000495461	0.000375381	0.000333189	4.57e-05	7.57e-05	0.000292864	0.00015428	9.83e-05	0.000251068	0.000271672	0.000234115	0.000510368	0.00021604	0.00052194	3.99e-05	0.000116814	0.000159663	0.0004727	0.000361883	0.000461771	9.97e-05	0.000484235	0.000292864	0.000369284	0.000256395	0.000246189	0.000149009	0.000104749	0.000103967	0.000302457	0.000127709	0.000478301	0.000556616	0.000445583	0.000447044	0.000158344	0.000193131	0.000163536	0.000519182	0.000536366	0.000421062	0.000405662	0.000268197	0.000340828	0.000186087	0.000392649	0.000411687	6.5e-05	0.000305748	0.000536366	0.00015868	0.000257287	0.000207613	0.000512053	0.000532258	0.000516419	0.00015	0.000252148	0.000124268	0.000198721	0.000503261	0.000294872	0.000256448	0.000352674	0.00029805	0.000112836	0.000186552	0.000193447	0.000255333	0.000241116	0.000238741	0.00012223	0.000421039	0.000127818	0.000180284	0.000219335	0.000283222	0.000240518	0.000211129	0.000500499	0.000211129	0.000300346	0.000416236	0.00019686	0.000187506	0.000634138	0.000437056	0.000173111	0.000202489	0.000164829	0.000320976	0.000416617	0.000293981	0.000169866	0.000169456	8.23e-05	0.000556616	0.000556616	0.000418056	0.000496221	0.000340907	0.00013188	0.00038743	9.64e-05	0.000354512	0.000130377	2.58e-05	0.000464363	7.58e-05	0.000478301	0.000171379	0.000137654	0.000477165	0.00022679	0.000169379	0.000170354	0.000170354	0.000154207	0.00043682	0.000276899	0.000129115	0.000283369	0.00017878	0.000362761	0.000147011	0.000211895	0.000369495	0.000490874	0.000324552	0.000516743
AUS1029	0.0597742	0.861178	0.000289384	0.000323305	0.00037667	0.000305139	0.000346741	0.000324212	0.00032408	0.000418459	0.00031638	0.000508826	0.00044815	0.000223468	0.000211115	0.00028909	0.00024021	0.000317268	0.000301671	0.000252606	0.000377874	0.000370179	0.000299849	0.000322927	0.000310504	0.000407512	0.000343866	0.000333124	0.000415285	0.000182878	7.09e-05	0.000574605	5.42e-06	0.000411823	0	0.000427989	0.000282952	0.000636424	0.000229208	2.87e-07	3.46e-05	6.01e-05	0.000329046	0.000510423	0.000277983	0.000213602	0.000422473	0.0003199	0.000481498	0.000505429	0.000200238	9.59e-05	6.91e-05	0.00030581	0.000394325	0.000295692	0.000347345	0.00031118	0.000162551	0.000513281	0.000410397	0.000299384	0.00016034	0.000422936	0.000275657	0.000402539	0.000239074	0.000593964	0.000255385	0.000474765	0.000491636	0.000364206	0.000296421	0.000314984	0.000377599	0.000413502	0.000222282	0.000195303	0.000206516	0.000226898	0.000179336	0.000277739	0.000293565	0.000241378	0.000191818	0.000413502	0.000340418	0.000318605	0.000376436	0.000346459	0.000317116	0.000338219	0.000327023	0.000348781	0.000303556	0.000474785	0.000292278	0.000195883	0.000116456	0.00021125	0.000163157	0.000150675	0.000140891	0.000219885	0.00019226	0.000321506	0.000399054	0.000301758	0.000679709	0.000356534	0.000130987	7.05e-05	0.000194447	0.000178971	0.000180359	0.00030766	0.000180359	0.000230768	0.000261378	0.000165066	0.000217183	0.000508089	0.000290039	0.000212684	9.66e-05	0.000368062	0.000166201	0.000321852	0.000282952	0.000515239	0.000354714	0.000127938	0.00024753	0.00024753	0.000211115	0.000352967	0.000427099	0.000221732	0.000569702	0.000221343	0.000245253	0.000222919	0.000147523	0.00036748	0.000303147	0.000593964	0.000585217	0.000278839	0.00111575	0.000212258	0.000327916	0.0004366	0.0004366	0.000224392	0.000341016	0.000248393	0.00023204	0.000181463	0.000489323	0.000313914	0.000311036	5.84e-05	0.000354419	0.000373356	0.000356575	0.000648497
AUS1032	0.183955	0.7554	0.000483916	0.000388065	0.000528741	0.000188167	0.000585097	0.000582374	0.000632354	0.000170859	0.000106353	0.000718095	0.000518532	0.000574697	0.000547785	0.000180864	8.22e-05	0.000587739	0.000349892	0.000564786	0.00020854	4.03e-05	0.000117547	0.000269238	0.000284266	0.000493093	0.000564929	0.00015367	0.000434882	0.000503546	0.000407805	0.000757039	2.97e-05	2.85e-05	9.96e-05	2.5e-05	0.00065588	0.000382265	0.000429293	0.000235607	6.15e-05	0.000405542	0.000137431	8.13e-05	0.000220377	0.000291869	0.000289373	0.000665493	0.000296894	0.000712701	7.1e-06	0.000140886	0.000142321	0.000626309	0.000463085	0.000569581	0.00017428	0.000646777	0.000405542	0.00069977	0.000176822	0.000176221	7.46e-05	2.79e-05	0.000264971	0.000401029	0.000124817	0.000527888	0.000718509	0.000451365	0.000631089	0.000147858	0.000205759	0.000189136	0.000649286	0.000665371	0.000501764	0.000478441	7.58e-05	0.000108514	6.13e-05	0.000594961	0.000588682	8.04e-05	0.00030409	0.000665371	0.000187386	0.000397599	0.000111348	0.000627849	0.000679537	0.000663007	0.000111245	0.000348875	5.83e-05	0.000100029	0.000581291	0.000440905	0.000297825	0.000392352	0.000175882	5e-05	0.000271171	8.34e-05	0.000276565	0.000316634	0.000357029	0.000280759	0.000771751	0.000197024	4.5e-05	7.24e-05	0.000378791	0.000125166	5.06e-05	0.00069377	5.06e-05	9.45e-05	0.000168368	0.000350277	0.000203522	0.000831271	0.000585135	2.64e-05	0.000189304	0.000166885	0.000372998	0.000466829	0.000283113	0.000255049	0.000201652	5.22e-05	0.000718509	0.000718509	0.000547785	0.000619004	0.000476961	0.000246614	0.000418921	3.88e-05	0.00014637	0.000336189	0.000263011	0.00045511	7.5e-05	0.000527888	0.000263183	8.03e-05	0.00033499	0.000214848	0.000193145	0.000231631	0.000231631	0.000112875	0.000535826	0.000393798	0.000159812	0.000267109	8.67e-05	0.00045007	6.38e-05	0.000303503	0.000506317	0.000603416	0.000377447	0.000822498
AUS1033	0.169094	0.754501	0.000494161	0.000499566	0.000621487	0.000150854	0.000552533	0.00053486	0.000561136	0.000337594	0.000205853	0.000525198	0.000454973	0.000678512	0.000662666	0.000168031	9.75e-05	0.000525155	0.000286187	0.000585002	0.000256299	6.09e-05	0.000148606	0.000285443	0.000621363	0.000422794	0.00061032	0.000136682	0.000535851	0.000462002	0.000422732	0.000554537	0.000255177	0.000142876	3.31e-05	0.000130476	0.000485762	0.000405269	0.000608627	0.000166858	0.000168777	0.000603186	0.000213368	0.000305589	0.000398573	0.00046149	0.000405089	0.000765383	0.000249216	0.000607239	0.00018136	0.000140758	0.000285124	0.000536903	0.000451649	0.000722682	0.000284203	0.000547941	0.000603186	0.000513166	0.000131888	0.000368427	0.000135883	0.0001329	0.000267937	0.000485327	9.59e-05	0.000473367	0.000834168	0.000596481	0.000598341	0.000258876	0.000463051	0.0001931	0.000610997	0.000620308	0.000565108	0.00056282	0.000330279	0.000451005	4.68e-05	0.000625613	0.000549931	0.000216142	0.000471665	0.000620308	0.000219936	0.00055302	0.000319561	0.000679383	0.000784818	0.000761868	0.000199708	0.000572324	0.000211132	0.000288699	0.000682171	0.000272171	0.00025439	0.000445974	0.000379019	4.34e-05	0.000336226	0.000182306	0.000269804	0.000373717	0.000536311	0.000412569	0.000609908	0.000236135	0.000236486	0.000200369	0.000393168	0.000324522	0.000257177	0.000640267	0.000257177	0.000374334	0.00057942	0.00033533	0.000289374	0.000577894	0.00053875	0.000131155	0.000414028	0.000414837	0.00042308	0.000412007	0.000485762	0.00043539	0.000241292	0.000322986	0.000834168	0.000834168	0.000662666	0.000610096	0.000410983	0.00011261	0.000366093	0.000273759	0.00045467	0.000406113	0.000112833	0.000585861	9.81e-05	0.000473367	8.26e-05	5.3e-05	0.000556951	0.000211711	0.000223818	0.000186119	0.000186119	0.000203542	0.000616285	0.000282298	3.57e-05	0.000405546	0.000235806	0.000344131	0.000116148	0.000214562	0.000550677	0.000701243	0.000669893	0.000599696
AUS1034	0.20844	0.73983	0.000392709	0.000361039	0.000477231	6.2e-05	0.000669746	0.000686571	0.00057379	0.000131722	3.57e-05	0.00032416	0.000403565	0.000646662	0.000592767	0.000185468	0.000117122	0.000437412	1.15e-05	0.000595828	3.58e-05	5.5e-05	5.19e-05	0.000167626	0.000169622	0.000486796	0.000743861	8.21e-05	0.000448413	0.000503353	0.000301061	0.000357667	5.26e-05	2.1e-05	6.38e-05	1.86e-05	0.000682975	0.000288847	0.000485322	2.34e-06	6.06e-05	0.00021882	8.63e-05	2.43e-05	0.000254686	0.000314387	9.79e-05	0.000716931	8.7e-05	0.000500927	4.37e-05	1.94e-05	7.05e-05	0.000494151	0.000322089	0.000631107	0.000122508	0.000536048	0.00021882	0.000280486	7.61e-05	0.000286132	2.76e-05	2.07e-05	9.63e-05	0.00040721	7.52e-05	0.000670518	0.000707868	0.000428989	0.000538283	3.34e-05	0.000156005	2.78e-05	0.000723892	0.000725306	0.000424503	0.000391348	0.000287379	0.000357797	0.000266486	0.000408	0.000552726	9.74e-05	0.000271115	0.000725306	2.83e-05	0.000336674	9.7e-05	0.000691876	0.000741001	0.000728046	3.27e-05	0.00027084	5.18e-05	7.59e-05	0.000725328	0.000153881	0.000152533	0.000599301	0.000299176	7.87e-05	0.000193456	3.2e-05	0.00032962	0.000103956	0.000166915	5.72e-05	0.000341253	2.11e-05	0.000241814	0.000229122	0.000395486	0.000363655	0.000195523	0.000603711	0.000195523	0.000340622	0.000427276	3.96e-05	0.000211085	0.000950584	0.000501822	0.00012079	0.000220584	0.000174313	0.000539005	0.000255416	0.000251319	0.000130509	3.25e-05	9.41e-05	0.000707868	0.000707868	0.000592767	0.0006879	0.000289366	6.42e-05	0.000296911	0.000130917	0.00038506	5.76e-05	2.58e-05	0.000575657	2.06e-05	0.000670518	0.000115106	6.44e-05	0.000291836	8.19e-05	2.89e-05	5.6e-05	5.6e-05	5.36e-05	0.000428957	0.000186738	0.000114274	0.000392912	6.5e-05	0.000437561	2.31e-05	0.00017001	0.000438547	0.000751223	0.000450384	0.000641974
AUS1035	0.217467	0.73136	0.000447916	0.000330363	0.000471414	5.63e-05	0.000545571	0.000545233	0.000546513	0.000133552	2.37e-05	0.000432585	0.000480981	0.000540759	0.000515632	0.000250541	0.000125463	0.000493188	5.39e-05	0.000472981	2.25e-05	0.000114108	0.000121191	0.000111818	0.000247945	0.000422027	0.000640366	5.99e-05	0.000388768	0.000350808	0.000274633	0.000459443	3.19e-05	8.99e-06	0.000129303	7.89e-06	0.000625991	0.000374765	0.000387155	1.26e-05	0.00010548	0.00026002	9.95e-05	4.48e-05	0.000271464	0.00032587	6.38e-05	0.000672358	8.72e-05	0.000585628	7.36e-05	2.41e-05	8.45e-05	0.000525583	0.000336269	0.000565285	5.67e-05	0.00055795	0.00026002	0.000409717	4.28e-05	0.000329483	3.02e-05	8.91e-06	5.5e-05	0.000344797	8.79e-05	0.000569105	0.000709791	0.000450071	0.000545278	0	0.000132502	1.74e-05	0.000633659	0.00063673	0.000487348	0.000469186	0.000292632	0.000375181	0.000217827	0.000440572	0.000539316	5.33e-05	0.000410515	0.00063673	1.75e-05	0.000328854	7.79e-05	0.000661079	0.000708039	0.000688764	2.09e-05	0.000251239	4.39e-05	0.000142104	0.00062946	0.000204656	0.00019837	0.00053548	0.000331171	0.000165587	0.000215347	0.000112848	0.000304829	6.95e-05	0.000283599	0.000130396	0.000413945	2.5e-05	0.000215129	0.000218875	0.000367548	0.000296248	0.000213072	0.000638137	0.000213072	0.000322019	0.00044879	9.93e-05	0.000388206	0.000705398	0.000511639	0.000158433	0.000257431	0.000105052	0.000419568	0.000169201	0.0003944	0.000110553	2.02e-05	0.000141792	0.000709791	0.000709791	0.000496641	0.000665921	0.000379818	4.59e-05	0.000406731	5.98e-05	0.000397418	0.000141892	1.43e-05	0.000436176	3.05e-05	0.000569105	3.61e-05	0.000106269	0.000359221	0.000178064	1.78e-05	5.63e-05	5.63e-05	7.63e-05	0.000439398	0.000263996	9.39e-05	0.000413608	4.21e-05	0.000388114	2.57e-05	0.000230782	0.000409075	0.000623937	0.000390029	0.000547013
