feature	k149_101865_34	k149_103437_27	k149_106777_66	k149_107332_92	k149_110324_8	k149_110541_22	k149_112649_18	k149_115884_6	k149_116128_96	k149_117874_31	k149_118281_20	k149_122792_191	k149_130261_154	k149_130261_183	k149_130672_15	k149_131241_136	k149_134666_10	k149_137462_21	k149_145357_32	k149_148463_138	k149_148463_24	k149_154020_42	k149_1590_94	k149_163091_142	k149_163091_90	k149_163091_92	k149_16561_10	k149_168025_95	k149_168967_172	k149_17078_68	k149_191853_13	k149_198842_65	k149_211711_7	k149_212974_29	k149_218693_8	k149_25741_10	k149_277096_39	k149_28321_45	k149_29044_31	k149_305790_18	k149_34831_79	k149_43075_294	k149_43898_21	k149_43954_24	k149_44733_4	k149_45431_17	k149_45854_12	k149_49060_101	k149_49060_107	k149_49100_7	k149_49232_21	k149_49857_4	k149_54842_45	k149_59941_16	k149_63122_44	k149_6815_10	k149_69830_8	k149_7326_19	k149_74925_127	k149_78077_21	k149_78367_20	k149_78367_238	k149_78367_35	k149_85850_31	k149_85897_43	k149_91219_23	k149_99651_133	k149_99651_276
AUS1104	0	0	0	2	1	0	0	0	0	0	0	2	1	1.502	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.197	1.356	1	0	0	0	0	1	0	1.152	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.269	1
AUS1105	0	0	0	0	5.182	0	0	0	1.282	0	1.076	9.703	2.529	0	0	3.704	0	0	1.477	0	0	2.048	2.051	1.37	6.697	11	1.379	0	0	0	0	0	0	0	0	0	0	0	4.452	9.296	5.426	4.047	3.082	6	0	0	0	2.158	0	7.797	31.266	0	0	1	1.732	0	0	0	4.241	0	3.229	0	0	0	0	2.511	1.2	4.378
AUS1107	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.301	0	0	3.796	0	0	0	8.522	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1.672	0	1.496	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AUS1108	45.403	11.388	0	13.795	98.102	2	0	0	12.716	0	4.908	36.43	23.643	40.154	14.293	4.409	0	8.525	43.19	66.81	7.313	8.56	30.164	18.055	5.846	27.938	31.028	0	0	0	0	0	0	0	0	0	13.871	22	34.871	42.346	27.797	35.899	10.088	14	0	0	0	124.641	12.513	37.895	104.593	0	0	2.58	45	0	0	21.955	191.933	0	175.82	2.453	11.263	12	90.279	0	35.685	21.17
AUS1109	8.327	2.057	0	7.308	0	0	1	0	5.269	1.614	2	18.662	1.09	4.028	3	7	0	6.203	7.661	0	0	7.523	3.567	1.714	8	53.688	11.979	0	0	0	0	0	8.784	0	2	5	1.101	5	8.448	7.977	0	27	6	12.196	1	0	0	0	0	29	21.351	0	0	0	5	0	2.104	0	0	0	2.342	0	1.779	2	8	5.298	4.753	15.924
AUS1111	0	10.764	9.516	0	0	20.723	8.918	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	1	0	0	2	20	16	9	0	0	0	0	0	0	1	11.725	22.212	0	0	0	0.333	23.088	4.04	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
AUS1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1114	0	11.338	0	0	0	2.124	3	3.768	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2.138	12.47	6.578	0	2	0	0	0	0	0	0	0	0	0	1.116	5	10.214	0	0	0	0	0	0.565	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AUS1115	4.372	0	0	8	1.309	0	0	0	0	0	0.465	13.34	2.113	6	1.271	5	0	9.956	2.29	0	7.667	6	2.666	2	1.362	5	8.396	3	0	0	0	0	0	0	0	16	0	0	7	6.849	4	7.209	3	2	0	0	0	2.54	3	2.768	0	0	0	1	1.124	2.069	0	3.616	3.201	0	6.349	1.461	9.316	0	1.598	0	4.455	3.406
AUS1116	0	13.116	0	0	0	3	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10.914	0	0	0	0	0	0	0	0	0	0	0	0	0	5.942	0	0	0	0	10.415	1.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1117	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11.664	0	5.232	4	4	1.313	3	2	0	1	0	0	0	1	0	0	1	0	0	4.611	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0
AUS1118	3	0	3.523	0	0	0	5.226	0	0	2.61	0	4	3.522	3	1	0	2	4.187	1.474	0	2.864	2	0	5	4	6	1	4	0	6.396	2	0	2	7.007	1	1	0	0	9	1.217	0	2.056	1	2	0	9	9.311	2	0	0	0	0	0	0	1.578	1.801	0	0	0	4	2	2	3	0	2	0	2.976	4
AUS1120	0	0	0	1.382	0	0	0	0	0	0	0	1	0	0	0	0	0	2.592	3.382	0	3.696	1.592	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1.581	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	1.721
AUS1121	0	0	0	0	0	0	0	0	0	33.639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1122	29.403	10.294	0	51.946	78.106	3	3	0	1.523	0	13.363	81.786	44.931	13.928	20.501	35.655	2	19.645	47.942	8.843	0	65.235	25.836	12.646	60	216.986	82.842	0	0	3.203	0	12.594	0	8.792	0	12	0	0	38.917	26.993	29.024	107.335	30.36	62.865	1	1	5.887	81.479	3.798	71.804	146.919	0	0	16.753	41.615	0	0	5.421	0	0	107.109	25.572	60.675	0	45.545	26.004	30.288	50.65
AUS1123	0	0	1.26	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.572	0	0	1	0	1	1	1	3	0	2.136	2	0	0	1	0	0	1.354	0	0	0	0	0	0	0	0	1	0	0	0.5	0	1.122	0	0	1.888	1.608	0	0	0	0	0	0	0	0	0	0	0
AUS1125	20.573	0	3.446	12.616	10.993	1	0	0	8.283	0	0	25.758	20.319	6.115	7.877	8	0	11.448	11.919	6.95	1.543	9.414	6.53	18	5.883	24	20.2	1.106	0	0	0	26.033	0	0	1	0	0	0	18.962	29.779	1.801	4.099	4.532	4.382	1	4	0	10.077	8.737	8.813	142.751	0	0	2.091	19.796	0	3	5.293	18.378	0	32.971	0	10.984	0	6.717	1.472	5.136	21.891
AUS1126	0	0	0	0	0	1.68	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10.307	0	0	1	0	4.452	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1128	0	4.646	2.186	0	0	16.1	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1.073	4.569	10	8.02	0	10.365	0	7	0	0	0	0	0	0	0	0	0	5	11.052	0	0	0	0	1.491	13.861	0	0	21.985	0	0	0	9	0	0	0	0	0	0	0	0
AUS1129	0	9.676	1.336	0	0	14.779	9.686	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.004	0	0	0	23.017	1	2	0	0	0	0	0	0	0	0	2.215	5.868	21.964	0	0	0	0	0	16.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1131	197.717	0	0	129.237	98.787	0	0	0	2.097	0	42.264	244.387	164.855	0	78.225	45.66	0	78.96	62.738	19.494	37.726	165.519	90.453	74.135	179.588	633.756	309.519	0	0	0	0	0	0	0	0	0	0	0	49.551	63.848	0	401.242	76.517	187.881	0	0	0	122.55	16.833	291.853	474.279	0	0	45.314	0	0	0	165.192	0	0	106.652	59.605	75.234	0	194.283	62.812	145.176	234.923
AUS1132	0	0	6.531	0	0	1	4	0	0	4.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.125	13.124	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS1133	12.587	95.634	0	2.705	0	0	0	0	1.343	0	0	4.616	0	12.685	0	7.965	0	0	8.775	33	0	3.933	0	20.865	0	1	9.36	0	0	0	0	0	0	0	0	14.433	0	0	16.308	15.171	0	32.386	0	1	0	0	0	70.487	0	22.25	378.596	0	0	1.105	0	1.063	0	16.644	58.828	0	24.507	0	0	0	0	8.409	22.974	0
AUS2008	0	15.469	1.565	0	0	6.463	6	0	0	0	0	0	0	0	0	0	33.629	0	0	0	0	0	0	0	0	0	0	0	2.769	3.473	60.349	7.237	0	31.373	17.687	34	4.034	4	0	0	0	0	0	1	0	3	7.077	0	0	0	0	0	3.137	0	0	0	0	0	0	38	0	0	0	4	0	0	0	0
AUS2012	0	0	4.819	0	0	9.894	8	10.943	0	29.474	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9.777	6	22.142	5.098	14.232	5	5.748	0	0	0	0	0	0	0	0	8	5	22.608	0	0	0	0	0	3.24	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AUS2015	0	0	0	0	0	0	0	0	0	0	0	0	1.264	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AUS2017	0	0	0	0	0	0	0	3.924	0	1.25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	49.361	0	0	2	0	0	0	0	1	0	0	0	0	0	1.045	0	0	0	0	0	1.531	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AUS2023	0	0	0	2	0	1.329	4	0	0	2.835	0	3	3	2	0	0	0	5	0	1	3.892	0	0	1	2	3	0	0	2.87	3	0	329.571	0	0	0	0	0	0	1	0	0	0	1	2	0	3	2.936	0	1	0	0	3.12	1.589	0	1	1.661	0	0	0	0	0	0	2	0	0	0	0	3
AUS2024	126	2.532	3.762	38.457	12.15	8.664	3	0	18.506	0	0	92	65.728	60.123	18	11.634	3	191	45.67	21	139	44	7.267	44	28	131.908	13.984	92	0	1	4	1.599	2	0	1.205	3	0	0	81.899	27.56	22.842	15.516	27.897	28.664	0	4.199	17.21	31.894	33.927	18.003	0	0	13.457	1.021	22	0	0	42	2.786	1	90.737	40.767	69	0	46	0	74	66
AUS2027	0	5.054	2.191	1.732	7.353	0	0	11.769	0	0	0	3.226	0	1	2.332	2.161	3	0	0	0	0	4.626	0	1.976	0.5	2.049	1	1	1	0	5	6.23	3	0	1	3	0	0	0	0	0	4.62	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	2.85	2.048
AUS2033	0	0	0	0	0	2.704	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6.138	1	0	0	0	0	3.832	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AUS2044	0	14	1	0	0	0	1	0	1.246	7.806	0	0	0	1	1	0	0	2.191	3	0	0	0	0	0	0	0	0	3	0	0	1	2.307	0	0	0	1	0	0	3	1	3	0	1	0	0	0	1.948	0	0	0	0	19.522	0	0	0	2.463	0	0	1	1	2.806	2.271	0	0	0	0	0	0
AUS2047	0	0	2.021	0	0	1.666	3.306	1.735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.971	0	0	0	9	0	0	0	0	0	0	0	0	9.442	4.675	4.438	0	0	0	0	0	5.546	0	0	14.129	0	0	0	0	0	0	0	0	0	0	0	0
AUS2058	0	0	0	0	0	12.552	9.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	16.895	0	2	0	0	0	0	0	0	0	0	0	6.565	14.211	0	0	0	0	13.425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS2066	0	0	0	0	0	0	0	1.904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AUS2067	0	137.754	0	0	0	1	1	0	3.867	5	0	0	0	0	0	0	0	0	0	0	0	0	1.709	0	0	0	0	0	0	2.317	0	15.774	0	0	4.891	3	2	2	1	0	0	0	0	0	3	0	4.409	2.12	0	1.142	0	0	1.682	0	0	0	0	0	2.795	0	0	0	0	4	0	1	0	0
AUS2069	1	19.528	3.966	1	0	4.887	3	0	0	0	2	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4.419	1	3.421	1	4.704	0	0	0	0	0	0	0	0	0	2.191	5.839	0	0	0	0	0	2.49	0	0	6.581	0	0	2.477	3	0	0	0	0	0	0	0	0
AUS2070	0	0	4.502	0	0	0	1.49	2.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.589	1	0	19.668	0	0	0	35	0	0	0	0	0	0	0	0	0	0	1.21	0	0	0	0	0	3.949	0	0	3.076	0	0	0	0	0	0	0	0	0	0	0	0
AUS2071	0	0	3.313	0	0	0	1	4.354	0	1	0	0	0	0	0	0	2.21	0	0	0	0	0	0	0	0	0	0	0	2.715	0	6	21.919	0	0	0	2	17	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1.632	0	0	0	5	0	0	0	7	0	0	0	0
AUS2073	0	0	11.515	0	0	2	1	3.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	33.213	1.151	0	3	3	0	0	0	0	0	0	0	0	5	1	2.48	0	0	0	0	4.108	2.859	0	0	1.648	0	0	0	0	0	0	0	0	0	0	0	0
AUS2074	0	0	4.054	0	0	0	1	17.192	0	2.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.557	0	0	23.61	0	3.674	19	0	0	0	0	0	0	0	0	4	1	2.035	0	0	0	0	0	3.539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS2080	0	20.71	30.901	0	0	1.625	12	0	0	1.412	0	1	0	0	1	0	13	0	0	0	0	0	0	0	0	1	1	0	0	4	4	6.619	0	4.658	0	0	0	0	0	0	0	0	0	0	1	8.583	10.573	0	0	1.212	1.5	0	4.39	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
AUS2083	0	22.804	3.05	0	0	17.034	3.547	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5.349	13	0	2.463	0	0	0	0	0	0	0	0	0	0	0	0	3.555	17.533	0	0	0	0	9.066	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
AUS2091	0	1.476	6	0	0	3	0	0	0	2.042	0	3	0	1	1	0	1	0	0	1	1.88	0	1	0	1	0	1	1	0	2	2	0	1	1.601	2	7	0	0	0	2	1	0	0	0	3	1	0	1.068	0	0	0	2.099	1.179	0	0	3.367	0	0	0	4	1.167	0	0	0	0	0	0	0
AUS2098	0	0	0	0	0	4.895	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.112	0	0	2	5	0	0	0	0	0	0	0	0	0	4.858	11.323	0	0	0	0	0	2.198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS2100	2	13.079	0	1	11.536	4.825	3	0	0	0	1	13.001	0	2	0	0	7	5.861	4.664	2	0	1.916	0	0	0	0	1.447	5	0	1.77	5	102.968	0	11.405	3	8.831	60	40	9	2.418	2	6	0	0	0	3.691	4.514	3	1.183	1.393	0	2.491	12.6	0	0	0	0	2.517	1.437	4	5	2.525	1	27	1	0	6	5
AUS2101	0	0	1.255	0	0	0	1.816	3.972	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.862	6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	27.619	0	0	0	0	0	0	0	0	0	0	0	0
AUS2102	0	0	1.289	0	0	23.787	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.858	17	0	16.459	0	23.636	2	47.642	19.863	19	0	0	0	0	0	1	0	12	40.276	1.068	0	0	0	0	29.684	0	0	14.526	0	0	0	0	0	0	0	18	0	0	1	0
AUS2113	0	16.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38	0	10	8.968	0	0	1	0	26.655	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	16	0	0	0	0
AUS2118	0	0	1	0	0	0	0	20.378	0	27.061	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.23	3	0	5.923	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	22.889	0	0	0	5.705	0	0	0	1	0	0	0	0	0	0	0	0
AUS2120	0	7.926	1.144	0	0	2.377	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1.977	3	3.433	0	4	0	0	0	0	0	0	0	0	0	2.57	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AUS2121	0	0	4.267	0	0	1.617	0	0	0	1	0	0	2.216	0	0	1	0	0	0	0	0	0	1	0	0	10.338	3	0	3	5	0	0	0	0	0	6	0	0	0	0	0	1	0	5	0	0	4.375	0	0	1.177	7.229	5.457	4.348	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39	0
AUS2129	6.745	7.576	3.471	1.72	5.762	5.094	5.553	1.689	3.166	2.558	3	4.688	5.674	0	1	1	1	1.032	2	0	0	5.602	2.006	1	7	14	6	0	0	0	4.193	0	1.01	6.33	1	3	0	0	1	2.379	2.044	9	3	3	1	3	12	3.139	1.095	2.679	11.004	0	2.191	0	3	8.312	1.195	0	0	3	6.02	0	0	0	0	0	2	0
AUS2131	0	0	0	0	0	1.316	0	15.153	0	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.907	0	0	1.923	0	0	0	0	0	0	0	0	0	1	1.459	0	0	0	0	4.292	1.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS3006	1	0	1	0	1	4.195	5	0	0	0	0	2	1	0	0	0	17	0	0	0	0	1	0	0	0	2	0	0	0	7	23	0	0	9.091	0	0	0	0	0	0	0	0	0	0	0	8	10.536	0	0	1	0.5	7.346	8.698	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0
AUS3007	0	3.745	0	0	0	0	0	7.577	0	1.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5.646	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AUS3011	0	50.916	2.011	0	0	3.204	4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1.879	3.486	1	42.69	2.207	0	2	1	6	5	0	0	0	0	0	0	2	6.563	4.195	0	0	0	0	0	2.203	0	0	1.494	0	0	0	0	0	0	1	5	0	0	0	1
AUS3015	0	0	1.116	1	0	9.897	5.519	0	0	1	0	1	0	0	0	0	3	0	0	0	0	3	0.729	0	0	2	0	0	0	3.22	3	22.901	0	0	1	0	21.537	13	0	0	0	2	0	0	1	4	6.679	0	0	1.243	0.5	4.561	9.746	0	0	15.895	0	0	0	1	0	0	0	9	0	0	0	0
AUS3016	6.107	2	0	0	2.659	1.318	0	0	0	4	1.821	6.254	1.563	0	0	0	1	0	0	0	0	7.881	2.785	0	3	9.323	4	0	0	0	3	0	1	0	1.128	2	0	0	0	5.065	5	16.919	1	5.686	0	0	2.921	4.81	0	1.394	0	2.111	3.816	0	4	1.811	1	0	1	3	2.67	2.479	0	0	6	0	0	2.773
AUS3017	0	1.031	2.024	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1	4	1.492	1.011	0	2	1	0	1	0	0	0	0	0	0	0	0	6	3	0	0	0.608	0	1.479	0	0	8.985	0	0	0	3	0	0	0	1	0	0	0	0
AUS3024	0	21.392	0	0	0	7.744	5	2.716	0	1.282	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	7	0	15	0	0	3.661	9	23.922	20	0	0	0	1	0	0	6.306	1	13	0	0	0	0	0	9.952	0	0	0	0	1	0	0	0	0	0	17	0	0	0	1.271
AUS3028	0	0	2	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1.232	0	1.472	0	0	0	0	0	3.809	0	0	6.671	0	0	0	0	0	0	0	0	0	0	0	0
AUS3029	0	4.705	0	0	0	0	0	12.497	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.772	0	1.223	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.041	0	0	0	0	0	0	0	0	0	0	0	0
AUS3032	0	0	0	0	0	14.918	10	7.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4.719	0	0	28.018	7.848	0	5	0	0	0	0	0	0	0	0	10	12.213	28.207	0	0	0	0	0	34.213	0	0	6.896	0	0	0	0	0	0	0	0	0	0	0	0
AUS3034	0	0	2	0	0	0	0	2.507	0	3.776	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.201	0	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AUS3046	0	1.07	1.267	0	17.228	7.948	6	7.727	0	3.242	0	1.352	0	0	1	5	14	0	1	4	0	3	0	1	0	0	2	10.357	0	3.481	30	15.318	3.341	18.06	4	5	2.22	10	1	4.367	0	3.297	0	0	1	6.29	4.895	5.605	0	0	8.06	0	8.187	1	0	12.004	0	0	0	15	1.293	1.789	2.83	3	0	0	0	0
AUS3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AUS3049	3.22	8.764	2	15.737	0	2	1	0	20.128	0	0	101.506	42.614	41.629	0	32.953	0	7.258	46.507	54.531	0	105.677	0	120.36	0	0	0	0	0	1	0	17.034	0	2.394	2	14	0	0	85.617	54.934	40.791	207.144	17.783	0	0	0	7.955	339.753	1.696	74.315	0	25.808	4.181	20.674	0	1.281	0	0	671.077	0	99.162	0	14.73	0	120.748	0	113.958	73.006
AUS3059	0	31.461	0	0	0	1.778	18.873	2.645	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	6.531	15.52	7.515	5	12.845	0	14.897	0	0	0	0	0	0	0	0	1	6.51	14.012	0	0	0	0	0	24.482	0	0	11.146	0	0	0	14	0	0	0	0	0	0	0	0
AUS3060	0	9.586	1	0	0	2.67	2	0	0	2	0	1.163	1.399	0	0	0	0	4.106	3	0	0	1	0.767	0	1	5	2.629	2	0	0	0	11.559	2	11.656	10.987	0	0	0	0	0	0	1	1	0.006	4	2	5.376	0	0	0	0	7.456	2.522	0	0	0	0	0	0	0	0	0	0	0	0	0	2.587	0
AUS3062	0	13.427	6	107.754	55.559	9	2	2.867	106.213	1	0	37.072	65.825	22.693	39.195	0	0	7.045	51.759	109.799	1.103	112.227	1.792	205.375	0	0	75.82	0	0	0	0	0	3	0	0	0	0	0	61.406	364.326	28.9	52.123	15.643	0	0	3	3.109	200.884	55.732	53.39	1676.87	5	3.463	0	0	0	0	1.313	501.763	0	173.073	0	11.1	0	0	51.273	66.478	109.077
AUS3063	0	0	0	1	0	2.466	5	16.779	0	2.145	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	5	0	5.013	21.644	0.446	4.735	5	36.757	34	0	0	0	2.367	0	0	6	7.332	15	0	0	1.403	0.741	11.405	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
AUS3064	0	2.524	1	0	0	1.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.328	4.421	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AUS3065	0	0	0	0	0	32.06	22	0	0	9.725	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	5.313	6.19	0	0	21.886	0	6	9	8	0	0	0	0	0	0	4	13.397	43.214	0	0	0	0	2.184	26.116	0	0	1.486	0	0	0	7	0	0	0	10	0	0	0	0
AUS3066	0	4.56	0	0	0	0	0	0	0	0	0	1.246	0	0	0	1.072	0	1	0	0	0	0	0	0	2	1	3.074	0	0	0	0	5.328	6.803	0	0	1	0	1	2.733	1.015	0	1.068	0	1	0	0	3.429	1.03	0	1.303	0	1.137	0	0	0	2.009	0	0	0	0	0	0	0	1	0	0	0	0
AUS3082	0	51.912	4.448	0	0	3.057	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.318	0	35.489	0	0	1	5	0	0	0	0	0	0	0	0	0	3.123	5.072	0	0	0	0	0	0	0	0	5.119	0	0	0	0	0	0	0	0	0	0	0	0
AUS3089	0	0	1.041	1.394	0	1	0	0	0	10	0	1.17	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	1	1.125	0	0	3.394	1.384	0	0	0	2.097	1	0	0	0	0	0	0	0	1	0	1	1.729
AUS3095	36.114	49.892	5.127	17.914	38.263	23	7.681	2.846	18.584	3.43	0	89.635	26.07	65.119	22	7.965	1	84.785	67.694	17.953	62.872	61.779	11.244	38.662	0	0	55.022	87.435	2.176	2	2	0	0	5.716	3	25	0	0	72.188	48.081	56.729	22.97	39	0	0	9.829	30.714	49.41	50.275	10.406	15.998	0	4.222	0	96.07	0	0	34.04	5.454	2	34.684	53.59	43.711	0	9.168	0	31.075	56.53
AUS3097	0	0	0	0	0	11.793	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	1.468	6	2	16.762	6	6.845	4.496	4	10	1	0	1	0	1	0	1.995	1	3.467	18.409	0	0	0	0	0	8.84	0	0	0	0	2	0	2	3.947	0	0	5	4	1	0	0
AUS3128	0	9.543	2.879	0	0	0	3.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.934	0	0	0	0	1.812	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	3.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
