term,estimate,std.error,statistic,p.value,metadata_var,vfg_gene,fdr
so32,6.918891092521014e-6,5.224424744569636e-6,1.3243354877898543,0.18603941221004996,so32,acpP2,0.18603941221004996
tio2,7.322093570080731e-7,2.5942944904628387e-6,0.2822383348150434,0.777885804325691,tio2,acpP2,0.777885804325691
asp,1.6718826615653597e-6,1.937391632154778e-6,0.8629554468065305,0.38860491297544086,asp,acpP2,0.38860491297544086
suc,1.5340952836889114e-6,3.04687047701593e-6,0.5034986866889684,0.6148511117360094,suc,acpP2,0.6148511117360094
sac,1.5503877819791142e-7,4.060676329856928e-6,0.03818053092731328,0.9695600593022691,sac,acpP2,0.9695600593022691
totalad,-4.246931819104635e-9,1.4908766189150735e-8,-0.28486138726859717,0.7758766199151498,totalad,acpP2,0.7758766199151498
totalas,5.945449157504475e-7,9.794424570678095e-7,0.6070238342846165,0.5441301021595721,totalas,acpP2,0.5441301021595721
totalem,-4.501330946514263e-9,1.494836488368396e-8,-0.30112530578026203,0.7634529715327176,totalem,acpP2,0.7634529715327176
p80mgkgday,-0.0012147435890850354,0.0023653364233513813,-0.5135605984386348,0.607802637016374,p80mgkgday,acpP2,0.607802637016374
cmcmgkgday,-2.752264074689753e-4,7.909300904034918e-4,-0.3479781725443888,0.7280137076726902,cmcmgkgday,acpP2,0.7280137076726902
crnmgkgday,-2.2391929284390865e-4,0.0017017586438381187,-0.1315811109023573,0.8953724159869201,crnmgkgday,acpP2,0.8953724159869201
alsiomgkgday,0.471158746600449,0.4624640104956364,1.0188008924099718,0.30882613346708493,alsiomgkgday,acpP2,0.30882613346708493
so32mgkgday,0.1627880120896123,0.13668946297101164,1.1909331454768792,0.23428609292009933,so32mgkgday,acpP2,0.23428609292009933
tio2mgkgday,-0.0034740915981025596,0.043432574956434676,-0.07998815639153951,0.9362810142499993,tio2mgkgday,acpP2,0.9362810142499993
aspmgkgday,0.03875294319786976,0.049433531697548196,0.7839404118438058,0.43347335569572853,aspmgkgday,acpP2,0.43347335569572853
sucmgkgday,0.027862923660085418,0.07804041159480543,0.35703199266493935,0.7212294762452247,sucmgkgday,acpP2,0.7212294762452247
sacmgkgday,-0.009618443984273582,0.10465243920474208,-0.09190845485651847,0.9268102697007168,sacmgkgday,acpP2,0.9268102697007168
totaladmgkgday,-1.3704730422729565e-4,4.406720409579178e-4,-0.31099614109710005,0.7559426197456027,totaladmgkgday,acpP2,0.7559426197456027
totalasmgkgday,0.012402656783418765,0.025191786241691726,0.4923293911923047,0.62271836798644975,totalasmgkgday,acpP2,0.62271836798644975
totalemmgkgday,-1.434809333710736e-4,4.420306559891629e-4,-0.3245949832370705,0.7456332826949867,totalemmgkgday,acpP2,0.7456332826949867
p80,5.284145128493583e-7,1.3104169158466746e-7,4.032415229529786,6.446863462056215e-5,p80,cesC,6.446863462056215e-5
cmc,1.688360401311101e-7,4.386855890104591e-8,3.8486798828279887,1.3528313199780316e-4,cmc,cesC,1.3528313199780316e-4
crn,3.7541001925572207e-7,9.432321954831507e-8,3.98003822445253,7.98708691692193e-5,crn,cesC,7.98708691692193e-5
alsio,-1.1271894977748798e-5,3.2736075530038956e-5,-0.3443263981782298,0.7307558296178343,alsio,cesC,0.7307558296178343
so32,5.237986136499594e-6,8.703914370385473e-6,0.6017966070899682,0.5476015721501779,so32,cesC,0.5476015721501779
tio2,-4.845841810639169e-6,4.310224098115596e-6,-1.1242667899234615,0.26147741067617963,tio2,cesC,0.26147741067617963
asp,-2.276390594812787e-6,3.22375598670144e-6,-0.7061299317328291,0.48045945688149594,asp,cesC,0.48045945688149594
suc,-3.422847889474084e-6,5.067459336702152e-6,-0.675456409621954,0.4997201476706552,suc,cesC,0.4997201476706552
sac,-6.715388019416666e-7,6.754993427534955e-6,-0.09941368694813457,0.9208524756088929,sac,cesC,0.9208524756088929
totalad,9.536581750747423e-8,2.4407587684708447e-8,3.907220112834899,1.0716340881172922e-4,totalad,cesC,1.0716340881172922e-4
totalas,-9.742155340624176e-7,1.6293504282107466e-6,-0.5979165176469998,0.5501854759181537,totalas,cesC,0.5501854759181537
totalem,9.622649540053712e-8,2.4467575380351577e-8,3.9328169589623814,9.669345474483957e-5,totalem,cesC,9.669345474483957e-5
p80mgkgday,0.015011700790393372,0.0038557827539912634,3.8932952783333565,1.133333891636041e-4,p80mgkgday,cesC,1.133333891636041e-4
cmcmgkgday,0.004735602750592019,0.0012914119163341137,3.6669963244839887,2.7369863332988616e-4,cmcmgkgday,cesC,2.7369863332988616e-4
crnmgkgday,0.010686757967098365,0.0027742577054893506,3.8521143677289817,1.334938226575048e-4,crnmgkgday,cesC,1.334938226575048e-4
alsiomgkgday,-0.37805229030764753,0.7664702277880074,-0.49323806274731175,0.622076739738582,alsiomgkgday,cesC,0.622076739738582
so32mgkgday,0.09752813209790717,0.22665026759144072,0.43030230290180455,0.6671746827722482,so32mgkgday,cesC,0.6671746827722482
tio2mgkgday,-0.06977505078255924,0.07185005476847438,-0.9711203562390939,0.3319921295093833,tio2mgkgday,cesC,0.3319921295093833
aspmgkgday,-0.0601154219122361,0.08186612999259006,-0.7343137133473553,0.4631268818689198,aspmgkgday,cesC,0.4631268818689198
sucmgkgday,-0.10092262476244374,0.12916421177681697,-0.7813512998231127,0.4349926775333266,sucmgkgday,cesC,0.4349926775333266
sacmgkgday,-0.00619921826330389,0.17330067346561662,-0.035771460891257496,0.9714799070311539,sacmgkgday,cesC,0.9714799070311539
totaladmgkgday,0.0026929378177932973,7.190663638726439e-4,3.745047680008367,2.029385600505576e-4,totaladmgkgday,cesC,2.029385600505576e-4
totalasmgkgday,-0.026478016990588542,0.04170918718734365,-0.6348245740598634,0.5258543860414534,totalasmgkgday,cesC,0.5258543860414534
totalemmgkgday,0.002724324728166696,7.211038371709353e-4,3.7779922775822143,1.785863653614321e-4,totalemmgkgday,cesC,1.785863653614321e-4
p80,-1.1993268268883654e-8,1.0982987290621516e-7,-0.1091985991746055,0.91309187661140645,p80,bvrR,0.91309187661140645
cmc,-3.125836903954233e-9,3.671257931387555e-8,-0.08514348385140078,0.932183809542779,cmc,bvrR,0.932183809542779
crn,-4.3913543104659294e-8,7.89955910908937e-8,-0.5558986583710932,0.5785463615747981,crn,bvrR,0.5785463615747981
alsio,-6.042864573398384e-6,2.6973840397040333e-5,-0.2240268528489339,0.8228343827486958,alsio,bvrR,0.8228343827486958
so32,9.811167789630417e-6,7.159718213855073e-6,1.370328761073922,0.1712426499232052,so32,bvrR,0.1712426499232052
tio2,3.431156566838945e-6,3.5525307586313282e-6,0.9658344430945491,0.3346269165834105,tio2,bvrR,0.3346269165834105
asp,1.946401813078184e-6,2.656003842543623e-6,0.7328309477196155,0.46402920868340636,asp,bvrR,0.46402920868340636
suc,5.598142423437427e-6,4.169173423247804e-6,1.3427463564411888,0.1800063896433243,suc,bvrR,0.1800063896433243
sac,1.0871278245286488e-5,5.5428426774532425e-6,1.9613182040161186,0.050435666235207406,sac,bvrR,0.050435666235207406
totalad,-3.735581558194438e-9,2.043519339292984e-8,-0.1828013802642491,0.8550331964633247,totalad,bvrR,0.8550331964633247
totalas,1.7086561200203912e-6,1.340636544164926e-6,1.2745110727118827,0.20311615760324161,totalas,bvrR,0.20311615760324161
totalem,-4.34376221841965e-9,2.048942682060174e-8,-0.21200018216478742,0.8321993859967751,totalem,bvrR,0.8321993859967751
p80mgkgday,2.2980357616441102e-4,0.0032429141112720436,0.07086329402485156,0.9435369577042148,p80mgkgday,bvrR,0.9435369577042148
cmcmgkgday,4.053171710423058e-5,0.0010842161365753051,0.03738342913089028,0.9701952938960401,cmcmgkgday,bvrR,0.9701952938960401
crnmgkgday,-0.0010823934731702782,0.0023319952931663344,-0.4641490814077189,0.6427576907064132,crnmgkgday,bvrR,0.6427576907064132
alsiomgkgday,0.08997550853355894,0.6345614784559078,0.14179163341666798,0.887305870979879,alsiomgkgday,bvrR,0.887305870979879
so32mgkgday,0.29896489604869914,0.18712453725113554,1.5976787461468254,0.11079231360666077,so32mgkgday,bvrR,0.11079231360666077
tio2mgkgday,0.08041343938447125,0.05941398006548895,1.3534430666963513,0.17657025659434977,tio2mgkgday,bvrR,0.17657025659434977
aspmgkgday,0.08377735183235224,0.06768885686942586,1.2376830649387631,0.21645683904408158,aspmgkgday,bvrR,0.21645683904408158
sucmgkgday,0.21276660896117294,0.10652459037434135,1.9973473562628425,0.04636841734447272,sucmgkgday,bvrR,0.04636841734447272
sacmgkgday,0.38029855099508847,0.1423557185212754,2.671466625615408,0.007816460718434524,sacmgkgday,bvrR,0.007816460718434524
totaladmgkgday,-2.04002384142491e-5,6.040627169651369e-4,-0.03377172244091086,0.9730736456187881,totaladmgkgday,bvrR,0.9730736456187881
totalasmgkgday,0.06596370002185913,0.03440229565186333,1.9174214619100962,0.05579543939987724,totalasmgkgday,bvrR,0.05579543939987724
totalemmgkgday,-5.236045647866533e-5,6.05926578868727e-4,-0.0864138631720414,0.9311745436595918,totalemmgkgday,bvrR,0.9311745436595918
p80,-8.811528287141878e-7,1.3250401219444961e-6,-0.6650008661029042,0.5063782010428965,p80,shdA,0.5063782010428965
cmc,-3.2486136535813303e-7,4.4287049801478427e-7,-0.7335358006784373,0.46359977687851395,cmc,shdA,0.46359977687851395
crn,-7.96925740424944e-7,9.530817997766558e-7,-0.8361567082822217,0.4034943727870255,crn,shdA,0.4034943727870255
alsio,2.909245775909942e-4,3.2531425928456723e-4,0.8942878133617537,0.37162857277255157,alsio,shdA,0.37162857277255157
so32,-1.1776780010576028e-4,8.641996208813094e-5,-1.362738391225639,0.17362173310803247,so32,shdA,0.17362173310803247
tio2,3.6193883006867476e-6,4.292164862369374e-5,0.08432547250034478,0.9328337962262359,tio2,shdA,0.9328337962262359
asp,-4.316634190310424e-5,3.2014231837080785e-5,-1.3483485133354478,0.17819988711650525,asp,shdA,0.17819988711650525
suc,-4.407002356908744e-5,5.037785706056965e-5,-0.8747895631229756,0.38213808380833936,suc,shdA,0.38213808380833936
sac,1.6744765049089944e-5,6.717281535145412e-5,0.24927889297895064,0.8032546581328257,sac,shdA,0.8032546581328257
totalad,-1.885135975897919e-7,2.4650802447119694e-7,-0.76473615004698825,0.44481493005258765,totalad,shdA,0.44481493005258765
totalas,-1.4603655970971688e-5,1.6195555449909466e-5,-0.901707633068758,0.36767700359307975,totalas,shdA,0.36767700359307975
totalem,-1.8544788316476292e-7,2.471710762070827e-7,-0.7502814892847438,0.453463023293628,totalem,shdA,0.453463023293628
p80mgkgday,-0.02379811136773364,0.03912750204963247,-0.6082195417828156,0.5433381969403135,p80mgkgday,shdA,0.5433381969403135
cmcmgkgday,-0.009420990680567625,0.01307951211894131,-0.7202860928523828,0.4717099958876907,cmcmgkgday,shdA,0.4717099958876907
crnmgkgday,-0.0223632161953367,0.028135230936213975,-0.7948474368679205,0.4271068804436521,crnmgkgday,shdA,0.4271068804436521
alsiomgkgday,5.831025998947344,7.654723260009767,0.7617552981190209,0.4465914082700443,alsiomgkgday,shdA,0.4465914082700443
so32mgkgday,-2.8061997515228128,2.2610857445341934,-1.2410850664581579,0.2151987202778326,so32mgkgday,shdA,0.2151987202778326
tio2mgkgday,0.30005095631059736,0.7184159087246405,0.4176563362067794,0.6763907674097582,tio2mgkgday,shdA,0.6763907674097582
aspmgkgday,-0.7875549271117827,0.8175503151300193,-0.9633106520013189,0.3358912551020198,aspmgkgday,shdA,0.3358912551020198
sucmgkgday,-0.3496195628915018,1.2911700098885885,-0.2707773261568161,0.786682191957842,sucmgkgday,shdA,0.786682191957842
sacmgkgday,1.434712791580548,1.7301020960126607,0.8292648132657073,0.407379145296239,sacmgkgday,shdA,0.407379145296239
totaladmgkgday,-0.005291022628802167,0.00728708252102389,-0.7260824360829028,0.46815274937158735,totaladmgkgday,shdA,0.46815274937158735
totalasmgkgday,-0.1576296222986744,0.41681553708416674,-0.37817597539998743,0.7054720796210023,totalasmgkgday,shdA,0.7054720796210023
totalemmgkgday,-0.005282417672885695,0.00730965556215423,-0.7226630075752725,0.4702494654828516,totalemmgkgday,shdA,0.4702494654828516
p80,-8.441386972815041e-7,2.145953530736327e-6,-0.3933629900139824,0.6942309180360422,p80,papC,0.6942309180360422
cmc,-3.532775881313471e-7,7.172519180054545e-7,-0.49254324633072716,0.6225668388141035,cmc,papC,0.6225668388141035
crn,-6.897388854073909e-7,1.5439027360002921e-6,-0.44675021899000017,0.6552625189905994,crn,papC,0.6552625189905994
alsio,-1.2515922780551172e-4,5.27115916514555e-4,-0.2374415643395882,0.8124183777549392,alsio,papC,0.8124183777549392
so32,-1.5315987636084383e-4,1.4001606936708054e-4,-1.093873560750403,0.2745743319230641,so32,papC,0.2745743319230641
tio2,5.759278766105554e-6,6.949190200637658e-5,0.08287697702643228,0.9339848715886394,tio2,papC,0.9339848715886394
asp,-3.0051333219482776e-5,5.191450821050018e-5,-0.5788619454436944,0.5629614091264161,asp,papC,0.5629614091264161
suc,-1.11584748307507e-5,8.162895424221446e-5,-0.13669751051373985,0.8913288073092287,suc,papC,0.8913288073092287
sac,5.389235175713476e-5,1.0873414388713047e-4,0.4956341203465652,0.6203857249521448,sac,papC,0.6203857249521448
totalad,-1.87259520243424e-7,3.992622540229544e-7,-0.46901383328026314,0.6392786213295436,totalad,papC,0.6392786213295436
totalas,-5.689795397058816e-6,2.6242754632149118e-5,-0.2168139540537577,0.8284480199010726,totalas,papC,0.8284480199010726
totalem,-1.8580445256507324e-7,4.003287583452098e-7,-0.46412966516098036,0.6427711263892744,totalem,papC,0.6427711263892744
p80mgkgday,-0.01741237006024122,0.06336872366697806,-0.27477861400126236,0.7836081077195539,p80mgkgday,papC,0.7836081077195539
cmcmgkgday,-0.009468827878070546,0.021183405873058173,-0.44699270432774674,0.6550880004457853,cmcmgkgday,papC,0.6550880004457853
crnmgkgday,-0.015541078362676694,0.04557705036191429,-0.3409847333091862,0.7332687567052076,crnmgkgday,papC,0.7332687567052076
alsiomgkgday,-1.2782173202839746,12.400822054054498,-0.10307520862022662,0.91794762267071,alsiomgkgday,papC,0.91794762267071
so32mgkgday,-3.3251950630192804,3.663580705189201,-0.907635270135957,0.36454006877588907,so32mgkgday,papC,0.36454006877588907
tio2mgkgday,0.44300398745175984,1.1631757345081477,0.38085731528700206,0.703482688335532,tio2mgkgday,papC,0.703482688335532
aspmgkgday,-0.04293244320483675,1.3249567171026533,-0.03240290241232876,0.9741646215064963,aspmgkgday,papC,0.9741646215064963
sucmgkgday,1.0909411097836503,2.090000412944744,0.5219812891072826,0.6019313758444698,sucmgkgday,papC,0.6019313758444698
sacmgkgday,3.2439324737951956,2.7991276374000087,1.1589083793293353,0.24708705206149847,sacmgkgday,papC,0.24708705206149847
totaladmgkgday,-0.004486745893455301,0.011802869082097748,-0.3801402745592314,0.7040144902339803,totaladmgkgday,papC,0.7040144902339803
totalasmgkgday,0.2906316931147572,0.6748073717273565,0.4306883790715042,0.666894101524544,totalasmgkgday,papC,0.666894101524544
totalemmgkgday,-0.004614046782213099,0.011839274026113383,-0.38972379320185446,0.6969188524245353,totalemmgkgday,papC,0.6969188524245353
p80,-8.456131548704638e-7,1.7610762240327462e-6,-0.48016840119166815,0.6313324828706675,p80,pvdH,0.6313324828706675
cmc,-2.267146483586301e-7,5.887197852577633e-7,-0.38509772227098843,0.7003403450738215,cmc,pvdH,0.7003403450738215
crn,-2.479374673556857e-7,1.2673250205495919e-6,-0.19563842213749116,0.8449782787518086,crn,pvdH,0.8449782787518086
alsio,1.56163744309683e-4,4.325784070127493e-4,0.3610067950180426,0.7182576173802747,alsio,pvdH,0.7182576173802747
so32,4.279310932091252e-5,1.1504355861774492e-4,0.3719731016240651,0.7100816017946056,so32,pvdH,0.7100816017946056
tio2,4.557091531510375e-6,5.703316959581462e-5,0.0799024771690893,0.9363490478227672,tio2,pvdH,0.9363490478227672
asp,5.6480683153477345e-5,4.254215931872199e-5,1.3276402528214235,0.1849455782015849,asp,pvdH,0.1849455782015849
suc,4.108238205710917e-5,6.69685797781889e-5,0.6134575676112718,0.5398725005098859,suc,pvdH,0.5398725005098859
sac,1.8490240488576353e-5,8.925925668669456e-5,0.20715207783410328,0.8359813864068859,sac,pvdH,0.8359813864068859
totalad,-1.1094561458823212e-7,3.277180136288346e-7,-0.3385398726170921,0.7351085381393543,totalad,pvdH,0.7351085381393543
totalas,1.9746487252087264e-5,2.1519550548493572e-5,0.9176068620759169,0.35929836907490653,totalas,pvdH,0.35929836907490653
totalem,-1.1672538714901874e-7,3.285877337179094e-7,-0.3552335500424577,0.7225750153314504,totalem,pvdH,0.7225750153314504
p80mgkgday,-0.0271827615232042,0.05199692674245923,-0.5227763105662073,0.601378381000206,p80mgkgday,pvdH,0.601378381000206
cmcmgkgday,-0.005660688722268664,0.017387387608428145,-0.32556292237511125,0.7449011983027938,cmcmgkgday,pvdH,0.7449011983027938
crnmgkgday,-0.0024839946688940623,0.03741047155410488,-0.06639837900202851,0.947089137290759,crnmgkgday,pvdH,0.947089137290759
alsiomgkgday,5.356152645140205,10.174689898401834,0.5264192519500285,0.5988473994330459,alsiomgkgday,pvdH,0.5988473994330459
so32mgkgday,2.522236384962462,3.0071603221306082,0.8387435702714473,0.40204325220258685,so32mgkgday,pvdH,0.40204325220258685
tio2mgkgday,0.10745268232751558,0.9547768080482327,0.11254219983324873,0.9104419743154173,tio2mgkgday,pvdH,0.9104419743154173
aspmgkgday,1.6845839705479007,1.084615573352714,1.5531622557664295,0.12106323021558947,aspmgkgday,pvdH,0.12106323021558947
sucmgkgday,1.188285541239216,1.714922638407996,0.6929091229108328,0.4887117559419387,sucmgkgday,pvdH,0.4887117559419387
sacmgkgday,0.5323572037171173,2.3004751313310465,0.23141184899881848,0.8170964354785675,sacmgkgday,pvdH,0.8170964354785675
totaladmgkgday,-0.0026437632741710265,0.009687574687607942,-0.27290249205023936,0.7850490642125645,totaladmgkgday,pvdH,0.7850490642125645
totalasmgkgday,0.5918564450601155,0.5532589814111496,1.0697638266088672,0.28527941448285093,totalasmgkgday,pvdH,0.28527941448285093
totalemmgkgday,-0.0028846271845956476,0.009717389840451209,-0.2968520592420429,0.7667117252420622,totalemmgkgday,pvdH,0.7667117252420622
p80,-4.8072665618977445e-8,2.480730623738404e-7,-0.19378430353930587,0.8464290372673423,p80,rcsA.1,0.8464290372673423
cmc,-6.747623611338262e-9,8.292514369785413e-8,-0.08137005629949691,0.9351825226675512,cmc,rcsA.1,0.9351825226675512
crn,-7.448222125222615e-8,1.7845822008425333e-7,-0.41736503489198623,0.6766032302835037,crn,rcsA.1,0.6766032302835037
alsio,-6.2572407457670695e-6,6.0930151480046755e-5,-0.10269530919870065,0.9182488788026187,alsio,rcsA.1,0.9182488788026187
so32,1.4674003592012117e-5,1.6190368774646226e-5,0.9063415291065695,0.3652225017677443,so32,rcsA.1,0.3652225017677443
tio2,3.7599311375823656e-6,8.030457737394313e-6,0.4682088195388936,0.6398537104970251,tio2,rcsA.1,0.6398537104970251
asp,8.874427870209335e-6,5.988673463181387e-6,1.4818687184682362,0.13904965806744626,asp,rcsA.1,0.13904965806744626
suc,1.4158117280779593e-5,9.412570462137481e-6,1.504171186577705,0.1332132678085986,suc,rcsA.1,0.1332132678085986
sac,2.363355575320353e-5,1.2523778240921647e-5,1.8870947168307808,0.05976753896251899,sac,rcsA.1,0.05976753896251899
totalad,-7.3145111332608755e-9,4.6158709308353285e-8,-0.15846437742437433,0.874159389246264,totalad,rcsA.1,0.874159389246264
totalas,5.1057199976523065e-6,3.0242298774308688e-6,1.6882711316871508,0.09202680221060108,totalas,rcsA.1,0.09202680221060108
totalem,-8.783078920799837e-9,4.628124185571488e-8,-0.18977621534404202,0.8495669522194048,totalem,rcsA.1,0.8495669522194048
p80mgkgday,-0.0011452135443674617,0.0073249740100037,-0.1563437007153126,0.8758298190049667,p80mgkgday,rcsA.1,0.8758298190049667
cmcmgkgday,-8.454383257088148e-5,0.002449038734293758,-0.034521231284347906,0.9724762939386118,cmcmgkgday,rcsA.1,0.9724762939386118
crnmgkgday,-0.002172637907927464,0.005267790257563548,-0.4124381954668692,0.6802079453359631,crnmgkgday,rcsA.1,0.6802079453359631
alsiomgkgday,0.09139392181870803,1.4333784462916033,0.06376119443902609,0.9491877185981654,alsiomgkgday,rcsA.1,0.9491877185981654
so32mgkgday,0.38024271896170353,0.4234686428556981,0.8979241447430517,0.3696896750380191,so32mgkgday,rcsA.1,0.3696896750380191
tio2mgkgday,0.06071655908159516,0.1344389858350376,0.4516291067242725,0.6517463149386267,tio2mgkgday,rcsA.1,0.6517463149386267
aspmgkgday,0.20901794197950752,0.15284096999738683,1.3675517891772158,0.1721116026096204,aspmgkgday,rcsA.1,0.1721116026096204
sucmgkgday,0.32037985601387003,0.24119038234565646,1.3283276592460682,0.1847200480616976,sucmgkgday,rcsA.1,0.1847200480616976
sacmgkgday,0.5313647999570735,0.3230710818053237,1.644730308227536,0.10069979926048588,sacmgkgday,rcsA.1,0.10069979926048588
totaladmgkgday,-1.6518559933993742e-4,0.0013644430861365923,-0.12106448485708471,0.9036921422356236,totaladmgkgday,rcsA.1,0.9036921422356236
totalasmgkgday,0.11843728588301693,0.07782102116611943,1.5219189379460418,0.12870764728041986,totalasmgkgday,rcsA.1,0.12870764728041986
totalemmgkgday,-2.1300192720362295e-4,0.0013686483817148644,-0.1556294005453319,0.8763925398867012,totalemmgkgday,rcsA.1,0.8763925398867012
p80,-3.6836518106426836e-7,5.324042560716098e-7,-0.6918900006214869,0.489350251813332,p80,ureG,0.489350251813332
cmc,-1.1427745660961857e-7,1.7797730327223832e-7,-0.6420900559146975,0.521129768648352,cmc,ureG,0.521129768648352
crn,-2.8565034561231297e-7,3.8302401680106374e-7,-0.7457765912383374,0.45617759239141387,crn,ureG,0.45617759239141387
alsio,2.599226640250991e-5,1.3082349178415994e-4,0.19868194961034547,0.842598010333724,alsio,ureG,0.842598010333724
so32,-4.5851042926441866e-5,3.4729323572162674e-5,-1.3202400222731034,0.18740160499755876,so32,ureG,0.18740160499755876
tio2,4.799188996404376e-6,1.72453944450642e-5,0.27828815465441276,0.7809143404408883,tio2,ureG,0.7809143404408883
asp,-2.1156007358559914e-5,1.285167818866469e-5,-1.6461669089426565,0.10040217279542978,asp,ureG,0.10040217279542978
suc,-2.7555708060427737e-5,2.0219142671918307e-5,-1.3628524466914682,0.173585801778267,suc,ureG,0.173585801778267
sac,-8.929183777127565e-6,2.6989882515287677e-5,-0.33083448110861075,0.7409178983295048,sac,ureG,0.7409178983295048
totalad,-6.949582757445022e-8,9.906118839985425e-8,-0.701544456482136,0.48331275169586496,totalad,ureG,0.48331275169586496
totalas,-8.770734107832797e-6,6.500671733940365e-6,-1.349204277158053,0.17792512876041952,totalas,ureG,0.17792512876041952
totalem,-6.762544188359004e-8,9.932835747362219e-8,-0.6808271434625179,0.49631829529504523,totalem,ureG,0.49631829529504523
p80mgkgday,-0.010387074035676064,0.01572021946885343,-0.6607461210230583,0.5091016438601466,p80mgkgday,ureG,0.5091016438601466
cmcmgkgday,-0.0031615954645184113,0.0052562033076577015,-0.6014979405215014,0.5478008779690353,cmcmgkgday,ureG,0.5478008779690353
crnmgkgday,-0.007835616333501575,0.011306508536221222,-0.6930182123331539,0.48864335754198207,crnmgkgday,ureG,0.48864335754198207
alsiomgkgday,0.9759313651349107,3.0772329385811332,0.3171457554932121,0.7512750467397213,alsiomgkgday,ureG,0.7512750467397213
so32mgkgday,-1.0194698461812626,0.9087731438855121,-1.1218089498358856,0.2625213859099511,so32mgkgday,ureG,0.2625213859099511
tio2mgkgday,0.09007715773792513,0.28868177075837215,0.3120292545708405,0.7551578539686451,tio2mgkgday,ureG,0.7551578539686451
aspmgkgday,-0.4459955145111157,0.3281670827683309,-1.3590501239454464,0.1747880762437794,aspmgkgday,ureG,0.1747880762437794
sucmgkgday,-0.572567747452669,0.5181516165179776,-1.1050197069737473,0.26972125126868607,sucmgkgday,ureG,0.26972125126868607
sacmgkgday,-0.09982062887189946,0.6956485152443217,-0.1434929086808171,0.885962939150365,sacmgkgday,ureG,0.885962939150365
totaladmgkgday,-0.0019231276744951914,0.0029282343481406383,-0.6567533352364142,0.5116637277253524,totaladmgkgday,ureG,0.5116637277253524
totalasmgkgday,-0.18119821712998324,0.16729079902505672,-1.083133191938688,0.2793094200439286,totalasmgkgday,ureG,0.2793094200439286
totalemmgkgday,-0.0018788590349174874,0.002937359331557129,-0.63964221698456,0.5227195524628026,totalemmgkgday,ureG,0.5227195524628026
p80,-7.253207418558221e-7,1.6892014671447848e-6,-0.42938675815964905,0.6678398176339704,p80,fimD,0.6678398176339704
cmc,-2.2593317152957561e-7,5.646573369505162e-7,-0.40012438827014707,0.6892478618027182,cmc,fimD,0.6892478618027182
crn,-7.019121332929131e-7,1.215157423766551e-6,-0.5776306176999174,0.5637919184702822,crn,fimD,0.5637919184702822
alsio,3.510636460062013e-4,4.1464286122647426e-4,0.8466651155353027,0.39761545862848124,alsio,fimD,0.39761545862848124
so32,-5.393405115268055e-6,1.103588973967087e-4,-0.04887150236632308,0.9610425934329219,so32,fimD,0.9610425934329219
tio2,7.628358408201283e-5,5.4589132853679963e-5,1.397413369552552,0.16295282196228705,tio2,fimD,0.16295282196228705
asp,5.879729637305668e-6,4.087989670424999e-5,0.14382936629813928,0.885697256039644,asp,fimD,0.885697256039644
suc,6.379744091236934e-6,6.425741507435418e-5,0.09928416952120998,0.9209552507121952,suc,fimD,0.9209552507121952
sac,8.01178671767061e-5,8.553571403771954e-5,0.9366598277460538,0.3494176876043017,sac,fimD,0.3494176876043017
totalad,-1.3780289527932827e-7,3.1430121607037787e-7,-0.43844213204848576,0.6612685584110523,totalad,fimD,0.6612685584110523
totalas,6.825721377805245e-6,2.0656437525124034e-5,0.3304403951312151,0.7412154152856845,totalas,fimD,0.7412154152856845
totalem,-1.4281900321651873e-7,3.151347986056063e-7,-0.4531997223044157,0.6506154275790877,totalem,fimD,0.6506154275790877
p80mgkgday,-0.017470593317235692,0.04987845834483438,-0.3502632979642808,0.7262993689006577,p80mgkgday,fimD,0.7262993689006577
cmcmgkgday,-0.005202969723887415,0.01667644824323221,-0.3119950752102704,0.7551838129845094,cmcmgkgday,fimD,0.7551838129845094
crnmgkgday,-0.016911523752429363,0.03587210722294479,-0.4714393734196994,0.6375476417140367,crnmgkgday,fimD,0.6375476417140367
alsiomgkgday,11.799506821588487,9.746159798402438,1.210682675603434,0.22663072038060303,alsiomgkgday,fimD,0.22663072038060303
so32mgkgday,0.6974019972372146,2.886171521116381,0.24163567277091597,0.8091687698349976,so32mgkgday,fimD,0.8091687698349976
tio2mgkgday,1.2429237301558294,0.9139297468492452,1.3599773225904774,0.17449467242109604,tio2mgkgday,fimD,0.17449467242109604
aspmgkgday,0.5331748147353511,1.0426544639628867,0.511362904167578,0.609339168411122,aspmgkgday,fimD,0.609339168411122
sucmgkgday,0.6863084383273285,1.64532720237134,0.41712580776527697,0.6767784812182381,sucmgkgday,fimD,0.6767784812182381
sacmgkgday,2.633965708932301,2.2031428852938726,1.1955491977003398,0.23248055214033067,sacmgkgday,fimD,0.23248055214033067
totaladmgkgday,-0.0030986078012561194,0.009291014468719104,-0.33350586329280635,0.7389024742702018,totaladmgkgday,fimD,0.7389024742702018
totalasmgkgday,0.36259162165187475,0.5310178565694942,0.6828237829784213,0.4950575059131279,totalasmgkgday,fimD,0.4950575059131279
totalemmgkgday,-0.0033762042829150792,0.0093195454815035,-0.3622713457019799,0.7173134996811867,totalemmgkgday,fimD,0.7173134996811867
p80,-3.955662997434602e-7,1.4748278502526526e-6,-0.2682118456575768,0.7886546887488027,p80,espL1,0.7886546887488027
cmc,-1.3929908997937034e-7,4.929806780988855e-7,-0.28256500947777263,0.7776354991827088,cmc,espL1,0.7776354991827088
