term,estimate,std.error,statistic,p.value,metadata_var,feature_name,fdr,conf.low,conf.high
factor(Child.Food.Origin)2,-4.923754266958423,5.005445377349033,-0.983679552121319,0.32577386778138817,Child.Food.Origin,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.32577386778138817,-14.734427206562529,4.886918672645682
factor(Age.4.12.months.Home.Grown.Fruit.Veg)2,0.1523414867554761,2.102033903859359,0.07247337280134984,0.942255573231771,Age.4.12.months.Home.Grown.Fruit.Veg,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.942255573231771,-3.967644964808867,4.272327938319819
factor(Age.1.5.years.Home.Grown.Fruit.Veg)2,1.1164898550724638,2.0704882174402415,0.5392398979467692,0.5899729318625235,Age.1.5.years.Home.Grown.Fruit.Veg,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.5899729318625235,-2.941667051110409,5.174646761255337
factor(Age.5.10.years.Home.Grown.Fruit.Veg)2,0.45549533078307936,2.080546737198511,0.2189305929250169,0.8267977576227834,Age.5.10.years.Home.Grown.Fruit.Veg,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.8267977576227834,-3.622376274126003,4.533366935692161
factor(Age.10.18.years.Home.Grown.Fruit.Veg)2,2.438909580721003,2.1238415748139974,1.148348167605015,0.25140041319398854,Age.10.18.years.Home.Grown.Fruit.Veg,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.25140041319398854,-1.7238199059144317,6.601639067356437
factor(Age.4.12.months.Milk.Beverages)2,1.0472640901771277,3.408055607747569,0.3072907870975964,0.7587564421792827,Age.4.12.months.Milk.Beverages,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.7587564421792827,-5.632524901008107,7.727053081362364
factor(Age.1.5.years.Milk.Beverages)2,5.982205661375655,2.4556847552513834,2.436064176634622,0.015213833523360221,Age.1.5.years.Milk.Beverages,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.015213833523360221,1.1690635410829433,10.795347781668367
factor(Age.5.10.years.Milk.Beverages)2,4.759571911159434,2.1058452349569836,2.2601717505876726,0.02426070784498409,Age.5.10.years.Milk.Beverages,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.02426070784498409,0.6321152506437464,8.887028571675122
factor(Age.10.18.years.Milk.Beverages)2,0.595201688968812,2.017246094330585,0.29505655786946866,0.7680793233304627,Age.10.18.years.Milk.Beverages,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.7680793233304627,-3.358600655919135,4.549004033856759
factor(Age.4.12.months.Processed.Meat.Seafood)2,5.672885593869735,4.197995512171407,1.3513319815188278,0.17722965375801494,Age.4.12.months.Processed.Meat.Seafood,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.17722965375801494,-2.555185609986223,13.900956797725692
factor(Age.1.5.years.Processed.Meat.Seafood)2,5.455255088393864,2.182183604504805,2.499906551003441,0.012757366694477815,Age.1.5.years.Processed.Meat.Seafood,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.012757366694477815,1.1781752235644465,9.732334953223281
factor(Age.5.10.years.Processed.Meat.Seafood)2,4.4927820083682,1.995617026599494,2.2513247524370166,0.024819344894973484,Age.5.10.years.Processed.Meat.Seafood,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.024819344894973484,0.5813726362331924,8.404191380503208
factor(Age.10.18.years.Processed.Meat.Seafood)2,2.9283120063776917,2.064503234460778,1.4184099872057259,0.15672410051046382,Age.10.18.years.Processed.Meat.Seafood,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.15672410051046382,-1.1181143331654328,6.974738345920816
factor(Age.4.12.months.Processed.Carbs)2,1.649998427487512,3.011196728426372,0.5479543770458957,0.5839800909940267,Age.4.12.months.Processed.Carbs,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.5839800909940267,-4.251947160228177,7.551944015203201
factor(Age.1.5.years.Processed.Carbs)2,3.812241892610315,2.0151097576487,1.8918284118968147,0.05911927577583424,Age.1.5.years.Processed.Carbs,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.05911927577583424,-0.13737323238113675,7.761857017601767
factor(Age.5.10.years.Processed.Carbs)2,1.4348385232112824,2.031559530152367,0.7062744172225509,0.48036232050693617,Age.5.10.years.Processed.Carbs,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.48036232050693617,-2.547018155887357,5.4166952023099215
factor(Age.10.18.years.Processed.Carbs)2,1.4436875848451187,2.1781033975914648,0.6628186643671465,0.5077668467938619,Age.10.18.years.Processed.Carbs,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.5077668467938619,-2.8253950744341525,5.71277024412439
factor(Age.4.12.months.Processed.Fruit)2,3.692880024737163,3.3096084823133003,1.1158057046542162,0.2650682838841092,Age.4.12.months.Processed.Fruit,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.2650682838841092,-2.7939526005969055,10.179712650071231
factor(Age.1.5.years.Processed.Fruit)2,5.830104481852411,2.322567557718802,2.5101980187730986,0.01239699804907519,Age.1.5.years.Processed.Fruit,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.01239699804907519,1.2778720687235587,10.382336894981263
factor(Age.5.10.years.Processed.Fruit)2,1.8790114292245264,2.0952541701321987,0.8967940291014771,0.37028216105934364,Age.5.10.years.Processed.Fruit,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.37028216105934364,-2.2276867442345827,5.985709602683635
factor(Age.10.18.years.Processed.Fruit)2,1.8633907538227674,2.0283983187034456,0.9186513007040199,0.3587452126075833,Age.10.18.years.Processed.Fruit,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.3587452126075833,-2.1122699508359855,5.839051458481521
factor(Age.4.12.months.Processed.Veg)2,1.9066320099255576,2.0973787892723132,0.9090546827676581,0.3637803375798081,Age.4.12.months.Processed.Veg,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.3637803375798081,-2.2042304170481763,6.017494436899291
factor(Age.1.5.years.Processed.Veg)2,3.969112198611258,1.9986811443572083,1.9858656343544763,0.047620255819154494,Age.1.5.years.Processed.Veg,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.047620255819154494,0.051697155671129646,7.886527241551386
factor(Age.5.10.years.Processed.Veg)2,2.0204123411422463,2.1000089039089707,0.9620970355799146,0.3364883171492572,Age.5.10.years.Processed.Veg,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.3364883171492572,-2.095605110519336,6.1364297928038285
factor(Age.10.18.years.Processed.Veg)2,1.6088523415242182,2.2656298828260666,0.710112606529268,0.4779813165560871,Age.10.18.years.Processed.Veg,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.4779813165560871,-2.8317822288148724,6.049486911863309
factor(Age.4.12.months.Fast.food)2,6.6666522483939925,7.023247532730484,0.9492264393822589,0.3429881475620242,Age.4.12.months.Fast.food,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.3429881475620242,-7.098912915757756,20.43221741254574
factor(Age.1.5.years.Fast.food)2,1.9576623346484125,2.9868788000684106,0.6554207471034897,0.5125128652594779,Age.1.5.years.Fast.food,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.5125128652594779,-3.8966201134856724,7.811944782782497
factor(Age.5.10.years.Fast.food)2,0.5944597447544913,2.2345124532386293,0.2660355478855805,0.7903267823730551,Age.5.10.years.Fast.food,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.7903267823730551,-3.7851846635932223,4.974104153102205
factor(Age.10.18.years.Fast.food)2,0.20652064628820946,2.0080955906298557,0.10284403155500808,0.9181299797560114,Age.10.18.years.Fast.food,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.9181299797560114,-3.7293467113463077,4.1423880039227265
factor(Age.4.12.months.Soft.Drink)2,-0.8755908893709289,5.744792511307656,-0.1524147108268011,0.8789247096823833,Age.4.12.months.Soft.Drink,Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0.8789247096823833,-12.135384211533935,10.384202432792076
