gene,AUS1002,AUS1005,AUS1006,AUS1007,AUS1008,AUS1010,AUS1011,AUS1012,AUS1013,AUS1015,AUS1016,AUS1017,AUS1021,AUS1022,AUS1023,AUS1024,AUS1027,AUS1028,AUS1029,AUS1032,AUS1033,AUS1034,AUS1035,AUS1036,AUS1040,AUS1041,AUS1044,AUS1045,AUS1046,AUS1047,AUS1048,AUS1049,AUS1055,AUS1057,AUS1059,AUS1060,AUS1061,AUS1062,AUS1063,AUS1064,AUS1065,AUS1066,AUS1067,AUS1069,AUS1070,AUS1071,AUS1073,AUS1074,AUS1075,AUS1076,AUS1077,AUS1078,AUS1079,AUS1080,AUS1081,AUS1082,AUS1083,AUS1084,AUS1085,AUS1087,AUS1089,AUS1091,AUS1093,AUS1094,AUS1095,AUS1097,AUS1098,AUS1099,AUS1100,AUS1101,AUS1102,AUS1103,AUS1104,AUS1105,AUS1107,AUS1108,AUS1109,AUS1111,AUS1113,AUS1114,AUS1115,AUS1116,AUS1117,AUS1118,AUS1120,AUS1121,AUS1122,AUS1123,AUS1125,AUS1126,AUS1128,AUS1129,AUS1131,AUS1132,AUS1133,AUS2008,AUS2012,AUS2015,AUS2017,AUS2023,AUS2024,AUS2027,AUS2033,AUS2044,AUS2047,AUS2058,AUS2066,AUS2067,AUS2069,AUS2070,AUS2071,AUS2073,AUS2074,AUS2080,AUS2083,AUS2091,AUS2098,AUS2100,AUS2101,AUS2102,AUS2113,AUS2118,AUS2120,AUS2121,AUS2129,AUS2131,AUS3006,AUS3007,AUS3011,AUS3015,AUS3016,AUS3017,AUS3024,AUS3028,AUS3029,AUS3032,AUS3034,AUS3046,AUS3048,AUS3049,AUS3059,AUS3060,AUS3062,AUS3063,AUS3064,AUS3065,AUS3066,AUS3082,AUS3089,AUS3095,AUS3097,AUS3128,AUS4004,AUS4005,AUS4007,AUS4010,AUS4013,AUS4017,AUS4018,AUS4020,AUS4021,AUS4025,AUS4027,AUS4028,AUS4029,AUS4030,AUS4035,AUS4037,AUS4040,AUS4041,HK1001,HK1002,HK1003,HK1004,HK1005,HK1006,HK1007,HK1008,HK1009,HK1010,HK1011,HK1012,HK1013,HK1014,HK1015,HK1016,HK1017,HK1018,HK1019,HK1020,HK1021,HK1022,HK1024,HK1025,HK1026,HK1027,HK1028,HK1029,HK1030,HK1031,HK1032,HK1035,HK1036,HK1037,HK1038,HK1039,HK1041,HK1043,HK1044,HK1045,HK1047,HK1048,HK1049,HK1050,HK1052,HK1053,HK1054,HK1055,HK1056,HK1057,HK1058,HK1059,HK1060,HK1061,HK1063,HK1064,HK1065,HK1066,HK1067,HK1068,HK1069,HK1070,HK1071,HK1072,HK1073,HK1074,HK1077,HK1078,HK1079,HK1081,HK1083,HK1084,HK1085,HK1086,HK1087,HK1088,HK1089,HK1090,HK1092,HK1093,HK1094,HK1095,HK1097,HK1098,HK1099,HK1101,HK1102,HK1104,HK1105,HK1106,HK2001,HK2010,HK2011,HK2012,HK2014,HK2016,HK2017,HK2018,HK2020,HK2025,HK2026,HK2028,HK2037,HK2052,HK2056,HK2061,HK2065,HK2068,HK2078,HK2086,HK2095,HK3002,HK3007,HK3009,HK3012,HK3013,HK3014,HK3015,HK3019,HK3027,HK3029,HK3036,HK3039,HK3048,HK3058,HK3060,HK3088,HK3095,HK3101,HK3104,HK3105,HK4001,HK4002,HK4003,HK4004,HK4005,HK4006,HK4007,HK4008,HK4009,HK4010,HK4011,HK4012,HK4013,HK4014,HK4015,HK4016,HK4018,HK4019,HK4020,HK4021,HK4023,HK4024,KM1001,KM1002,KM1003,KM1004,KM1005,KM1006,KM1007,KM1008,KM1009,KM1010,KM1011,KM1012,KM1013,KM1014,KM1015,KM1016,KM1017,KM1018,KM1019,KM1020,KM1021,KM1022,KM1023,KM1024,KM1031,KM1032,KM1033,KM1034,KM1035,KM1036,KM1037,KM1038,KM1039,KM1040,KM1041,KM1042,KM1043,KM1044,KM1045,KM1046,KM1047,KM1048,KM1049,KM1050,KM1051,KM1052,KM1053,KM1054,KM1055,KM1056,KM1057,KM1058,KM1059,KM1060,KM1061,KM2001,KM2002,KM2003,KM2005,KM2006,KM2007,KM2014,KM2015,KM2016,KM2017,KM2018,KM2020,KM2037,KM2038,KM2039,KM2041,KM2043,KM2044,KM2045,KM2046,KM2051,KM2052,KM2055,KM2056,KM2060,KM3008,KM3009,KM3010,KM3011,KM3012,KM3013,KM3019,KM3021,KM3022,KM3023,KM3024,KM3031,KM3032,KM3033,KM3034,KM3035,KM3036,KM3040,KM3042,KM3047,KM3048,KM3049,KM3050,KM3052,KM3054,KM3057,KM3058,KM3059,KM3061,KM4001,KM4002,KM4003,KM4004,KM4005,KM4006,KM4007,KM4008,KM4009,KM4010,KM4011,KM4012,KM4013,KM4014,KM4015,KM4016,KM4017,KM4018,KM4020,KM4021,KM4022,KM4023,KM4024,KM4026,KM4031,KM4032,KM4033,KM4034,KM4035,KM4036,KM4037,KM4038,KM4039,KM4040,KM4041,KM4042,KM4043,KM4044,KM4045,KM4046,KM4047,KM4048,KM4049,KM4050,KM4051,KM4052,KM4053
Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_kirromycin,195,0,276,58.907,0,8.975,310.69,0,0,0,1.282,2.276,169.691,219.503,2,0,0,11.136,91.146,0,7.475,0,0,21.87,17.815,2.302,0,0,0,0,0,4.936,13.123,0,14,30.064,0,0,176.97,0,151.259,0,234.961,33.373,717.781,1.008,1.701,0,0,0,56.788,14.971,0,32.324,0,79.668,46.119,1.411,0,24.045,2.7,1.299,1,1,49.366,4.275,1,0,0,45.226,0,1.009,0,0,1,45.403,8.327,0,0,0,4.372,0,0,3,0,0,29.403,0,20.573,0,0,0,197.717,0,12.587,0,0,0,0,0,126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6.745,0,1,0,0,0,6.107,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,36.114,0,0,0,0,2.121,1.161,0,0,0,0,0,0,0,0,0,2,0,0,0,5.057,0,7.861,0,1.124,0,0,9.23,74.723,0,0,1.396,12.283,1.183,83.766,16.196,0,8.471,4.973,0,1,0,12.687,3.987,24.301,265,7.29,1,3.564,0,0,47.497,165.107,0,5.203,27.549,0,0,26.676,5.241,3.261,1.303,0,109.784,0,1.219,4,0,0,0,1.469,3,0,0,1.038,1,1,7,1,1.2,3.11,0,21.464,9.766,16.096,60.397,0,114.394,63.414,9.732,0,0,76,382.922,12.365,0,161.979,0,1.31,0,0,2.885,0,4,67.953,1.008,126.521,0,7.877,0,0,5.066,0,4.888,3.185,0,6.173,2.085,1.011,0,0,0,0,5.667,0,1.081,0,0,0,0,0,0,1.253,0,0,18.54,0,1.342,0,0,0,10.738,0,1,82.576,61.644,0,16.878,0,2,15,3.281,0,1.31,0,1.086,0,2.26,1.048,4.783,0,0,6,0,6.525,0,8.629,0,0,0,0,0,0,0,0,16.958,7.645,241.177,0,0,0,0,23.636,6.543,19.026,8.066,0,33.635,0,0,11.663,52.012,7.532,8.285,142.925,0,0,9.416,0,101.435,5.948,19.833,1,36.391,375.466,0,9.61,0,2.167,1.051,6.616,1.09,19.638,0,2.991,3.504,0,13.644,49.173,0,26.745,40.14,2.053,5.261,0,1,7,0,0,0,4.946,16.085,2.157,0,7.228,4.957,2.422,0,0,0,20.988,0,5.472,1.058,0,0,0,0,0,3.056,0,5.991,50.468,7.288,2.739,1.014,0,5.714,0,1.911,0,0,0,1,2.552,1,2.122,0,13.709,25.61,0,3,0,3.996,13.403,0,0,2.206,3.478,7.191,13.378,81.456,4.318,8.698,0,0,0,0,2.356,33.008,0,16,5.366,0,28.306,0,14.939,0,10.412,0,3.324,0,0,9.184,0,0,19.497,0,0,0,0,0,0,1.032,0,0,6.728,0,9.134,0,1,0,49.077,3.177,0,160.871,2.347,0,0,12.394
Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance,0,0,0,0,0,0,0,0,0,0,0,0,11.553,0,0,53.113,13.413,0,0,0,0,0,5.496,0,0,14.516,0,0,9.289,1,13.329,0,0,0,36.976,0,0,0,0,0,0,9,0,0,0,0,32.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16.185,0,0,0,7,0,0,0,0,0,11.388,2.057,10.764,0,11.338,0,13.116,0,0,0,0,10.294,0,0,0,4.646,9.676,0,0,95.634,15.469,0,0,0,0,2.532,5.054,0,14,0,0,0,137.754,19.528,0,0,0,0,20.71,22.804,1.476,0,13.079,0,0,16.37,0,7.926,0,7.576,0,0,3.745,50.916,0,2,1.031,21.392,0,4.705,0,0,1.07,0,8.764,31.461,9.586,13.427,0,2.524,0,4.56,51.912,0,49.892,0,9.543,0,0,0,10.006,0,11.187,10.835,9.876,16.803,39.676,5.161,0,7,50.949,0,11.062,3.787,0,0,1,0,0,34.104,0,0,0,7.488,0,0,0,0,0,0,0,0,0,0,70.522,0,0,72.474,0,0,35.67,0,0,34.451,0,0,0,0,22.398,0,0,0,0,0,0,18.58,0,0,0,50.633,0,0,0,0,0,0,0,0,0,0,15.654,0,1,0,0,0,0,0,5.17,0,0,0,0,23.112,0,0,1.039,0,0,0,0,0,0,0,43.895,10.281,0,0,0,0,0,0,0,0,0,0,26.272,0,20.451,0,60.147,0,0,0,0,0,0,74.049,27.395,0,0,40.735,0,0,58.094,0,1.035,0,0,97.526,42.555,0,69.681,1.236,0,78.866,0,0,0,0,13.427,61.945,0,0,0,0,0,0,64.643,0,32.664,0,0,0,0,32.867,0,14.189,0,0,0,123.808,0,41.32,35.679,65.454,35.099,44.214,0,0,1.07,0,23.591,0,0,6.832,0,0,0,0,0,10.833,0,0,19.844,0,131.853,0,0,0,16.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.55,0,2.285,0,0,41.845,166.987,0,0,29.574,9.576,10.524,0,0,3.386,0,0,0,0,29.656,1,0,0,0,0,166.215,0,43.663,150.383,0,0,0,26.423,6.226,14.557,8.231,14.426,10.184,0,0,0,0,0,0,0,0,0,0,0,16.795,0,0,63.689,13.055,0,0,34.657,0,0,0,0,0,52.302,11.99,26.727,44.936,9.673,0,12.754,0,8.891,8.051,0,30.228,0,8.184,0,25.1,0,0,0,0,2.062,0,0,0,0,0,7.893,0,0,7.26,0,0,0,6.983,0,0,8.673,5.284,3.773
oleC,0,0,0,0,0,0,0,0,0,2.952,0,0,1,0,0,0,0,0,0,0,0,0,1.77,0,1,0,0,0,0,0,0,12.267,0,0,3.151,0,1,3.035,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.102,0,1.342,1.624,0,0,7.112,0,1,0,2.132,0,0,0,0,0,0,9.516,0,0,0,0,0,3.523,0,0,0,1.26,3.446,0,2.186,1.336,0,6.531,0,1.565,4.819,0,0,0,3.762,2.191,0,1,2.021,0,0,0,3.966,4.502,3.313,11.515,4.054,30.901,3.05,6,0,0,1.255,1.289,0,1,1.144,4.267,3.471,0,1,0,2.011,1.116,0,2.024,0,2,0,0,2,1.267,0,2,0,1,6,0,1,0,0,4.448,1.041,5.127,0,2.879,0,0,0,3,0,2.913,1.514,2,2.201,0,2.984,4.988,0,0,1,0,0,0,0,3.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083,0,0,0,0,0,0,0,1.162,0,0,0,0,0,0,0,0,0,0,0,6.534,0,0,15.618,0,0,0,0,0,0,0,2.226,1.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.557,0,0,0,0,0,0,4.065,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.243,0,0,0,0,0,2.061,0,7.972,0,3.245,0,0,0,0,0,5.929,1,26.456,0,0,0,0,1.17,0,0,0,0,0,0,0,0,1,9.764,3,0,0,0,4.296,0,3.021,0,0,1.245,1.447,0,0,0,0,0,2,4.45,2.161,0,10.123,3.787,4.766,1,1.268,1.199,0,0,0,0,0,0,2.176,1.187,0,0,5.087,0,0,0,0,0,0,0,1.688,0,0,6.173,0,12.926,0,0,0,0,1,0,0,1.868,0,18.673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.198,0,1.618,1,0,0,0,12.497,3.319,0,0,0,3,17.928,40.208,0,0,0,7.312,0,0,0,0,0,0,13.332,7.684,6.7,14.361,0,0,0,0,0,0,0,0,12.492,0,12.38,0,0,34.822,4.312,0,1.584,0,0,0,1.287,13.523,0,0,0,0,0,0,0,0,0,0,4.314,0,0,12.216,0,0,0,0,0,0,0,0,3.296,0,0,0,0,0,0,6.08,1.905,1.036,0,0,0,0,0,0,0,5.177,9.793,0,0
basS,82.249,0,144.366,28.338,0,7.86,37.825,0,14.882,0,26.193,0,107.705,127.078,1.384,1.245,0,4.868,225.474,2.07,5.136,0,0,29.102,5.613,35.2,0,9.138,0,0,0,1.108,0,0,2.007,35.881,0,0,87.474,0,75.934,0,159.802,189.58,309.508,1,6.611,0,0,0,47.547,15.597,13.979,12.703,0,50.465,20.21,0,0,30.471,0,73.022,0,0,22.628,1.784,2.513,0,0,8.39,1.254,0,2,0,0,13.795,7.308,0,0,0,8,0,0,0,1.382,0,51.946,2,12.616,0,0,0,129.237,0,2.705,0,0,0,0,2,38.457,1.732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.737,0,0,107.754,1,0,0,0,0,1.394,17.914,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27.438,0,3.106,0,5.758,5.451,0,2.575,0,12.24,61.462,0,0,0,5.078,0,54.646,12.557,0,1.412,9,3,0,0,35.173,0,6.536,117.074,0,1.274,2.62,0,24.921,37.886,70.361,0,12.427,22.743,0,2.895,35.135,6.35,5.449,1,0,65.508,0,0,0,0,0,0,1.323,1,0,0,4.011,0,1,10.783,0,0,2,0,21.988,12.52,5.545,33,1.676,71.421,71.693,4.41,0,5.106,26.941,215.981,6.556,0,55.408,0,2.575,0,0,0,0,0,61.392,0,129.216,0,11.736,0,0,0,0,3.847,1.4,0,16.01,4.356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.704,0,1.333,0,0,0,0,0,15.106,0,1.334,26.845,34.034,0,23.728,0,0,6,3,2,1.637,0,1.107,0,0,1.513,0,0,0,5,0,2.42,0,1,0,1.524,0,4.957,0,0,0,0,28.599,40.33,21.817,0,0,34.845,6.125,3.922,15.671,18.177,15.174,0,5.921,0,0,15.618,43.278,2.735,9.647,65.294,1.146,0,10.069,0,15.05,8.099,47.718,0,14.46,228.162,0,4.751,0,98.773,0,13.123,2.286,10.622,0,0,2.407,0,5.939,32.803,21.49,84.156,28.48,4.826,1.608,0,0,4,8.649,0,1,4.699,9.708,0,4.162,8.524,1.475,2.412,3.279,0,0,0,0,4.941,4.3,0,0,0,0,0,0,1.418,0,6.793,3.234,4.824,0,0,7,0,2.072,0,1.386,1,0,4.879,0,0,0,4.674,16.654,0,3,0,7.051,5.899,1,4.009,0,11.938,6.063,5.617,54.732,1.211,23.909,0,0,0,1,0,15.448,0,6,2.394,1,17.4,0,1.442,0,12.584,0,2.9,0,0.007,7.12,0,0,19.728,3.131,0,0,0,0,0,0,0,0,4.254,0,6.587,1.093,0,0,8.25,0,0,22.5,0,0,0,15.835
Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin,36.062,0,43.466,338.929,0,16.45,177.59,1.939,8.489,0,523.13,0,68.06,135.051,0,0,0,2.074,239.013,0,6.057,0,0,25.842,35.478,9.834,1,14.713,0,0,0,0,33.788,1,2.238,8.296,0,0,248.691,0,53.391,0,126.68,106.688,157.637,0,19.699,0,0,1.507,89.227,24.889,21.87,29.847,0,15.273,15.578,0,0,58.395,4.748,37.439,0,0,8.701,0,1.694,0,0,28.581,0,0,1,5.182,0,98.102,0,0,0,0,1.309,0,0,0,0,0,78.106,0,10.993,0,0,0,98.787,0,0,0,0,0,0,0,12.15,7.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.536,0,0,0,0,0,0,5.762,0,1,0,0,0,2.659,0,0,0,0,0,0,17.228,0,0,0,0,55.559,0,0,0,0,0,0,38.263,0,0,0,0,1.302,0,1,0,0,0,0,1.011,0,0,0,0,0,22.001,0,3.395,0,11.457,6,0,0,0,16.969,72.619,0,1.413,4.502,3.776,0,71.319,10.433,0,2.902,6.564,0,1.728,1.165,21.921,8.617,6.066,58.328,2.073,0,0,0,16.131,36.951,22.946,0,10.858,45.269,0,5.204,26.283,8.161,0,1.436,0,106.85,0,0,5.296,0,0,1,9.039,0,0,0,0,0,1.239,5.213,0,1.829,0,0,12.576,13.173,12.127,2.558,4.151,19.813,26.478,6.921,0,5.13,12.901,71.226,11.836,0,23.845,0,0,0,0,1.74,0,0,65.602,6.188,335.261,0,3.025,0,0,4.477,1,9.779,1.926,0,2.529,0,0,0,0,1.933,0,0,0,1.501,0,0,0,0,0,0,0,0,0,0,0,7.203,0,0,1,8.286,0,0,74.707,59.945,0,22.916,0,2.299,1.556,1.503,0,0,12.985,5.239,0,0,11.056,0,0,0,1.205,0,4.052,0,8.769,0,0,0,1.469,0,0,0,0,27.42,27.163,110.206,3.018,0,24.39,5.018,18.604,11.888,14.373,25.166,0,52.65,0,2.806,4.376,79.777,4.338,9.36,167.774,4.164,0,16.882,0,54.607,5.736,29.246,1,101.64,354.809,0,10.623,0,67.329,8.908,0,7.967,2.924,0,0,2.827,0,28.807,98.711,37.198,304.888,20.08,0,1.274,0,1,0,36.246,1.753,1.773,4.448,13.617,0,1.345,13.695,3.284,13.134,44.449,0,0,3.245,0,4.186,8.199,0,0,0,0,0,2.384,1.463,4.146,100.517,19.774,2.899,4.685,0,3.922,2.031,1.57,1.245,0,1.429,0,16.06,1.145,3.145,0,7.391,33.836,0,0,2,16.999,9.061,0,9.548,0,6.033,0,9.615,65.232,1.664,59.821,0,1.121,0,0,0,15.102,0,7.293,4.966,1.464,46.197,0,4.442,1,21.082,0,1.406,0,1.414,14.807,0,0,26.026,2.741,0,0,0,2.453,0,4.397,0,3.407,8.687,0,11.244,5.47,1.241,1.316,24.06,0,0,115.624,1.094,0,0,9.199
TaeA,10.42,46.626,0,0,0,0,0,0,1.592,2,0,0,1.308,0,0,0,0,36.56,0,0,0,1.559,7.483,1.187,1.302,8.671,9.196,0,0,9.438,1,1.256,0,0,4.953,0,7,0,0,4.733,0,34.279,0,0,0,6.756,0,0,0,4.576,0,1,0,0,1,0,0,0,0,0,6.938,1.291,1.598,13.847,0,0,0,0,0,0,0,0,0,0,0,2,0,20.723,0,2.124,0,3,1,0,0,0,3,0,1,1.68,16.1,14.779,0,1,0,6.463,9.894,0,0,1.329,8.664,0,2.704,0,1.666,12.552,0,1,4.887,0,0,2,0,1.625,17.034,3,4.895,4.825,0,23.787,0,0,2.377,1.617,5.094,1.316,4.195,0,3.204,9.897,1.318,0,7.744,0,0,14.918,0,7.948,0,2,1.778,2.67,9,2.466,1.316,32.06,0,3.057,1,23,11.793,0,7.273,2.61,0,0,14.064,0,3.367,2.614,3.412,65.804,5.492,33.968,9.256,0,9.483,0,0,6.54,5.474,1.159,0,0,0,0,0,18,42.527,12.366,0,0,0,27.927,3.769,5.463,0,0,0,7.046,6.332,13.23,15.697,0,0,0,1.256,0,38.797,0,0,0,0,0,0,1,0,0,0,0,11.124,0,0,1,1.158,0,1.261,0,0,0,24.815,2,13.853,0,3.943,0,0,8,0,4,1,1,0,4.162,0,3.622,0,1.3,17.258,1.295,0,0,0,0,7.239,0,19.47,2.329,0,8.248,0,0,6.547,0,0,0,5.895,0,18.168,0,0,7.382,3.864,10.546,8.996,11.88,0,10.266,1.29,37.874,0,0,1.282,28.577,2,3.497,9.226,0,0,0,2,11.336,0,1.802,0,8.557,1.578,3.393,0,44.583,2.556,1.288,1.074,0,0,14.274,17.475,4.113,0,6.232,16.6,0,4.092,26.98,9,29.303,18.403,21.615,24.884,3.831,1,0,10.028,1.477,2.974,21.487,3.835,31.424,13.572,16.167,24.253,12.606,1.292,10.488,0,6,0,6.434,0,5.757,0,0,0,0,0,0,0,0,0,0,0,22.326,0,0,57.737,4.858,6.103,0,0,1.58,0,0,0,0,25.893,0,77.742,0,0,0,0,19.256,0,6.324,18.191,0,0,2.539,0,0,0,7.704,0,0,4.731,11.636,0,0,3.829,9.601,0,3,0,0,3.789,9.456,11.392,17.109,71.898,5.84,13.763,0,2.322,194.355,12.333,0,0,26.169,19.348,6.177,18.238,0,17.339,3.291,13.565,12,8.021,0,5.481,2.512,1,2.69,17.05,6.868,0,17.497,17.564,11.022,11.151,0,7.535,0,51.362,68.219,31.432,5.2,0,24,0,7.753,9,5,0,0,6.332,4.271,17.153,33.918,0,14.316,5,14.39,6.416,0,1,1,27.223,0,57.077,3.296,20.893,3.164,0,70.505,11.448,24.736,3.154,0,0,6.726,5,36.261,0,5,0,8.052,17.927,0,5.294,30.283,5,0,0,0,0,1.575,10.731,0,9.022
vanR_gene_in_vanB_cluster,2,32.925,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,26,0,0,0,0,2,1,2,9.87,6,0,1,2,0,1.471,0,0,3,1,4,0,0,2,0,16.975,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,2,0,0,1.735,1,2,10,0,0,0,0,0,0,4,0,0,0,0,0,1,8.918,0,3,0,1,0,5.226,0,0,3,2,0,4,1,9.686,0,4,0,6,8,0,0,4,3,0,3,1,3.306,9.351,0,1,3,1.49,1,1,1,12,3.547,0,9,3,1.816,15,0,0,2,0,5.553,0,5,0,4,5.519,0,0,5,0,0,10,0,6,0,1,18.873,2,2,5,0,22,0,3,0,7.681,5,3.291,2,3.274,0,0,7.062,2,4.416,1,1,103,3,23,5.536,0,11,1,0,3,0,4.405,1,0,0,1,0,13,27.962,11,0,0,0,20.4,4.459,8,0,0,0,5.811,5.489,9,7.397,0,0,0,0,0,23.73,0,0,0,0,1,0,4,0,0,0,0,2.243,0,0,1,1.656,0,1,0,0,0,6,1,7,1.114,3,1,0,3,0,5,0,1.126,2,4.4,0,2.257,3,1,7.483,1.212,0,0,0,0,10,0,9.988,1,0,7,1,0,6.687,0,0,0,2,0,10.459,0,0,5,1,7.788,1.63,6.738,0,7.625,4,24.854,0,0,1,22.591,0,1,7.689,0,0,0,0,6.418,0,1,0,3,1,2.347,0,17,2,3.3,0,0,0,15,14.063,4,0,4.826,6,4,3,9.535,1,14.597,16,6,22,3.296,7,1,4.394,0,2,9.808,5,13.861,3,6.345,33,5.382,2,13,0,0,0,8.423,4,7.694,0,0,0,0,0,0,0,0,0,0,2,30,0,0,59,2,5.921,0,0,4,0,0,0,0,15,0,51,0,0,0,0,13.04,0,4,10.133,0,3,5,0,0,0,12.515,0,0,3,3.471,0,0,3,8,0,3.082,0,0,6,10,1.545,18.472,54,4,10.831,0,4,106.75,13.067,1,0,17.259,6.469,6.4,9.664,0,4.604,2.352,10,7.22,10,0,6,3,0,8.701,20,6.351,3,12.104,8,4.752,2.758,0,2.862,0,22.609,50.479,22.591,7,0,11,1,3,14,4,0,0,9,6,9.588,36.025,0,6.572,3.459,10.137,5,0,0,3,12.034,4,32,0,4.343,4,0,33,5,14,1,0,2,6.65,3,18.505,0,8,0,5.503,7,0,5,23.026,0,0,0,0,0,0,1.628,0,6.118
hp1181,2.279,0,0,0,0,0,0,0,0,0,0,71.025,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,0,0,0,0,1.093,0,0,0,2.486,0,0,18.189,0,0,5.585,1.36,0,0,0,0,0,14.02,0,8.553,0,0,1.804,0,0,0,0,0,0,0,0,3.451,0,0,0,2.458,5.01,5.912,0,0,0,0,0,0,0,0,0,0,0,3.768,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,10.943,0,3.924,0,0,11.769,0,0,1.735,0,1.904,0,0,2.317,4.354,3.865,17.192,0,0,0,0,0,3.972,0,0,20.378,0,0,1.689,15.153,0,7.577,0,0,0,0,2.716,0,12.497,7.256,2.507,7.727,0,0,2.645,0,2.867,16.779,0,0,0,0,0,2.846,0,0,0,0,0,1,0,4.651,0,10.315,0,0.146,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899,0,0,0,1,0,0,1.359,0,0,0,0,0,0,2.444,11.605,0,0,0,0,0,0,0,0,0,2.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631,0,0,0.72,0,0,1.009,39.865,0,0,0,0,11.843,0,0,0,5.18,0,0,19.191,0,0,1,0,0,0,0,0,0,0,0,0,15.084,0,0,5.918,0,6.909,0,4.252,0,0,0,2,1,0,78.655,0,0,3.908,0,10.544,10.15,3.46,1.056,0,0,3.181,0,0,0,0,0,0,4.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,3.142,0,0,0,0,0,0,0.032,0,0,0,0,0,24.945,1.891,14.063,0,0,0,0,0,4.192,0,0,0,2,0,0,6.228,0,0,2,7.08,0,0,0,0,0,0,0,0,0,0.807,4.765,1,3.198,70.616,2.309,0,0,0,255.369,0,0,0,0,0,0,0,0,0,0,0,1.065,0,0,0,0,3.557,0,0,0,0,0,0,0,0,0,0,1.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.255,0,0,0,0,0,0,0,3.151,0,0,0,0,0
