species,AUS1002,AUS1005,AUS1006,AUS1007,AUS1008,AUS1010,AUS1011,AUS1012,AUS1013,AUS1015,AUS1016,AUS1017,AUS1021,AUS1022,AUS1023,AUS1024,AUS1027,AUS1028,AUS1029,AUS1032,AUS1033,AUS1034,AUS1035,AUS1036,AUS1040,AUS1041,AUS1044,AUS1045,AUS1046,AUS1047,AUS1048,AUS1049,AUS1055,AUS1057,AUS1059,AUS1060,AUS1061,AUS1062,AUS1063,AUS1064,AUS1065,AUS1066,AUS1067,AUS1069,AUS1070,AUS1071,AUS1073,AUS1074,AUS1075,AUS1076,AUS1077,AUS1078,AUS1079,AUS1080,AUS1081,AUS1082,AUS1083,AUS1084,AUS1085,AUS1087,AUS1089,AUS1091,AUS1093,AUS1094,AUS1095,AUS1097,AUS1098,AUS1099,AUS1100,AUS1101,AUS1102,AUS1103,AUS1104,AUS1105,AUS1107,AUS1108,AUS1109,AUS1111,AUS1113,AUS1114,AUS1115,AUS1116,AUS1117,AUS1118,AUS1120,AUS1121,AUS1122,AUS1123,AUS1125,AUS1126,AUS1128,AUS1129,AUS1131,AUS1132,AUS1133,AUS2008,AUS2012,AUS2015,AUS2017,AUS2023,AUS2024,AUS2027,AUS2033,AUS2044,AUS2047,AUS2058,AUS2066,AUS2067,AUS2069,AUS2070,AUS2071,AUS2073,AUS2074,AUS2080,AUS2083,AUS2091,AUS2098,AUS2100,AUS2101,AUS2102,AUS2113,AUS2118,AUS2120,AUS2121,AUS2129,AUS2131,AUS3006,AUS3007,AUS3011,AUS3015,AUS3016,AUS3017,AUS3024,AUS3028,AUS3029,AUS3032,AUS3034,AUS3046,AUS3048,AUS3049,AUS3059,AUS3060,AUS3062,AUS3063,AUS3064,AUS3065,AUS3066,AUS3082,AUS3089,AUS3095,AUS3097,AUS3128,AUS4004,AUS4005,AUS4007,AUS4010,AUS4013,AUS4017,AUS4018,AUS4020,AUS4021,AUS4025,AUS4027,AUS4028,AUS4029,AUS4030,AUS4035,AUS4037,AUS4040,AUS4041,HK1001,HK1002,HK1007,HK1009,HK1010,HK1011,HK1012,HK1013,HK1014,HK1015,HK1016,HK1017,HK1018,HK1019,HK1020,HK1025,HK1026,HK1027,HK1028,HK1029,HK1036,HK1037,HK1039,HK1048,HK1058,HK1060,HK1065,HK1068,HK1078,HK1086,HK1088,HK1095,HK1101,HK1104,HK1105,HK2001,HK2010,HK2011,HK2012,HK2014,HK2016,HK2017,HK2018,HK2020,HK2025,HK2026,HK2028,HK2037,HK2052,HK2056,HK2061,HK2065,HK2068,HK2078,HK2086,HK2095,HK3002,HK3007,HK3009,HK3012,HK3013,HK3014,HK3015,HK3019,HK3027,HK3029,HK3036,HK3039,HK3048,HK3058,HK3060,HK3088,HK3095,HK3101,HK3104,HK3105,HK4003,HK4011,HK4013,HK4014,HK4015,HK4016,HK4020,HK4021,KM1001,KM1002,KM1003,KM1004,KM1005,KM1006,KM1007,KM1008,KM1009,KM1010,KM1011,KM1012,KM1013,KM1014,KM1015,KM1016,KM1017,KM1018,KM1019,KM1020,KM1021,KM1022,KM1023,KM1024,KM1031,KM1032,KM1033,KM1034,KM1035,KM1036,KM1037,KM1038,KM1039,KM1040,KM1041,KM1042,KM1043,KM1044,KM1045,KM1046,KM1047,KM1048,KM1049,KM1050,KM1051,KM1052,KM1053,KM1054,KM1055,KM1056,KM1057,KM1058,KM1059,KM1060,KM1061,KM2001,KM2002,KM2003,KM2005,KM2006,KM2007,KM2014,KM2015,KM2016,KM2017,KM2018,KM2020,KM2037,KM2038,KM2039,KM2041,KM2043,KM2044,KM2045,KM2046,KM2051,KM2052,KM2055,KM2056,KM2060,KM3008,KM3009,KM3010,KM3011,KM3012,KM3013,KM3019,KM3021,KM3022,KM3023,KM3024,KM3031,KM3032,KM3033,KM3034,KM3035,KM3036,KM3040,KM3042,KM3047,KM3048,KM3049,KM3050,KM3052,KM3054,KM3057,KM3058,KM3059,KM3061,KM4001,KM4002,KM4003,KM4004,KM4005,KM4006,KM4007,KM4008,KM4009,KM4010,KM4011,KM4012,KM4013,KM4014,KM4015,KM4016,KM4017,KM4018,KM4020,KM4021,KM4022,KM4023,KM4024,KM4026,KM4031,KM4032,KM4033,KM4034,KM4035,KM4036,KM4037,KM4038,KM4039,KM4040,KM4041,KM4042,KM4043,KM4044,KM4045,KM4046,KM4047,KM4048,KM4049,KM4050,KM4051,KM4052,KM4053,HK1054,HK1056,HK1061,HK1059,HK1063,HK1022,HK1031,HK1043,HK1045,HK1072,HK1053,HK1064,HK1069,HK1070,HK1071,HK1079,HK1087,HK1049,HK1055,HK1083,HK1085,HK1094,HK1098,HK1044,HK1057,HK1067,HK1081,HK1097,HK1099,HK1041,HK1077,HK1102,HK1073,HK1074,HK1084,HK1089,HK1092,HK1106,HK1066,HK1090,HK1093,HK1003,HK1004,HK1005,HK1008,HK1006,HK1021,HK1032,HK1024,HK1035,HK1030,HK1038,HK1050,HK1047,HK1052,HK4002,HK4009,HK4010,HK4001,HK4004,HK4005,HK4006,HK4007,HK4008,HK4012,HK4018,HK4019,HK4023,HK4024
Coprococcus_eutactus,0,0.77228,0,0,0,0,0,0,0,0,0,1.3051,0.04422,0,0,0,0,0,0,0,0,1.76426,0,0,0,0,0,0,0,0.03551,0,0.591,0,0,0,0,0,0,0,0,0,3.92363,0,0,0,0,0.068,0,0,0.08535,0,0,0,0,0.83149,0,0,2.21362,0,0,0,0,0,0.16782,0,0,0,0,0,0,5.40523,0,0,0,0,0.2539,0,0,0.0025,0.61274,0,0,0,0,0,0,0.52214,0.00048,0,0,3.10137,0.87304,0,0.11857,0,0.71095,1.02671,0,14.29676,0,1.70131,4.83635,0,0.43018,0.63757,0,0.90237,0.23376,2.77715,0.10768,1.40165,1.50804,0,0,0,2.80372,0.90105,1.24769,0,0,0.25389,13.98205,2.09684,3.11165,0.59447,0.58829,0,0.93783,1.34038,0.91796,3.56777,0.22806,1.41432,0,0,0,0.54081,0.81361,0,0.31925,1.28391,0.28704,0,0.23295,0.11213,0,0.91212,0,0,0.97245,0.54607,0.59415,0,1.37675,0.00949,0.19709,0,14.84981,4.64975,0,0,0.99721,0.74386,0,0.487,0.48621,4.04054,0.24028,1.18114,0,0,0,0,3.8026,0,0,0,0,0,0.06,1.05085,0,0,0,0.59913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9329,0.36408,0,1.98698,0,0,0,0,0,0,0,0,0,0.42555,0,0,0,0,0,0,0,0.63345,0.36692,0,0.06018,0,0,2.77628,3.24658,0.37979,0,0,0,0,0,1.77301,0,0,0,0,0.39924,2.31503,0,0,0.34078,0,1.37085,0.03876,0,0,0,0,0,0,0,0.06403,0.8793,0,0,0.0422,0,0,0,0,0,0,0,0,0,0,0.08089,0,0,0,0,0,0,0,0,0,0.0591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124,0.49142,2.08357,0.09084,0,0.01159,0.07464,0,0.07601,0,0.02541,0.01883,0,0,0,0,0,0.02178,0,0,0,0,0.02294,0.0372,0,0.01367,0.30028,0,0,0,0,0.00147,0,0,0,0,0,0,0,0,0,0,0.06943,0.00926,0,0,0,0.12138,0,0.00249,0.06548,0,0,0,0,0,0,0,0,0.01916,0,0.34505,0,0.00691,0,0,0.06304,0.44744,0,0,0,0,0,0,0,0,0,0,0,0.20703,0,0.33493,0,0.02719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09455,0,0,0.68673,0,0,0,0,0,0,0.11423,0,0,0,0,0,0,0,0,0,0,0,0.52893,0.67867,0,0,0.03127,0,0.05514,0,0,3.47399,0.00945,0,0,0,1.89898,1.68135,0
Lachnospiraceae_bacterium,0.00112,0.02692,0,0,0,0,0,0,0,0.00439,0,0.09779,0.41336,0,0.00021,0,0,0,0,0,0,0.0858,0.06651,0,0.06293,0.00476,0,0,0.07548,0.04741,0.00998,0.08802,1.22742,0,0,0,0.08488,0.01124,0,0.18211,0,0.34661,0,0,0,0.02602,0.13413,0.02468,0.01258,0.12645,0,0,0,0,0.14492,0,0,0.12432,0,0,0.27697,0.07604,0.28146,0.34971,0,0.00414,0,0,0.00109,0.02527,0.02127,0.00727,0,0,0.04004,0.0407,0.02794,0.00449,0.17954,0.1648,0,0,0.02923,0.01936,0,0,0.02968,0.00093,0.08658,0.00444,0.72571,0.16438,0,0,0,0.6433,0.2736,0,0.07512,0,0.05279,0.04208,0.05791,0.01901,0.08166,0.08168,0.09719,0.02188,0.04043,0.03318,0.01993,0.0493,0.09412,0.08305,4.00E-04,0.12257,0.5235,0.50501,0.1672,0.04709,0.12739,0.54913,0.52765,0.02821,0.12385,0.05842,0.0356,0.0242,0.10043,0.52253,0.35842,0.42972,0.15114,0,0,0.12183,0.07929,0.03007,0,0.11565,0.03703,0.25313,0.03326,0.39728,0.01019,0.02985,0.14071,0.00608,0.01916,0.15091,0.08368,0.16619,0.10033,0.22264,0,0.03524,0,0.85619,0.13006,0.25272,0.17416,0.48271,0.02324,0.07198,0.09461,0.0346,0.29442,0.04945,0.16651,0.10607,0.10276,0.05499,0,0.02269,0.14448,0,0,0,0.32955,0.0964,0.20748,0,0,0,0.1417,0,0,0,0,0,0,0,0,0,0.21997,0.27156,0,0.02932,0.05672,0,0,0,0,0,0.06067,0.10255,0.1327,0.02355,0.26586,0.01818,0.07903,0,0.00456,0.0077,0.31814,0.06182,0,0.04889,0.27326,0,0,0.07732,0,0,0.05271,0,0.11314,0.11655,0.0025,0.07118,0.13894,0,0.08945,0.16335,0.22234,0.10189,0.20448,0,0,0,0.49809,0,0,0,0,0.12557,0.13157,0,0.17405,0.0963,0.08095,0.07741,0.20279,0.0578,0.12797,0,0.03171,0,0.23861,0.0188,0.0876,0.08477,0,0,0.18898,0,0,0,0,0,0,0.08286,0.0422,0,0,0.20898,0.04333,0.03218,0,0,0.04102,0,0,0,0,0.59884,0,0.27969,0,0.25697,0,0,0,0.09914,0,0.03093,0,0,0.49511,0,0,0.00702,0,0,0,0,0,0,0,0.00468,0.06011,0,0,0.08563,0,0,0,0,0.5485,0.24103,0.01552,0.20253,0,0.00659,0.07047,0.02619,0.01033,0,0.04458,0.4472,0,0.00629,0,0,0.08315,0.17032,0.00486,0.26291,0,0.00403,0.19041,0.06786,0.0745,0.13571,0.04716,0.14459,0.04338,0.12636,0,0.00869,0,0,0,0.0286,0,0.30994,0.08316,0,0.02615,0,0.006,0.13004,0,0,0,0.17075,0.12381,0.10198,0.26197,0,0.15895,0,0,0,0,0,0.04528,0.15901,0.02036,0.00724,0.03428,0,0,0,0.01062,0.38321,0,0,0,0.0189,0.00731,0.0212,0.07974,0.13267,0,0,0.44248,0.08087,0,0.15271,0.02273,0.053,0,0,0.2008,0,0.24788,0.0057,0,0.02166,0.08321,0,0,0.24022,0.02534,0,0,0,0,0.20832,0,0.11431,0,0.25202,0.04539,0.13325,0.26995,0,0,0,0,0.01368,0,0,0.1103,0,0.15112,0,0,0,0.08487,0,0,0.03137,0.21544,0,0.04342,0,0,0,0.07957,0.03738,0,0.34339,0.13658,0.1197,0,0,0.1253,0,0.0839,0,0.09742,0.2562,0.15394,0.08924,0.11469,0.03556,0.02568,0.07246,0.01445,0.13632,0.01057,0.31345,0.21386,0,0.08233,0.22298,0.10882
Blautia_SGB4815,0,0.47261,0,0,1.71147,0.10853,0,0.32682,0,0.25705,0,0,0.11277,0,0.92182,0,0,0,0,0,0,0.05222,0.7405,0,0.0619,0.04261,0,0,0.08736,0.08001,0.03085,0.17324,0,0,0,0,0.18754,0,0,0.01321,0,0.42306,0,0,0.00643,0.15368,0.33066,0,0.00204,0.0506,0,0,0,0,0,0,0,0.0258,0,0,0.00376,0,0,0.31972,0,0.01255,0,0.00231,0,0,0.05651,0.02657,0,0,0,0.06235,0,0,0.08245,0.68327,0,0.0585,0.06512,0.031,0,0,0.00154,0.00941,0.10972,0,3.23326,0.07848,0,0,0,0.63267,0.21146,0,0.02175,0,0.33417,0.04879,0.01873,0.07403,0.25244,0.03824,0.05426,0.00388,0.05773,0.11186,0.09154,0.38505,0.05484,0.13137,1.1686,0.49104,0.03433,0.73514,0.36116,0.73294,0.71742,0.08214,0.13706,0.22469,0.23231,0.04923,0,0.04992,0.10499,0.12502,0.0084,0.64581,0.13623,0,0,0,0.10768,0.09234,0,0.14784,0.16938,0.15616,0,0.17766,0.04342,0.09141,0.02187,0.03299,0.02125,0.42851,0.24028,0.10704,0,0.12931,0.428,0.20294,0.03083,0.08866,0.10748,0.45183,0.06701,0.74175,0.01005,1.88852,0,0.12441,0.67623,1.33814,0.00226,0.22851,0.00523,0.04584,0,0,0.14418,0,0,0,0,0.14332,0.50681,0,0,0,0.1645,0,0,0,0,0,0,0,0,0,0.15805,0.10169,0,0.00135,0.00427,0,0,0,0,0,0.09566,0.09702,0.05499,0.15298,0.13671,0.05256,0,0.03424,0.14255,0,0,0,0,0,0,0,0,0.03138,0,0,0,0,0.10714,0.09201,0,0.10726,0,0.01244,0.19545,0,0.06837,0,0,0.5086,0,0,0.30125,0,0.07302,0.08689,0,0.63704,0.17304,0.00312,0.29595,0.12381,0.02229,0.24217,0.01933,0.06421,1.79692,0.00544,0.32102,0,0.06517,0.06007,0.07046,0.08024,0,0,1.48782,0,0,0,0,0,0,0,0.0048,0,0,0.01979,0.00729,0.03449,0,0,0,0,0.24704,0,0,1.29813,0,0.07361,0,0,0,0,0,0.07646,0,0.09321,0,0.00336,1.12741,0,0,0,0.97046,0,2.50148,0.00177,0,0,0,0.02464,0.26123,0.67352,0,0.37485,0,0,0.44107,0.3347,0.51232,0.12889,1.11367,0,0.48042,0.16713,1.76965,2.78383,0.00458,0,0.89783,1.51571,0.13158,0.00656,0,0.08602,0.26212,0.66204,0.0794,0.2463,0,0.00718,0.61387,0.02734,1.35695,0.71972,0.59035,0.04222,0.07419,0.3358,0.05938,0.14913,0,0,0,0.25737,0,0.47104,0.15606,0,0.0279,0.08214,0.32455,0.64015,0,0,0,0.08898,0.36239,0.83834,0.65646,0,0.91795,0,0,0.10617,0,1.61806,0.12176,0.00585,0.51233,0.08197,0.32138,0.10804,0.12907,0,0.09412,0.08783,0.88219,0.44634,0,0.3676,0.14735,0.02601,0.09134,0.0019,0,0,0.26949,0.19738,0.00182,0.06016,0,0.23722,0,0,0.07389,0,0.23204,0.02837,0,0.84729,0,0,0.00385,0.09957,0.00259,0,0,0,0,0.50937,0,0,0.11941,0,0,0.22802,0.06699,0,0.01988,0,0,0.11605,0,0.22698,0,0,0.01003,0.00635,0,0,0.01217,0,0,0.03479,0.16275,0.0497,0.13039,0,0,0,0.0114,0,0,0,0.06063,0.03306,0,0,0,0,0.07929,0,0.12486,0.11576,0.19933,0.07245,0.10269,0.27254,0.01741,0.18651,0.07764,0.21072,0.07969,0,0.12113,0.24728,0.18528,0.07552,0.04767
Collinsella_SGB14861,0,0,0,0,0,0,0,0,0,0.06582,0,0.74528,0.1584,0,0,0,0,0,0,0,0,0,0.00377,0,0.14197,0.38058,0,0,0.12956,0,0.74314,0.01052,0,0,0,0,3.76084,0,0,0.40019,0,0.81964,0,0,0,0.38451,0,0,0.05931,0,0,0,0,0,0.05143,0,0,0.28672,0,0,0,0.05579,1.49647,3.76005,0,7.45433,1.21477,0,0,0.30281,0.22673,0,0,0,0,0.20769,0.00497,0,0.45732,0.02602,0,0,0.18298,0.34795,0.64498,0,0.16395,0,0,0,0.96678,2.23448,0,0.00122,0,0.38011,0.00378,0,0.09277,0.05805,0.09522,0.01801,0,0.08859,0.11804,0.36916,0.04988,0.13026,1.10071,0.18791,0.00068,0.54164,1.28028,0.67206,0,0.64485,0.0173,0.39365,0,0.8448,0.93261,0.26949,0.03845,0.19986,0.26909,0.2677,0.20742,0.09206,0.19181,0.85712,0.05655,0.07388,0,0,0,0.3174,0.06441,0.78406,0.0585,0.0893,0.34993,1.13791,0.17618,2.70113,0.01368,0.55582,0.24728,0.31899,0.00926,1.60585,0.07432,2.36322,0,0.0647,0,0.5295,0.02165,0.11944,0.18858,0.1022,0.35374,0.17546,0,1.04123,0.01573,0.01783,0.53014,1.12731,0.37394,1.87044,0.35915,0,0,0.13295,0,0,0,0,0,0.15492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52098,0,0,0,0,0,0,0,0,0,0,0.0855,0.19465,0.58453,0.01637,0.00462,0,0,0,0,0,0,0,1.35458,0,0,0,2.48387,0,0,0,0,0.49894,0.24358,0.02559,0.87278,0,0,0.50662,0,0.03071,0,0,0.05904,0,0,0.25309,0,0,0,0,0,4.97058,0,0,0.21022,1.10894,0.37796,0.38113,0,0,0,0.06075,0,0,0,5.89644,0.34518,0,0,0.00749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01561,0,0,0,0,0.24577,0,0,0,0,0,0,0,0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1637,0,0,0,0,0,0.51843,0.48368,0.37089,0,0,0.01262,0.14746,0,0.08234,0,0,0.71453,0.00198,0,0,0,0,0.7208,0,0,0,0.00131,0,0.00377,0,0.54963,0.0697,0,0.30197,0,0,0,0,0,0,0,0,0,0.12052,0,0,0,0,0.13292,0,0,0,0.40115,0.1914,0.15072,0.11647,0,0.10185,0,0,0,0,0,0,0,0.0482,0.04767,0,0.05785,0,0,0.00735,4.23628,0,0,0,0,0,0.00351,0,0,0,0,0,0.01138,0,0.07441,0,0,0,0,0,0,0.05081,0,0,0.00579,0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0.14459,0.21896,0,0,0,0,0,0,0,0.75621,0,3.54619,0,0,0,0.57374,0,0,0.04562,0.2464,0,0,0,0,0,0.76452,0,0,0,0,0,0,0,2.70483,0,0,0,0,0,0,0.2147,0,0.05788,0.17502,0,0.02569,0.13533,0,0,0,0.66953,0.12502,1.8256,0
GGB9760_SGB15373,0,0,0,0,0,0,0,0.34814,0,0,0,0.19657,0.00059,0,0,0,0,0,0,0,0,0.13385,0,0,0.21323,0.28107,0,0,0,0.9941,0.27731,0,0.22634,0,0,0,0,0,0,0.06187,0,0,0,0,0,0.13913,0.61887,0,0,0.24376,0,0,0,0,0.18571,0,0,0.08389,0,0,0,0,0.11309,0.09058,0,0.02363,0,0.41288,0,0,0.06031,0.26386,0,0,0,0.32397,0.03474,0,0.02112,0,0,0,0.07637,0,0,0,0.00315,0,0,0.08035,0,0.08765,0,0,0,0.14673,0.34317,0,0.12547,0,0.15077,0.04124,0.20633,0.11196,0.30289,0.49276,0.03277,0,0.01931,0.15508,0.02582,0.06782,0,0,0,0.15747,0.0339,0.13183,0,0.08587,0.10944,0.1435,0.27641,0.05591,0.12722,0.22169,0.32803,0.00319,0.08804,0.09593,0.01607,0.31213,0,0,0.33429,0,0.01526,0.05565,0.10448,0.13389,0.01882,0.02627,0,0.27315,0,0.30491,0.02679,0.48689,0.13101,0.33814,0.06102,0.06119,0,0.03798,0,0.04975,0,0.15956,0.0864,0.20533,0.11405,0.12502,0,0,0.44312,0.04368,0.01803,0.08444,6.00E-05,0.15856,0,0,0,0.15266,0,0,0,0,0,0.14978,0,0,0,0,0.01291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65286,0.05215,0.01035,0.04803,0.01562,0.00162,0,0,0,0,0.26896,0,0,0,0,0,0,0.05235,0,0,0,0,0.04016,0.06064,0.36119,0.00789,0,0,0.01795,0,0,0,0,0,0,0,0,0,0.01242,0,0,0,0.04345,0,0,0.17933,0,0.12145,0,0,0,0,0,0,0,0,0.34658,0,0,0,0.08298,0,0,0,0,0,0,0,0.25165,0,0,0,0,0.01287,0,0,0,0,0,0,0,0.02495,0,0.04169,0,0,0,0,0,0.03349,0,0,0,0,0,0,0,0,0,0,0,0.06505,0,0,0,0,0.03485,0,0,0,0,0,0,0,0,0.02447,0.00359,0.41416,0,0.12781,0.18978,0,0.43631,0,0.07309,0,0,0,0,0,0,0.03067,0,0.46114,0,0.00152,0,0.12064,0.06462,0.01382,0.14471,0,0.12854,0,0,0.05418,0,0,0,0,0,0.06135,0,0,0.33383,0,0.21644,0.23005,0,0,0,0.11545,0.06775,0.20382,0.01027,0,0,0,0,0,0,0,0,0,0.00088,1.12422,0,0,0,0,0.43471,0.24527,0,0,0,0,0,0.02172,0.02202,0,0,0,0.04291,0.02788,0,0.14776,0,0.16779,0,0,0,0,0,0,0,0.42053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03895,0.1292,0,0,0,0,0,0,0,0,0,0.13061,0,0,0,0,0,0,0.00614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15216,0.10684,0,0.11003,0,0,0.12112,0.04115,0,0.04982,0.07017,0,0,0,0.03878,0.17461,0
GGB79734_SGB15291,0,0.06671,0,0,0,0,0,1.97758,0,0.43119,0,0,0.0076,0,0,0,0,0,0,0,0,0,0.71737,0,0,0,0,0,0.23229,0,0.11454,0.16887,0,0,0,0,0.02672,0,0,0.45816,0,0,0,0,0,0.07882,0.36957,0,0,0.49913,0,0,0,0,0.26714,0,0,0.00044,0,0,0,0.24685,0.72699,0.74074,0,0,0,0,0,0,0.3234,0,0,0,0.02216,0,0.1486,0.22904,0.01325,0,0,0,0.04488,0.75623,0,0,0.08274,0.17323,0,0.16746,0.10388,0.23337,0,0,0,0.10564,0.13669,0,0.26469,0,0.13103,0.16857,0.12269,0,0.24242,1.54815,0.01034,0.27351,0.1291,0.04836,0.04208,0.79717,0.17557,1.90299,0,0.31926,0.10803,0.31147,0,0.10341,0.42058,0.09942,0.0944,0,0.18793,0.01956,0,0.04757,0.36269,0.00975,0,0.15626,0.14296,0,0,0,0.07824,0.2007,0.31492,0.13597,0.05172,0.11865,0.37531,0.10344,0.02607,0.41785,0.23765,0.39475,0,0.20502,0.17649,0.16466,0,0.03744,0,0.27432,0,0.21741,0.96259,0.05626,0.45426,0.57607,0,1.82364,0.04376,0.29028,0,0.49581,0.00033,0.28474,0,0.27478,0,0,0,0,0,0,0,0,0.86924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77273,0.24233,0,0,2.75887,0,0,0,0,0,0,0.10939,0.28838,0.13823,0.12804,0.07238,0,0,0.08182,0,0,0,3.80724,0.11844,0,0,0,0,0,0,0.19541,0,0.31951,0.1592,0,0.57673,0,0,0.26243,0,0.20681,1.516,0,0,0,0,0.19234,0,0.00377,0,0,0,0.19183,0.01712,0.30597,0.4804,0.02659,0.09757,1.08596,0.61987,0,2.61976,0.26072,0,0,0.57807,2.27338,0.3358,0,0,1.32588,0,0,0,0,0,0,0,0.74533,0,0,0,0.07113,1.07972,0,0,0,0,0,0,0,0.30273,0,2.36169,0,0,0,0,0,0.00736,0,0.02762,0,4.77893,4.50266,0,0,0,0,0,0,2.76711,0,0,0,0,1.15021,0,0,0.18742,14.54497,0,0.06356,0,0.33745,0.21042,0.00935,0,0.01747,1.37214,4.30538,0,2.13428,0,0.97231,0.66241,1.35465,0,0,0.12998,0.5852,2.61617,0,6.07457,0,0.23751,13.64996,6.77026,0,1.49811,6.954,3.6789,0.9438,0.44764,0.0039,2.3531,0,0,0,6.81171,0,1.23515,0.02443,0,3.71427,0.28229,8.32133,0.97495,0,0,0,0.5964,2.58208,0,1.09198,0,0,0,0,0,0,0,0,0,0,0,0.42091,0.02234,0,0,0,3.24851,0,0,0,1.12656,0.00358,0.2047,4.72355,0.17315,0,0,0.10218,0.22177,0,0.41279,0,1.91566,0,0,0,0,1.72322,1.59702,0,0,0,0,0,0,2.62663,0,0,0,0,0.45275,0,0,0,0,0,0,0.55846,0,0,0,0,0,0,0,1.23049,0,0,0,0,0,0,0,0,0.00451,0.62363,0,0,0,0,0,0.07971,0,0,0,2.11833,0,0,0,0,0,0,0,1.12922,0,0,0.18465,0,0,0.76959,0,0.6842,0.29532,0.88706,0,0,0,0.35426,0.27577,0.28685
Oscillibacter_sp_ER4,0,1.55132,0,0,0,0,0,0.09223,0,0.87359,0,0,0.00087,0,0,0,0,0,0,0,0,2.92162,0,0,1.44816,0.001,0,0,1.97932,1.77943,1.41527,0,0,0,0,0,0,0,0,2.15344,0,3.2244,0,0,0,0,0.14178,0,0,0,0,0,0,0,1.3508,0,0,1.70625,0,0,0,18.64796,3.30731,0.00282,0,4.17156,0,0,0,1.12231,1.82762,0,0,0,0,0.07535,0,0,8.0409,1.00532,0,0,0.17819,4.89025,0,0,2.34554,0,0,0.00726,2.29484,0.05573,0,0,0,0.0335,0.02543,0,0.48067,0,2.25219,1.48646,0.60459,0.13702,0.59246,0.1541,2.10154,0.28549,0.17243,0.47124,2.40583,2.18502,0.46165,0,0,0.66292,0.29626,0.45253,1.18406,0.24963,0.81242,1.16348,0.57379,2.72236,1.05665,1.45425,0,1.11613,0.54214,0.76108,1.87833,4.89024,0,0,0,0,0.72085,2.54275,0,0.05541,0.39607,0.90766,0.04156,0.26319,0.00247,4.34667,3.12185,0.06158,0.25096,0,1.77866,0.03172,0,0.61371,0,0.44085,0,0.28306,0.78386,0.60934,0.14065,2.07165,0,2.61008,3.14041,0.04038,0.00313,0.04312,0.35554,7.15172,0.24597,0,0,0.64173,0,0,0,0,0.02484,2.08038,0.42051,0,0,0,0.41705,0,0,0.50834,0,0,0,0,0,0,0.05764,1.77992,0,0,0,0,0,0,0,0,1.5989,0.26233,0.33315,0.06918,0.65592,9.00E-04,0,0,0.44063,0,0.00124,0,0,0,0.06157,0,0,1.61125,0,0,0,0,0.34947,0.14328,0.40964,0.24211,0,0,0.31514,0.20621,0.40946,0,0,0,0,0,1.06408,0,0,0,0,0,0.25339,0,0,0.59344,1.51823,0.01418,0.63044,0.01115,0,0,0.22317,0,0.0086,0,0.28606,0.39871,0,0,0,0,0,0,0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0.00789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367,0,0,0,0,0,0,0,0,0.10773,0,0,0,0,0,0,0,0.00803,0.6644,0.0237,0,0,0.00209,0.01703,0,0.0024,0,0,0.08996,0,0,0,0.14903,0.11069,0.45132,0,0,0,0,0,0,0.01027,0.05157,0.00862,0,0,0,0,0.02707,0,0,0,0,0,0,0,0,0.00835,0,0,0.2569,0,0,0,0.01242,0.58861,0.0128,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0.00137,0,0,0.06458,0,0,0,0,0,0,0.01253,0,0,0,0.28192,0.06717,0,0.02641,0,0,0,0,0,0,0.00633,0,0,0,0,0,0,0,0,0.00167,0,0,0,0.01189,0,0.04267,0,0,0,0.16503,0.06566,0,0,0,0,0.00495,0,0,0.30613,0,0,0,0,0,0.55578,0,0,0.6193,1.13341,0,0,0,0,0.56614,0.10273,0,0,0.03104,0,0,0,0,0,0,0,0,0.05802,1.01826,0.07557,0,0,0,1.09733,0.63217,0.05408,0.82702,0,0,0.29013,0,0.20159,0.25999,0.46519
