gene,AUS1002,AUS1005,AUS1006,AUS1007,AUS1008,AUS1010,AUS1011,AUS1012,AUS1013,AUS1015,AUS1016,AUS1017,AUS1021,AUS1022,AUS1023,AUS1024,AUS1027,AUS1028,AUS1029,AUS1032,AUS1033,AUS1034,AUS1035,AUS1036,AUS1040,AUS1041,AUS1044,AUS1045,AUS1046,AUS1047,AUS1048,AUS1049,AUS1055,AUS1057,AUS1059,AUS1060,AUS1061,AUS1062,AUS1063,AUS1064,AUS1065,AUS1066,AUS1067,AUS1069,AUS1070,AUS1071,AUS1073,AUS1074,AUS1075,AUS1076,AUS1077,AUS1078,AUS1079,AUS1080,AUS1081,AUS1082,AUS1083,AUS1084,AUS1085,AUS1087,AUS1089,AUS1091,AUS1093,AUS1094,AUS1095,AUS1097,AUS1098,AUS1099,AUS1100,AUS1101,AUS1102,AUS1103,AUS1104,AUS1105,AUS1107,AUS1108,AUS1109,AUS1111,AUS1113,AUS1114,AUS1115,AUS1116,AUS1117,AUS1118,AUS1120,AUS1121,AUS1122,AUS1123,AUS1125,AUS1126,AUS1128,AUS1129,AUS1131,AUS1132,AUS1133,AUS2008,AUS2012,AUS2015,AUS2017,AUS2023,AUS2024,AUS2027,AUS2033,AUS2044,AUS2047,AUS2058,AUS2066,AUS2067,AUS2069,AUS2070,AUS2071,AUS2073,AUS2074,AUS2080,AUS2083,AUS2091,AUS2098,AUS2100,AUS2101,AUS2102,AUS2113,AUS2118,AUS2120,AUS2121,AUS2129,AUS2131,AUS3006,AUS3007,AUS3011,AUS3015,AUS3016,AUS3017,AUS3024,AUS3028,AUS3029,AUS3032,AUS3034,AUS3046,AUS3048,AUS3049,AUS3059,AUS3060,AUS3062,AUS3063,AUS3064,AUS3065,AUS3066,AUS3082,AUS3089,AUS3095,AUS3097,AUS3128,AUS4004,AUS4005,AUS4007,AUS4010,AUS4013,AUS4017,AUS4018,AUS4020,AUS4021,AUS4025,AUS4027,AUS4028,AUS4029,AUS4030,AUS4035,AUS4037,AUS4040,AUS4041,HK1001,HK1002,HK1003,HK1004,HK1005,HK1006,HK1007,HK1008,HK1009,HK1010,HK1011,HK1012,HK1013,HK1014,HK1015,HK1016,HK1017,HK1018,HK1019,HK1020,HK1021,HK1022,HK1024,HK1025,HK1026,HK1027,HK1028,HK1029,HK1030,HK1031,HK1032,HK1035,HK1036,HK1037,HK1038,HK1039,HK1041,HK1043,HK1044,HK1045,HK1047,HK1048,HK1049,HK1050,HK1052,HK1053,HK1054,HK1055,HK1056,HK1057,HK1058,HK1059,HK1060,HK1061,HK1063,HK1064,HK1065,HK1066,HK1067,HK1068,HK1069,HK1070,HK1071,HK1072,HK1073,HK1074,HK1077,HK1078,HK1079,HK1081,HK1083,HK1084,HK1085,HK1086,HK1087,HK1088,HK1089,HK1090,HK1092,HK1093,HK1094,HK1095,HK1097,HK1098,HK1099,HK1101,HK1102,HK1104,HK1105,HK1106,HK2001,HK2010,HK2011,HK2012,HK2014,HK2016,HK2017,HK2018,HK2020,HK2025,HK2026,HK2028,HK2037,HK2052,HK2056,HK2061,HK2065,HK2068,HK2078,HK2086,HK2095,HK3002,HK3007,HK3009,HK3012,HK3013,HK3014,HK3015,HK3019,HK3027,HK3029,HK3036,HK3039,HK3048,HK3058,HK3060,HK3088,HK3095,HK3101,HK3104,HK3105,HK4001,HK4002,HK4003,HK4004,HK4005,HK4006,HK4007,HK4008,HK4009,HK4010,HK4011,HK4012,HK4013,HK4014,HK4015,HK4016,HK4018,HK4019,HK4020,HK4021,HK4023,HK4024,KM1001,KM1002,KM1003,KM1004,KM1005,KM1006,KM1007,KM1008,KM1009,KM1010,KM1011,KM1012,KM1013,KM1014,KM1015,KM1016,KM1017,KM1018,KM1019,KM1020,KM1021,KM1022,KM1023,KM1024,KM1031,KM1032,KM1033,KM1034,KM1035,KM1036,KM1037,KM1038,KM1039,KM1040,KM1041,KM1042,KM1043,KM1044,KM1045,KM1046,KM1047,KM1048,KM1049,KM1050,KM1051,KM1052,KM1053,KM1054,KM1055,KM1056,KM1057,KM1058,KM1059,KM1060,KM1061,KM2001,KM2002,KM2003,KM2005,KM2006,KM2007,KM2014,KM2015,KM2016,KM2017,KM2018,KM2020,KM2037,KM2038,KM2039,KM2041,KM2043,KM2044,KM2045,KM2046,KM2051,KM2052,KM2055,KM2056,KM2060,KM3008,KM3009,KM3010,KM3011,KM3012,KM3013,KM3019,KM3021,KM3022,KM3023,KM3024,KM3031,KM3032,KM3033,KM3034,KM3035,KM3036,KM3040,KM3042,KM3047,KM3048,KM3049,KM3050,KM3052,KM3054,KM3057,KM3058,KM3059,KM3061,KM4001,KM4002,KM4003,KM4004,KM4005,KM4006,KM4007,KM4008,KM4009,KM4010,KM4011,KM4012,KM4013,KM4014,KM4015,KM4016,KM4017,KM4018,KM4020,KM4021,KM4022,KM4023,KM4024,KM4026,KM4031,KM4032,KM4033,KM4034,KM4035,KM4036,KM4037,KM4038,KM4039,KM4040,KM4041,KM4042,KM4043,KM4044,KM4045,KM4046,KM4047,KM4048,KM4049,KM4050,KM4051,KM4052,KM4053
kpsF.1,0,0,1.544,8.355,0,2.498,14.922,0,0,0,1.35,0,19.79,10.256,0.641,0,0,1.648,6.713,0,5.609,0,0,1.234,0,2.463,0,5.919,0,0,0,0,3.261,0,0.524,0,0,0,3.481,0,2.449,0,2.745,7.558,9.818,1,0,0,0,0,4.685,0,3.193,2.846,0,1.545,1.285,0,0,0,0,3.58,0,0,0,0,0,0,0,2.507,0,0,0,0,0,8.869,0,0,0,0,0,0,0,0,0,0,1.29,0,2.026,0,0,0,8.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.616,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056,1,0.417,0,0,1.873,1.427,0,0,0,0,0.793,1.449,1,0,0,0,0,0,0,8.459,0,0,1.537,0,0,0,0,0,7.414,0,0,0,2.937,0,0,1.074,0,2.971,0,0,9.855,0,0,0,0,0,0,1.273,0,0,0,0,0,1.279,0,0,0,0,0,1.317,0,3.311,0,0,0,5.003,0,0,1.315,3,4.315,0,0,1.763,0,0,0,0,0,0,0,0,0,2.687,0,1,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0,0,0,0,1.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.067,6.437,0,0,1.66,1,2.718,2.14,3.901,0,0,0,0,0,1.2,0,0,1.414,7.895,0,0,1.323,0,14.402,0,0,0,2.611,8.901,0,2.076,0,9.685,0,0,5.461,0,0,0,0,0,1.614,2.593,3.512,6.51,0,0,0,0,0,0,4.307,1,0,0,0,0.639,0,2.472,0,0,1.34,0,0,0,0,1.079,0,0,0,0,0,0,0,0,0,4.656,0,0,0,0,0,0,0,0,0,1.346,0,0,0,0,0,0,0,0,0,0,0,0,0,3.208,0,0,0,0,1.496,0,6.337,0,0,0,0,0,0,0,0,1.515,0,2.225,0,0,0,0,0,0,0,0,0,0,0,1.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
katA.1,241,17.321,356.49,0,1,43.656,394.093,0,2.208,0,241.305,8.824,81.176,252.337,7.796,0,0,22.319,445.424,0,8.709,0,0,40.696,2.352,9.315,0,7.48,0,0,0,0,30.917,0,13.766,63.803,0,0,92.207,0,250.831,1,240.266,112.316,902.625,0,7.341,0,0,0,42.949,14.164,11.828,20.816,0,77.604,27.998,0,0,32.024,0,137.1,0,0,66.848,2.06,0,0,0,15.944,0,0,0,1.508,0,25.251,1.39,0,0,0,14.26,0,1,5,3,0,26.492,0,22.51,0,1,0,152.898,0,1.294,0,0,0,0,4,125.778,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2.375,1,4.769,0,0,0,0,0,0,6.195,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,19.65,0,0,0,0,0,0,157.509,0,0,0,0,1.694,0,0,0,0,0,0,1.581,0,0,0,0,0,45.283,0,1.067,0,21.411,2.741,0,0,0,28.898,157.113,0,1.302,0,4.109,0,118.335,27.32,0,3.958,31.267,0,1,3,46.509,0,7.186,312.395,5.523,0,4.97,0,23.635,92.937,206.59,0,6.917,14.37,0,10.174,119.425,1.506,5.356,0,0,180.842,0,0,14,0,0,0,1.199,0,0,0,5.731,0,0,0,0,0,5.06,0,47.61,1.707,9.79,57.905,1.783,140.848,105.24,5.426,0,7.813,72.367,434.371,45.094,1,158.96,0,6,0,0,5.703,0.5,7,74.981,0,111.913,0,0,0,0,12.212,0,2.953,3.068,0,17.13,12.552,3,0,0,1.026,0,4,0,5.375,0,0,0,0,0,0,0,2,0,23.872,0,4.883,0,0,0,7.105,0,0,32.659,79.486,0,101.347,1,3,15.538,8,0,0,0,0,2,2.468,8.913,0,0,0,23,2.194,10.269,0,10.04,0,2.262,0,1.045,0,0,0,0,72.782,14.652,366.908,0,0,2.756,1.361,50.263,26.245,19.113,48.417,0,15.33,0,7.964,6.751,39.449,5.279,28.002,262.647,0,1,7.627,0,103,2.691,39.97,0,3.37,713.051,1.073,22.815,0,29.76,2.246,24.601,2.723,3.423,0,6.026,9,0,31.456,90.763,11.701,81.288,24.457,8.814,4.704,0,2.055,19.165,2.844,0,0,23.903,27.178,2.052,4.707,32.095,2.794,6.872,28.173,0,0,13.59,0,0,6.668,0,0,0,0,0,2.891,1.055,11.092,17.151,8,9.542,0,0,5.928,0,4.06,2.049,0,2.571,1.382,8.065,1.154,3.942,0,10.741,57.499,0,5.081,0,6.599,29.842,0,0,0,3.241,10.514,12.91,154.891,1.194,44.943,0,0,1,0,3,48.885,0,11,7.999,9.912,12.798,0,4.977,0,1.683,0,8.351,0,7.234,11.599,0,0,71.23,0,0,0,0,0,1.054,0,0,13.781,1.889,0,9.368,3.016,1,0,75.094,2.73,3.074,209.69,4.353,0,0.5,36.456
flhB,2,0,0,0,0,0,0,0,0,0,0,9.287,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,33,0,0,2,0,0,0,0,5,0,26,0,11.331,0,0,1,0,3,0,0,0,0,0,4,2,2,0,0,1,14,103,1,0,5,1,0,0,0,0,7,0,0,5,0,15,2,0,0,0,1,0,0,0,0,0,0,8,0,0,8,0,52,0,0,14,0,0,4,0,3,0,2,0,2,0,25,0,2,8,0,1,3,0,4,14,1,2,1,7,0,0,3,0,0,0,4,0,0,24,5,5,3,0,1,0,0,25,1,2,3,0,1,3,0,0,0,8,2,0,0,1,18,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,7.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,0,0,0,1,12,0,5,0,0,0,37.453,0,0,0,0,4,0,0,2,4,2,0,6.11,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,13,0,5,1,0,0,1,0,0,34,0,0,2,0,7,14,2,1,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,10,3,31.836,0,0,0,0,1,1,3.1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,16,0,0,0,0,35,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0
tufA.1,0,0,0,0,0,0,0,0,0,0,0,0,11.553,0,0,53.113,13.413,0,0,0,0,0,5.496,0,0,14.516,0,0,9.289,1,13.329,0,0,0,36.976,0,0,0,0,0,0,9,0,0,0,0,32.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16.185,0,0,0,7,0,0,0,0,0,11.388,2.057,10.764,0,11.338,0,13.116,0,0,0,0,10.294,0,0,0,4.646,9.676,0,0,95.634,15.469,0,0,0,0,2.532,5.054,0,14,0,0,0,137.754,19.528,0,0,0,0,20.71,22.804,1.476,0,13.079,0,0,16.37,0,7.926,0,7.576,0,0,3.745,50.916,0,2,1.031,21.392,0,4.705,0,0,1.07,0,8.764,31.461,9.586,13.427,0,2.524,0,4.56,51.912,0,49.892,0,9.543,0,0,0,10.006,0,11.187,10.835,9.876,16.803,39.676,5.161,0,7,50.949,0,11.062,3.787,0,0,1,0,0,34.104,0,0,0,7.488,0,0,0,0,0,0,0,0,0,0,70.522,0,0,72.474,0,0,35.67,0,0,34.451,0,0,0,0,22.398,0,0,0,0,0,0,18.58,0,0,0,50.633,0,0,0,0,0,0,0,0,0,0,15.654,0,1,0,0,0,0,0,5.17,0,0,0,0,23.112,0,0,1.039,0,0,0,0,0,0,0,43.895,10.281,0,0,0,0,0,0,0,0,0,0,26.272,0,20.451,0,60.147,0,0,0,0,0,0,74.049,27.395,0,0,40.735,0,0,58.094,0,1.035,0,0,97.526,42.555,0,69.681,1.236,0,78.866,0,0,0,0,13.427,61.945,0,0,0,0,0,0,64.643,0,32.664,0,0,0,0,32.867,0,14.189,0,0,0,123.808,0,41.32,35.679,65.454,35.099,44.214,0,0,1.07,0,23.591,0,0,6.832,0,0,0,0,0,10.833,0,0,19.844,0,131.853,0,0,0,16.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.55,0,2.285,0,0,41.845,166.987,0,0,29.574,9.576,10.524,0,0,3.386,0,0,0,0,29.656,1,0,0,0,0,166.215,0,43.663,150.383,0,0,0,26.423,6.226,14.557,8.231,14.426,10.184,0,0,0,0,0,0,0,0,0,0,0,16.795,0,0,63.689,13.055,0,0,34.657,0,0,0,0,0,52.302,11.99,26.727,44.936,9.673,0,12.754,0,8.891,8.051,0,30.228,0,8.184,0,25.1,0,0,0,0,2.062,0,0,0,0,0,7.893,0,0,7.26,0,0,0,6.983,0,0,8.673,5.284,3.773
cesB,0,24.521,0,0,0,0,0,7.038,0,0,0,0,2.99,0,0,0,0,7.35,0,0,0,3.039,6.204,1.5,0,15.904,5.178,0,0,9.067,0,2.158,0,1,1.805,0,0,0,0,0,0,17.347,0,0,0,1.735,2.15,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,18.203,0,0,0,0,0,0,1.508,0,0,0,0,1,0,7.134,0,2.858,0,0,0,10.057,0,0,6,0,0,0,4.723,0,0,1.029,0,4.766,6.267,0,0,0,3.092,0,1.569,0,1.578,11,0,0,3.364,0,3.07,0,1.609,0,11.029,1.288,2.755,5.097,0,17.872,0,0,1.9,0,0,0,3.17,0,3.735,4.92,0,1,13,1,0,8.675,0,6.364,0,1,6.367,0,1.514,4.509,0,13.152,1.505,1.613,1.035,2.67,22.75,0,1.583,3.113,0,0,8.018,0,0,0,4.37,29.175,0,14.174,9.463,4.12,9.347,0,0,1,1.898,2,0,0,0,0,0,11.696,43.329,6.007,0,0,0,31.357,6,5.866,0,0,0,1.535,10.039,7.802,6.793,0,0,0,0,0,21.538,0,0,0,0,1.101,0,4,0,0,0,0,5.883,0,0,0,3.038,0,0,0,0,0,12.32,0,10.785,0,0,0,0,1.474,0,1.518,0,0,0,7.337,0,7,0,0,5.03,0,0,6.503,0,0,0,0,13.782,1.522,0,7,1.18,0,9,0,0,0,6.229,0,13.832,0,0,7.556,5,6.349,0,11.835,0,11,2.911,18.291,0,0,0,26.612,3,0,6.364,0,0,0,1,6.049,0,4.546,0,9,0,3.008,0,18.604,0,1.527,0,0,0,20,21.689,3.894,0,7.323,4.842,0,7,9.637,4,24.35,21.327,6.803,23.992,6.124,4.309,0,1.45,1,5,14.025,5.2,26.836,10.325,19.421,5.952,16.298,1.535,17.748,1,0,0,17,4.069,7,1.437,0,0,0,0,0,0,0,0,0,2.866,42.779,0,0,82.237,11.76,10.258,0,0,2.044,0,0,0,0,6.177,0,75.686,0,0,0,0,19.045,1,2.928,4.823,0,0,6.681,0,0,0,7.959,0,0,1,10.273,0,0,5.398,13.554,0,5.944,0,0,1.523,11.711,3.707,20.968,62.442,9.145,6.787,0,6.496,137.395,12.633,1,0,19.766,10.82,6.013,10.682,0,10.843,0,6.587,13.7,8.716,0,5,1.532,0,9,24.547,16.143,0,7.163,5.097,8.555,14.471,0,2.972,0,32.409,22.81,27.13,9.125,0,10.365,1.506,1.598,17.409,0,0,0,9.221,3.192,9.442,57.718,0,15.003,0,13.821,6.594,0,0,4,22.95,3.123,39.399,2,11.866,5.546,0,34.453,11.701,16.904,4,0,0,6,5.99,19.185,0,11.641,0,7.765,11,0,11.377,29.049,8,0,0,2.889,0,5,7.605,0,15.209
llsG,0,0,0,0,0,0,0,0,0,2.952,0,0,1,0,0,0,0,0,0,0,0,0,1.77,0,1,0,0,0,0,0,0,12.267,0,0,3.151,0,1,3.035,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.102,0,1.342,1.624,0,0,7.112,0,1,0,2.132,0,0,0,0,0,0,9.516,0,0,0,0,0,3.523,0,0,0,1.26,3.446,0,2.186,1.336,0,6.531,0,1.565,4.819,0,0,0,3.762,2.191,0,1,2.021,0,0,0,3.966,4.502,3.313,11.515,4.054,30.901,3.05,6,0,0,1.255,1.289,0,1,1.144,4.267,3.471,0,1,0,2.011,1.116,0,2.024,0,2,0,0,2,1.267,0,2,0,1,6,0,1,0,0,4.448,1.041,5.127,0,2.879,0,0,0,3,0,2.913,1.514,2,2.201,0,2.984,4.988,0,0,1,0,0,0,0,3.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083,0,0,0,0,0,0,0,1.162,0,0,0,0,0,0,0,0,0,0,0,6.534,0,0,15.618,0,0,0,0,0,0,0,2.226,1.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.557,0,0,0,0,0,0,4.065,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.243,0,0,0,0,0,2.061,0,7.972,0,3.245,0,0,0,0,0,5.929,1,26.456,0,0,0,0,1.17,0,0,0,0,0,0,0,0,1,9.764,3,0,0,0,4.296,0,3.021,0,0,1.245,1.447,0,0,0,0,0,2,4.45,2.161,0,10.123,3.787,4.766,1,1.268,1.199,0,0,0,0,0,0,2.176,1.187,0,0,5.087,0,0,0,0,0,0,0,1.688,0,0,6.173,0,12.926,0,0,0,0,1,0,0,1.868,0,18.673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.198,0,1.618,1,0,0,0,12.497,3.319,0,0,0,3,17.928,40.208,0,0,0,7.312,0,0,0,0,0,0,13.332,7.684,6.7,14.361,0,0,0,0,0,0,0,0,12.492,0,12.38,0,0,34.822,4.312,0,1.584,0,0,0,1.287,13.523,0,0,0,0,0,0,0,0,0,0,4.314,0,0,12.216,0,0,0,0,0,0,0,0,3.296,0,0,0,0,0,0,6.08,1.905,1.036,0,0,0,0,0,0,0,5.177,9.793,0,0
clbB,62,0,91,38.943,2.702,4,134.256,0,0,0,5.67,0,48.292,89.751,1,0,0,0,81.135,0,6.418,0,0,0,0,0,0,0,0,0,0,1,6.888,1,3,8.056,0,0,46.865,0,61.221,0,74.71,14.7,283.69,0,2.837,0,0,0,17.969,2.561,3.137,5.762,0,35.177,12.07,0,0,14.331,1,0,0,0,15.046,1,0,0,0,10.048,0,2,0,2.595,0,36.682,4.483,0,0,0,2,0,0,5,0,0,26.892,0,8.549,0,0,0,50.844,0,0,0,0,0,0,1,42.862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.098,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.592,2.828,0,1.334,0,4,18.532,0,0,2,4.175,2.592,33.446,1,0,6.917,1,0,0,0,0,2.378,0,82,1,0,0,0,0,25.803,48,0,4,6.354,0,1,0,1,3.69,1,0,66.982,0,0,1,0,0,0,0,2,0,0,4,0,2,2,0,1,3.519,1,2.239,0,4.751,22,0,39,19.771,6,0,0,25,119.865,0,0,48,0,0,0,0,2,0,0,24.597,0,54.853,0,0,0,0,0,0,3,2,0,4.938,0,2,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,4.073,0,0,16.36,36.489,0,2.154,0,4,2.145,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,7.505,0,139.125,0,0,0,0,22.833,0,0,5.483,0,0,0,2,4,19.397,0,5.57,67.58,3.004,0,1,0,60.475,0,16.863,0,90.28,116.704,0,7.307,0,0,0,8.772,0,2.813,0,0,2,0,15.389,54.054,99.743,87.715,23.828,3.89,3.11,0,0,8,7.575,0,0,1,14.087,0,0,6.749,0,0,0,0,0,40.693,0,3.142,4,0,0,0,0,0,1.277,0,13.995,0,2.264,1,0,1,2,0,0,1,0,0,0,1,0,0,0,5.596,5.792,0,3,0,4.522,6.383,1,0,0,3.073,1,4.234,24.617,2,5.755,0,0,0,0,0,22.584,0,2.321,6,0,2,0,0,0,15,0,4,0,0,3.781,0,0,0,1,0,0,0,0,0,0,0,3,1,0,4.896,0,0,0,31.358,0,0,86.652,0,0,0,2.827
cheA.1,121,4,244.49,99.545,2,33.964,405.889,2,27.583,0,148.757,1.65,181.668,233.898,5.215,3.993,0,15.879,538.947,2,15.207,1,0,58.612,125.98,24.042,0,31.247,0,7.264,0,8.323,26.938,1.556,11.46,26.301,0,0,142.252,0,312.04,0,236.136,406.612,612.873,1,10.56,0,0,2,86.097,24.743,29.962,12.61,0,95.293,45.555,3,5.103,35.389,4,132.337,1.152,0,50.969,2,2,0,0,90.765,1.529,3,1.218,1.069,0,120.439,17.811,0,0,0,7.867,0,2,2,1,0,60.185,1,37.6,0,0,0,245.286,0,50.714,0,0,0,0,5,79.097,4.813,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,3.796,0,0,0,0,0,6.727,0,4,0,0,0,0,1.075,0,402.876,0,2,214.588,1.108,0,0,0,0,2,84.904,0,0,0,0,0,2.292,0,0,0,0,0,1,0,0,0,0,0,34.742,0,3.758,0,62.518,3,1,3,1.591,26.91,81.549,0,15.903,2.853,9.835,5.585,76.65,19.644,0,32.678,15.952,3.378,4.521,0,120.546,5.479,23.193,222.524,3,0,19.028,0,33.795,91.546,145.593,0,19.405,18.908,0,39.771,211.057,19.372,18.861,1.189,1,146.165,28.88,2.392,6.022,0,0,1,43.907,0,0,0,7.102,1,3.121,8.133,0,1,1.167,0,26.933,16.467,7.987,62,15.002,84.545,116.193,6.765,1,11.734,35.612,286.971,13.511,0,111.927,0,1.902,0,6.533,1.586,3,4.204,89.438,2,216.101,0,37.75,2.332,0,13.685,0,3.698,6.336,0,10.976,10.631,3,0,1.167,0,0,7,1,3.142,9.874,0,0,0,3.12,0,2,0,0,59.04,0,8.784,0,1,0,9.948,0,0,63.256,65.222,0,65.725,1,10,13.262,4,0,20.056,5.212,16.114,0,4.234,14.052,2.594,0,1,9,10.097,17.538,0,8.424,0,2,0,5.744,0,0,0,0,69.721,48.771,399.671,2,6.57,49.715,11.332,53.701,49.737,173.399,30.919,0,242.153,1,6.987,205.05,46.777,12.181,46.287,277.095,28.733,0,22.73,0,158.584,57.117,63.256,0,135.139,691.369,0,120.725,1,197.964,26.92,15.209,36.835,11.263,0,33.007,6.483,0,37.166,78.756,116.202,151.578,81.236,25.033,7.131,0,2,7.045,25.228,3.107,1,20.161,49.128,1,8.705,49.32,22.405,6.068,35.071,1,4.233,47.019,0,37.39,38.719,6,0,1.26,2,0,3,7,12.723,532.537,14,17.228,6.766,1,4.897,0,8.603,1.657,6.379,3,1,26.171,0,13.087,0,64.357,45.116,0,1.192,0,42.341,34.865,6.013,9.392,0,19.907,11.129,89.116,107.199,2.995,42.398,3.155,2,0,0,6,185.07,0,8.6,9.503,3.344,40.013,0,47.644,0,30.494,0,19.209,0,5.465,77.782,0,0,97.071,5.333,0,1,1.105,0,1.016,1.538,0,9,12.356,0,35.073,2.226,3.144,1,62.8,8.329,4,254.221,6.38,0,0,67.217
eptC,132,2,266.954,113.505,0,8.516,146.559,0,5.277,0,0,3,11.645,160.292,4,0,0,8.913,167.66,1,0,0,0,52.663,9.863,8.427,0,7.717,0,0,0,0,0,0,3.083,38.844,0,0,0,0,254.269,0,93.582,93.656,622.544,0,0,0,0,0,0,0,22.397,0,0,0,1.299,1,0,0,0,115.887,0,1,44.045,0,0,0,0,12.051,0,0,0,0,0,33.433,0,0,0,0,4.453,0,1.117,4,2,0,0,2,10.766,0,0,0,0,0,4.819,0,0,0,0,0,84.072,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41.338,0,3,44.325,0,0,0,0,0,1,66.836,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.317,0,1.144,0,18.165,0,0,0,0,10.451,71.338,0,0,0,3,0,60.495,5.211,0,8.897,21.242,0,0,0,31.098,3,0,185.947,4.121,2,7,2,9.276,53.776,115.973,0,7.611,1.354,0,6.245,35.174,5.263,0,0,1.017,100.403,0.536,0,1.688,0,0,0.5,3.723,0,0,0,3.276,1,2,1.277,0,0,1,0,16.464,2,0,53.624,11.369,92,137.788,0,0,3.091,59,288.688,11.015,0,110,0,1.176,0.5,1,1,0,4,117.919,1,6.966,0,6.618,0,0,7,1,0,0,0,14.262,3.737,0,0,0,0,0,1,0,6.75,1,0,0,0,0,0,1,0,0,15.354,0,3.405,1.03,0,0,0,0,0,0,29.155,0,54.119,3,2.812,7.21,4.896,0,1,0,0,0,0.5,4,0,0,1,4,0,9.818,0,2.85,0,0,0,3,0,0,0.5,0,46.005,19.566,98.979,0,0,7.265,3.089,14.632,21.906,42.354,11.554,0,24.48,1,1,19.284,0,2.221,10.015,90.521,0,0,5.319,0,63.3,8.223,52.416,0,106.631,275.017,0,11.996,0,39.957,4.374,21.524,12.435,0,0,3.543,1.024,0,18.314,2.192,62.29,107.514,0,6,0,0,2.086,10.34,9.742,0,1,10.649,16.533,1.128,2.253,14.607,4.122,1,17.708,0,0,3.016,0,4.441,6.266,0,0,3,0,0,1,1.154,0,83.222,4.772,6.901,0,0,3,0,8,2.826,0,0,0,6.87,1,3.086,0,4.696,21.175,0,5.774,0,14.018,5.054,0,6.659,1,1.024,3.364,11.551,42.735,3,33.517,1,1,0,0,9.305,20.374,0,8.808,7.267,4.4,8.205,0,11.408,0,19.647,0,3.527,0,4,16.627,0,0,29.387,1.066,0,0,0,0,0,1,0,3.058,3.702,0,6.303,2,2,0,34.842,1,0,91.728,3,0,0,25.312
